,dataset_name,cell_type,cell_type_ontology_id,sex,race,development_stage,count,percentage
0,Tabula Sapiens - All Cells,fibroblast,CL:0000057,female,European,69-year-old human stage,911,4.337475598723992
1,Tabula Sapiens - All Cells,duct epithelial cell,CL:0000068,female,European,69-year-old human stage,121,0.5761081750226158
2,Tabula Sapiens - All Cells,T cell,CL:0000084,female,European,69-year-old human stage,83,0.39518164071799267
3,Tabula Sapiens - All Cells,endothelial cell,CL:0000115,female,European,69-year-old human stage,88,0.4189877636528115
4,Tabula Sapiens - All Cells,myoepithelial cell,CL:0000185,female,European,69-year-old human stage,4,0.01904489834785507
5,Tabula Sapiens - All Cells,B cell,CL:0000236,female,European,69-year-old human stage,129,0.6141979717183259
6,Tabula Sapiens - All Cells,CD4-positive helper T cell,CL:0000492,female,European,69-year-old human stage,1217,5.794410322334905
7,Tabula Sapiens - All Cells,monocyte,CL:0000576,female,European,69-year-old human stage,100,0.4761224586963767
8,Tabula Sapiens - All Cells,"CD4-positive, alpha-beta T cell",CL:0000624,female,European,69-year-old human stage,182,0.8665428748274057
9,Tabula Sapiens - All Cells,"CD8-positive, alpha-beta T cell",CL:0000625,female,European,69-year-old human stage,101,0.4808836832833405
10,Tabula Sapiens - All Cells,basal cell,CL:0000646,female,European,69-year-old human stage,31,0.1475979621958768
11,Tabula Sapiens - All Cells,pericyte cell,CL:0000669,female,European,69-year-old human stage,30,0.14283673760891302
12,Tabula Sapiens - All Cells,neutrophil,CL:0000775,female,European,69-year-old human stage,12,0.057134695043565206
13,Tabula Sapiens - All Cells,plasma cell,CL:0000786,female,European,69-year-old human stage,7,0.03332857210874637
14,Tabula Sapiens - All Cells,memory B cell,CL:0000787,female,European,69-year-old human stage,2875,13.68852068752083
15,Tabula Sapiens - All Cells,naive B cell,CL:0000788,female,European,69-year-old human stage,1120,5.332571537399419
16,Tabula Sapiens - All Cells,mature NK T cell,CL:0000814,female,European,69-year-old human stage,239,1.1379326762843402
17,Tabula Sapiens - All Cells,endothelial cell of lymphatic vessel,CL:0002138,female,European,69-year-old human stage,57,0.2713898014569347
18,Tabula Sapiens - All Cells,adventitial cell,CL:0002503,female,European,69-year-old human stage,329,1.5664428891110793
19,Tabula Sapiens - All Cells,acinar cell of salivary gland,CL:0002623,female,European,69-year-old human stage,1801,8.574965481121746
20,Tabula Sapiens - All Cells,fibroblast,CL:0000057,male,European,59-year-old human stage,715,3.4042755796790933
21,Tabula Sapiens - All Cells,duct epithelial cell,CL:0000068,male,European,59-year-old human stage,582,2.7710327096129124
22,Tabula Sapiens - All Cells,T cell,CL:0000084,male,European,59-year-old human stage,74,0.35233061943531874
23,Tabula Sapiens - All Cells,endothelial cell,CL:0000115,male,European,59-year-old human stage,112,0.5332571537399419
24,Tabula Sapiens - All Cells,myoepithelial cell,CL:0000185,male,European,59-year-old human stage,131,0.6237204208922535
25,Tabula Sapiens - All Cells,macrophage,CL:0000235,male,European,59-year-old human stage,1124,5.351616435747275
26,Tabula Sapiens - All Cells,B cell,CL:0000236,male,European,59-year-old human stage,8,0.03808979669571014
27,Tabula Sapiens - All Cells,CD4-positive helper T cell,CL:0000492,male,European,59-year-old human stage,4,0.01904489834785507
28,Tabula Sapiens - All Cells,monocyte,CL:0000576,male,European,59-year-old human stage,326,1.552159215350188
29,Tabula Sapiens - All Cells,"CD8-positive, alpha-beta T cell",CL:0000625,male,European,59-year-old human stage,1878,8.941579774317955
30,Tabula Sapiens - All Cells,basal cell,CL:0000646,male,European,59-year-old human stage,11,0.052373470456601436
31,Tabula Sapiens - All Cells,pericyte cell,CL:0000669,male,European,59-year-old human stage,17,0.08094081797838404
32,Tabula Sapiens - All Cells,neutrophil,CL:0000775,male,European,59-year-old human stage,103,0.490406132457268
33,Tabula Sapiens - All Cells,plasma cell,CL:0000786,male,European,59-year-old human stage,29,0.13807551302194926
34,Tabula Sapiens - All Cells,memory B cell,CL:0000787,male,European,59-year-old human stage,4,0.01904489834785507
35,Tabula Sapiens - All Cells,mature NK T cell,CL:0000814,male,European,59-year-old human stage,78,0.37137551778317385
36,Tabula Sapiens - All Cells,endothelial cell of lymphatic vessel,CL:0002138,male,European,59-year-old human stage,6,0.028567347521782603
37,Tabula Sapiens - All Cells,adventitial cell,CL:0002503,male,European,59-year-old human stage,113,0.5380183783269057
38,Tabula Sapiens - All Cells,acinar cell of salivary gland,CL:0002623,male,European,59-year-old human stage,6251,29.762414893110506
