,dataset_name,cell_type,cell_type_ontology_id,sex,race,development_stage,count,percentage
0,Tabula Sapiens - All Cells,fibroblast,CL:0000057,female,European,69-year-old human stage,15,0.2794857462269424
1,Tabula Sapiens - All Cells,epithelial cell,CL:0000066,female,European,69-year-old human stage,2114,39.38885783491708
2,Tabula Sapiens - All Cells,keratinocyte,CL:0000312,female,European,69-year-old human stage,13,0.2422209800633501
3,Tabula Sapiens - All Cells,basal cell,CL:0000646,female,European,69-year-old human stage,282,5.254332029066518
4,Tabula Sapiens - All Cells,pericyte cell,CL:0000669,female,European,69-year-old human stage,9,0.16769144773616546
5,Tabula Sapiens - All Cells,leukocyte,CL:0000738,female,European,69-year-old human stage,233,4.341345258058506
6,Tabula Sapiens - All Cells,endothelial cell of lymphatic vessel,CL:0002138,female,European,69-year-old human stage,1,0.018632383081796162
7,Tabula Sapiens - All Cells,capillary endothelial cell,CL:0002144,female,European,69-year-old human stage,1,0.018632383081796162
8,Tabula Sapiens - All Cells,vein endothelial cell,CL:0002543,female,European,69-year-old human stage,5,0.0931619154089808
9,Tabula Sapiens - All Cells,tongue muscle cell,CL:0002673,female,European,69-year-old human stage,2,0.037264766163592325
10,Tabula Sapiens - All Cells,endothelial cell of artery,CL:1000413,female,European,69-year-old human stage,1,0.018632383081796162
11,Tabula Sapiens - All Cells,fibroblast,CL:0000057,male,European,59-year-old human stage,80,1.4905906465436929
12,Tabula Sapiens - All Cells,keratinocyte,CL:0000312,male,European,59-year-old human stage,1751,32.62530277622508
13,Tabula Sapiens - All Cells,basal cell,CL:0000646,male,European,59-year-old human stage,338,6.2977454816471035
14,Tabula Sapiens - All Cells,pericyte cell,CL:0000669,male,European,59-year-old human stage,22,0.40991242779951553
15,Tabula Sapiens - All Cells,leukocyte,CL:0000738,male,European,59-year-old human stage,296,5.515185392211664
16,Tabula Sapiens - All Cells,endothelial cell of lymphatic vessel,CL:0002138,male,European,59-year-old human stage,18,0.3353828954723309
17,Tabula Sapiens - All Cells,capillary endothelial cell,CL:0002144,male,European,59-year-old human stage,45,0.8384572386808273
18,Tabula Sapiens - All Cells,vein endothelial cell,CL:0002543,male,European,59-year-old human stage,97,1.8073411589342276
19,Tabula Sapiens - All Cells,Schwann cell,CL:0002573,male,European,59-year-old human stage,6,0.11179429849077697
20,Tabula Sapiens - All Cells,tongue muscle cell,CL:0002673,male,European,59-year-old human stage,21,0.3912800447177194
21,Tabula Sapiens - All Cells,endothelial cell of artery,CL:1000413,male,European,59-year-old human stage,17,0.31675051239053476
