,dataset_name,cell_type,sex,race,count,percentage
0,Tabula Sapiens - All Cells,epithelial cell,male,Hispanic or Latin American,101,0.5360649647046335
1,Tabula Sapiens - All Cells,T cell,male,Hispanic or Latin American,311,1.6506554853776338
2,Tabula Sapiens - All Cells,mast cell,male,Hispanic or Latin American,578,3.0677777188047344
3,Tabula Sapiens - All Cells,endothelial cell,male,Hispanic or Latin American,833,4.421209065336234
4,Tabula Sapiens - All Cells,melanocyte,male,Hispanic or Latin American,61,0.32376200838596675
5,Tabula Sapiens - All Cells,muscle cell,male,Hispanic or Latin American,180,0.9553633034340003
6,Tabula Sapiens - All Cells,macrophage,male,Hispanic or Latin American,718,3.8108380659200676
7,Tabula Sapiens - All Cells,Langerhans cell,male,Hispanic or Latin American,19,0.10084390425136669
8,Tabula Sapiens - All Cells,CD4-positive helper T cell,male,Hispanic or Latin American,32,0.1698423650549334
9,Tabula Sapiens - All Cells,stromal cell,male,Hispanic or Latin American,1518,8.056897192293402
10,Tabula Sapiens - All Cells,plasma cell,male,Hispanic or Latin American,9,0.04776816517170002
11,Tabula Sapiens - All Cells,memory B cell,male,Hispanic or Latin American,9,0.04776816517170002
12,Tabula Sapiens - All Cells,naive B cell,male,Hispanic or Latin American,7,0.037153017355766677
13,Tabula Sapiens - All Cells,"CD8-positive, alpha-beta cytotoxic T cell",male,Hispanic or Latin American,87,0.4617589299931001
14,Tabula Sapiens - All Cells,mature NK T cell,male,Hispanic or Latin American,367,1.9478796242237675
15,Tabula Sapiens - All Cells,regulatory T cell,male,Hispanic or Latin American,47,0.24945597367443342
16,Tabula Sapiens - All Cells,"naive thymus-derived CD4-positive, alpha-beta T cell",male,Hispanic or Latin American,29,0.1539196433310334
17,Tabula Sapiens - All Cells,"CD4-positive, alpha-beta memory T cell",male,Hispanic or Latin American,153,0.8120588079189003
18,Tabula Sapiens - All Cells,"naive thymus-derived CD8-positive, alpha-beta T cell",male,Hispanic or Latin American,66,0.35029987792580014
19,Tabula Sapiens - All Cells,"CD8-positive, alpha-beta memory T cell",male,Hispanic or Latin American,583,3.0943155883445677
20,Tabula Sapiens - All Cells,CD141-positive myeloid dendritic cell,male,Hispanic or Latin American,11,0.05838331298763335
21,Tabula Sapiens - All Cells,CD1c-positive myeloid dendritic cell,male,Hispanic or Latin American,144,0.7642906427472003
22,Tabula Sapiens - All Cells,epithelial cell,male,European,5,0.02653786953983334
23,Tabula Sapiens - All Cells,T cell,male,European,208,1.103975372857067
24,Tabula Sapiens - All Cells,mast cell,male,European,67,0.3556074518337668
25,Tabula Sapiens - All Cells,endothelial cell,male,European,476,2.526405180192134
26,Tabula Sapiens - All Cells,melanocyte,male,European,3,0.015922721723900003
27,Tabula Sapiens - All Cells,muscle cell,male,European,257,1.3640464943474337
28,Tabula Sapiens - All Cells,cell of skeletal muscle,male,European,10,0.05307573907966668
29,Tabula Sapiens - All Cells,smooth muscle cell,male,European,13,0.06899846080356668
30,Tabula Sapiens - All Cells,macrophage,male,European,128,0.6793694602197335
31,Tabula Sapiens - All Cells,Langerhans cell,male,European,17,0.09022875643543336
32,Tabula Sapiens - All Cells,CD4-positive helper T cell,male,European,27,0.14330449551510005
