,dataset_name,cell_type,sex,race,count,percentage
33,Tabula Sapiens - All Cells,stromal cell,male,European,1425,7.563292818852503
34,Tabula Sapiens - All Cells,plasma cell,male,European,15,0.07961360861950002
35,Tabula Sapiens - All Cells,"CD8-positive, alpha-beta cytotoxic T cell",male,European,42,0.22291810413460006
36,Tabula Sapiens - All Cells,mature NK T cell,male,European,238,1.263202590096067
37,Tabula Sapiens - All Cells,regulatory T cell,male,European,79,0.41929833872936684
38,Tabula Sapiens - All Cells,"naive thymus-derived CD4-positive, alpha-beta T cell",male,European,42,0.22291810413460006
39,Tabula Sapiens - All Cells,"CD4-positive, alpha-beta memory T cell",male,European,186,0.9872087468818004
40,Tabula Sapiens - All Cells,"naive thymus-derived CD8-positive, alpha-beta T cell",male,European,22,0.1167666259752667
41,Tabula Sapiens - All Cells,"CD8-positive, alpha-beta memory T cell",male,European,274,1.4542752507828671
42,Tabula Sapiens - All Cells,CD141-positive myeloid dendritic cell,male,European,6,0.031845443447800006
43,Tabula Sapiens - All Cells,CD1c-positive myeloid dendritic cell,male,European,21,0.11145905206730003
44,Tabula Sapiens - All Cells,epithelial cell,male,Hispanic or Latin American,59,0.31314686057003344
45,Tabula Sapiens - All Cells,T cell,male,Hispanic or Latin American,280,1.4861206942306673
46,Tabula Sapiens - All Cells,mast cell,male,Hispanic or Latin American,389,2.0646462501990337
47,Tabula Sapiens - All Cells,endothelial cell,male,Hispanic or Latin American,702,3.7259168833926015
48,Tabula Sapiens - All Cells,melanocyte,male,Hispanic or Latin American,42,0.22291810413460006
49,Tabula Sapiens - All Cells,muscle cell,male,Hispanic or Latin American,145,0.7695982166551669
50,Tabula Sapiens - All Cells,macrophage,male,Hispanic or Latin American,528,2.802399023406401
51,Tabula Sapiens - All Cells,Langerhans cell,male,Hispanic or Latin American,14,0.07430603471153335
52,Tabula Sapiens - All Cells,CD4-positive helper T cell,male,Hispanic or Latin American,29,0.1539196433310334
53,Tabula Sapiens - All Cells,stromal cell,male,Hispanic or Latin American,1448,7.685367018735737
54,Tabula Sapiens - All Cells,plasma cell,male,Hispanic or Latin American,7,0.037153017355766677
55,Tabula Sapiens - All Cells,memory B cell,male,Hispanic or Latin American,4,0.021230295631866673
56,Tabula Sapiens - All Cells,"CD8-positive, alpha-beta cytotoxic T cell",male,Hispanic or Latin American,85,0.45114378217716683
57,Tabula Sapiens - All Cells,mature NK T cell,male,Hispanic or Latin American,343,1.820497850432567
58,Tabula Sapiens - All Cells,regulatory T cell,male,Hispanic or Latin American,45,0.23884082585850008
59,Tabula Sapiens - All Cells,"naive thymus-derived CD4-positive, alpha-beta T cell",male,Hispanic or Latin American,28,0.1486120694230667
60,Tabula Sapiens - All Cells,"CD4-positive, alpha-beta memory T cell",male,Hispanic or Latin American,145,0.7695982166551669
61,Tabula Sapiens - All Cells,"naive thymus-derived CD8-positive, alpha-beta T cell",male,Hispanic or Latin American,60,0.3184544344780001
62,Tabula Sapiens - All Cells,"CD8-positive, alpha-beta memory T cell",male,Hispanic or Latin American,544,2.8873202059338676
63,Tabula Sapiens - All Cells,CD141-positive myeloid dendritic cell,male,Hispanic or Latin American,5,0.02653786953983334
64,Tabula Sapiens - All Cells,CD1c-positive myeloid dendritic cell,male,Hispanic or Latin American,110,0.5838331298763335
65,Tabula Sapiens - All Cells,epithelial cell,male,Hispanic or Latin American,6,0.031845443447800006
66,Tabula Sapiens - All Cells,T cell,male,Hispanic or Latin American,11,0.05838331298763335
67,Tabula Sapiens - All Cells,mast cell,male,Hispanic or Latin American,92,0.4882967995329335
68,Tabula Sapiens - All Cells,endothelial cell,male,Hispanic or Latin American,52,0.27599384321426673
69,Tabula Sapiens - All Cells,melanocyte,male,Hispanic or Latin American,6,0.031845443447800006
70,Tabula Sapiens - All Cells,muscle cell,male,Hispanic or Latin American,22,0.1167666259752667
71,Tabula Sapiens - All Cells,macrophage,male,Hispanic or Latin American,103,0.5466801125205668
72,Tabula Sapiens - All Cells,Langerhans cell,male,Hispanic or Latin American,3,0.015922721723900003
73,Tabula Sapiens - All Cells,CD4-positive helper T cell,male,Hispanic or Latin American,1,0.005307573907966668
74,Tabula Sapiens - All Cells,stromal cell,male,Hispanic or Latin American,58,0.3078392866620668
75,Tabula Sapiens - All Cells,plasma cell,male,Hispanic or Latin American,1,0.005307573907966668
76,Tabula Sapiens - All Cells,"CD8-positive, alpha-beta cytotoxic T cell",male,Hispanic or Latin American,2,0.010615147815933337
77,Tabula Sapiens - All Cells,mature NK T cell,male,Hispanic or Latin American,14,0.07430603471153335
78,Tabula Sapiens - All Cells,regulatory T cell,male,Hispanic or Latin American,1,0.005307573907966668
79,Tabula Sapiens - All Cells,"naive thymus-derived CD4-positive, alpha-beta T cell",male,Hispanic or Latin American,1,0.005307573907966668
80,Tabula Sapiens - All Cells,"CD4-positive, alpha-beta memory T cell",male,Hispanic or Latin American,5,0.02653786953983334
81,Tabula Sapiens - All Cells,"naive thymus-derived CD8-positive, alpha-beta T cell",male,Hispanic or Latin American,2,0.010615147815933337
82,Tabula Sapiens - All Cells,"CD8-positive, alpha-beta memory T cell",male,Hispanic or Latin American,24,0.12738177379120003
83,Tabula Sapiens - All Cells,CD141-positive myeloid dendritic cell,male,Hispanic or Latin American,3,0.015922721723900003
84,Tabula Sapiens - All Cells,CD1c-positive myeloid dendritic cell,male,Hispanic or Latin American,10,0.05307573907966668
85,Tabula Sapiens - All Cells,epithelial cell,male,European,3,0.015922721723900003
86,Tabula Sapiens - All Cells,T cell,male,European,98,0.5201422429807335
87,Tabula Sapiens - All Cells,mast cell,male,European,51,0.27068626930630013
88,Tabula Sapiens - All Cells,endothelial cell,male,European,139,0.7377527732073669
89,Tabula Sapiens - All Cells,melanocyte,male,European,2,0.010615147815933337
90,Tabula Sapiens - All Cells,muscle cell,male,European,101,0.5360649647046335
91,Tabula Sapiens - All Cells,smooth muscle cell,male,European,4,0.021230295631866673
92,Tabula Sapiens - All Cells,macrophage,male,European,90,0.47768165171700017
93,Tabula Sapiens - All Cells,Langerhans cell,male,European,13,0.06899846080356668
94,Tabula Sapiens - All Cells,CD4-positive helper T cell,male,European,12,0.06369088689560001
95,Tabula Sapiens - All Cells,stromal cell,male,European,576,3.057162570988801
96,Tabula Sapiens - All Cells,plasma cell,male,European,9,0.04776816517170002
97,Tabula Sapiens - All Cells,"CD8-positive, alpha-beta cytotoxic T cell",male,European,29,0.1539196433310334
98,Tabula Sapiens - All Cells,mature NK T cell,male,European,118,0.6262937211400669
99,Tabula Sapiens - All Cells,regulatory T cell,male,European,47,0.24945597367443342
100,Tabula Sapiens - All Cells,"naive thymus-derived CD4-positive, alpha-beta T cell",male,European,17,0.09022875643543336
101,Tabula Sapiens - All Cells,"CD4-positive, alpha-beta memory T cell",male,European,89,0.4723740778090335
102,Tabula Sapiens - All Cells,"naive thymus-derived CD8-positive, alpha-beta T cell",male,European,8,0.04246059126373335
103,Tabula Sapiens - All Cells,"CD8-positive, alpha-beta memory T cell",male,European,164,0.8704421209065336
104,Tabula Sapiens - All Cells,CD141-positive myeloid dendritic cell,male,European,3,0.015922721723900003
105,Tabula Sapiens - All Cells,CD1c-positive myeloid dendritic cell,male,European,17,0.09022875643543336
106,Tabula Sapiens - All Cells,epithelial cell,male,Hispanic or Latin American,36,0.19107266068680007
107,Tabula Sapiens - All Cells,T cell,male,Hispanic or Latin American,20,0.10615147815933336
108,Tabula Sapiens - All Cells,mast cell,male,Hispanic or Latin American,97,0.5148346690727669
109,Tabula Sapiens - All Cells,endothelial cell,male,Hispanic or Latin American,79,0.41929833872936684
110,Tabula Sapiens - All Cells,melanocyte,male,Hispanic or Latin American,13,0.06899846080356668
111,Tabula Sapiens - All Cells,muscle cell,male,Hispanic or Latin American,13,0.06899846080356668
112,Tabula Sapiens - All Cells,macrophage,male,Hispanic or Latin American,87,0.4617589299931001
113,Tabula Sapiens - All Cells,Langerhans cell,male,Hispanic or Latin American,2,0.010615147815933337
114,Tabula Sapiens - All Cells,CD4-positive helper T cell,male,Hispanic or Latin American,2,0.010615147815933337
115,Tabula Sapiens - All Cells,stromal cell,male,Hispanic or Latin American,12,0.06369088689560001
116,Tabula Sapiens - All Cells,plasma cell,male,Hispanic or Latin American,1,0.005307573907966668
117,Tabula Sapiens - All Cells,memory B cell,male,Hispanic or Latin American,5,0.02653786953983334
118,Tabula Sapiens - All Cells,mature NK T cell,male,Hispanic or Latin American,10,0.05307573907966668
119,Tabula Sapiens - All Cells,regulatory T cell,male,Hispanic or Latin American,1,0.005307573907966668
120,Tabula Sapiens - All Cells,"CD4-positive, alpha-beta memory T cell",male,Hispanic or Latin American,3,0.015922721723900003
121,Tabula Sapiens - All Cells,"naive thymus-derived CD8-positive, alpha-beta T cell",male,Hispanic or Latin American,4,0.021230295631866673
122,Tabula Sapiens - All Cells,"CD8-positive, alpha-beta memory T cell",male,Hispanic or Latin American,15,0.07961360861950002
123,Tabula Sapiens - All Cells,CD141-positive myeloid dendritic cell,male,Hispanic or Latin American,3,0.015922721723900003
124,Tabula Sapiens - All Cells,CD1c-positive myeloid dendritic cell,male,Hispanic or Latin American,24,0.12738177379120003
125,Tabula Sapiens - All Cells,epithelial cell,male,European,2,0.010615147815933337
126,Tabula Sapiens - All Cells,T cell,male,European,110,0.5838331298763335
127,Tabula Sapiens - All Cells,mast cell,male,European,16,0.0849211825274667
128,Tabula Sapiens - All Cells,endothelial cell,male,European,337,1.7886524069847674
129,Tabula Sapiens - All Cells,melanocyte,male,European,1,0.005307573907966668
130,Tabula Sapiens - All Cells,muscle cell,male,European,156,0.8279815296428004
131,Tabula Sapiens - All Cells,cell of skeletal muscle,male,European,10,0.05307573907966668
132,Tabula Sapiens - All Cells,smooth muscle cell,male,European,9,0.04776816517170002
133,Tabula Sapiens - All Cells,macrophage,male,European,38,0.20168780850273338
134,Tabula Sapiens - All Cells,Langerhans cell,male,European,4,0.021230295631866673
135,Tabula Sapiens - All Cells,CD4-positive helper T cell,male,European,15,0.07961360861950002
136,Tabula Sapiens - All Cells,stromal cell,male,European,849,4.506130247863702
137,Tabula Sapiens - All Cells,plasma cell,male,European,6,0.031845443447800006
138,Tabula Sapiens - All Cells,"CD8-positive, alpha-beta cytotoxic T cell",male,European,13,0.06899846080356668
139,Tabula Sapiens - All Cells,mature NK T cell,male,European,120,0.6369088689560002
140,Tabula Sapiens - All Cells,regulatory T cell,male,European,32,0.1698423650549334
141,Tabula Sapiens - All Cells,"naive thymus-derived CD4-positive, alpha-beta T cell",male,European,25,0.1326893476991667
142,Tabula Sapiens - All Cells,"CD4-positive, alpha-beta memory T cell",male,European,97,0.5148346690727669
143,Tabula Sapiens - All Cells,"naive thymus-derived CD8-positive, alpha-beta T cell",male,European,14,0.07430603471153335
144,Tabula Sapiens - All Cells,"CD8-positive, alpha-beta memory T cell",male,European,110,0.5838331298763335
145,Tabula Sapiens - All Cells,CD141-positive myeloid dendritic cell,male,European,3,0.015922721723900003
146,Tabula Sapiens - All Cells,CD1c-positive myeloid dendritic cell,male,European,4,0.021230295631866673
