,dataset_name,cell_type,cell_type_ontology_id,sex,race,development_stage,count,percentage
0,Single-cell atlas of peripheral immune response to SARS-CoV-2 infection,granulocyte,CL:0000094,female,European,36-year-old human stage,13,0.07818608287724785
1,Single-cell atlas of peripheral immune response to SARS-CoV-2 infection,erythrocyte,CL:0000232,female,European,36-year-old human stage,14,0.08420039694472845
2,Single-cell atlas of peripheral immune response to SARS-CoV-2 infection,platelet,CL:0000233,female,European,36-year-old human stage,10,0.06014314067480604
3,Single-cell atlas of peripheral immune response to SARS-CoV-2 infection,B cell,CL:0000236,female,European,36-year-old human stage,286,1.7200938232994525
4,Single-cell atlas of peripheral immune response to SARS-CoV-2 infection,monocyte,CL:0000576,female,European,36-year-old human stage,33,0.19847236422685993
5,Single-cell atlas of peripheral immune response to SARS-CoV-2 infection,natural killer cell,CL:0000623,female,European,36-year-old human stage,261,1.5697359716124377
6,Single-cell atlas of peripheral immune response to SARS-CoV-2 infection,"CD4-positive, alpha-beta T cell",CL:0000624,female,European,36-year-old human stage,2,0.012028628134961207
7,Single-cell atlas of peripheral immune response to SARS-CoV-2 infection,neutrophil,CL:0000775,female,European,36-year-old human stage,12,0.07217176880976725
8,Single-cell atlas of peripheral immune response to SARS-CoV-2 infection,plasmacytoid dendritic cell,CL:0000784,female,European,36-year-old human stage,14,0.08420039694472845
9,Single-cell atlas of peripheral immune response to SARS-CoV-2 infection,gamma-delta T cell,CL:0000798,female,European,36-year-old human stage,188,1.1306910446863536
10,Single-cell atlas of peripheral immune response to SARS-CoV-2 infection,"CD4-positive, alpha-beta memory T cell",CL:0000897,female,European,36-year-old human stage,287,1.7261081373669334
11,Single-cell atlas of peripheral immune response to SARS-CoV-2 infection,naive T cell,CL:0000898,female,European,36-year-old human stage,415,2.4959403380044503
12,Single-cell atlas of peripheral immune response to SARS-CoV-2 infection,"CD8-positive, alpha-beta memory T cell",CL:0000909,female,European,36-year-old human stage,506,3.0432429181451854
13,Single-cell atlas of peripheral immune response to SARS-CoV-2 infection,class switched memory B cell,CL:0000972,female,European,36-year-old human stage,3,0.018042942202441813
14,Single-cell atlas of peripheral immune response to SARS-CoV-2 infection,IgG plasmablast,CL:0000982,female,European,36-year-old human stage,2,0.012028628134961207
15,Single-cell atlas of peripheral immune response to SARS-CoV-2 infection,IgA plasmablast,CL:0000984,female,European,36-year-old human stage,7,0.04210019847236422
16,Single-cell atlas of peripheral immune response to SARS-CoV-2 infection,conventional dendritic cell,CL:0000990,female,European,36-year-old human stage,18,0.10825765321465088
17,Single-cell atlas of peripheral immune response to SARS-CoV-2 infection,"effector CD8-positive, alpha-beta T cell",CL:0001050,female,European,36-year-old human stage,20,0.12028628134961208
18,Single-cell atlas of peripheral immune response to SARS-CoV-2 infection,CD14-positive monocyte,CL:0001054,female,European,36-year-old human stage,215,1.2930775245083297
19,Single-cell atlas of peripheral immune response to SARS-CoV-2 infection,granulocyte,CL:0000094,female,European,49-year-old human stage,37,0.22252962049678235
20,Single-cell atlas of peripheral immune response to SARS-CoV-2 infection,erythrocyte,CL:0000232,female,European,49-year-old human stage,35,0.21050099236182113
21,Single-cell atlas of peripheral immune response to SARS-CoV-2 infection,platelet,CL:0000233,female,European,49-year-old human stage,6,0.036085884404883625
22,Single-cell atlas of peripheral immune response to SARS-CoV-2 infection,B cell,CL:0000236,female,European,49-year-old human stage,185,1.1126481024839117
23,Single-cell atlas of peripheral immune response to SARS-CoV-2 infection,monocyte,CL:0000576,female,European,49-year-old human stage,149,0.8961327960546099
24,Single-cell atlas of peripheral immune response to SARS-CoV-2 infection,natural killer cell,CL:0000623,female,European,49-year-old human stage,444,2.670355445961388
25,Single-cell atlas of peripheral immune response to SARS-CoV-2 infection,"CD4-positive, alpha-beta T cell",CL:0000624,female,European,49-year-old human stage,1,0.006014314067480603
26,Single-cell atlas of peripheral immune response to SARS-CoV-2 infection,neutrophil,CL:0000775,female,European,49-year-old human stage,17,0.10224333914717026
27,Single-cell atlas of peripheral immune response to SARS-CoV-2 infection,plasmacytoid dendritic cell,CL:0000784,female,European,49-year-old human stage,26,0.1563721657544957
28,Single-cell atlas of peripheral immune response to SARS-CoV-2 infection,gamma-delta T cell,CL:0000798,female,European,49-year-old human stage,10,0.06014314067480604
29,Single-cell atlas of peripheral immune response to SARS-CoV-2 infection,"CD4-positive, alpha-beta memory T cell",CL:0000897,female,European,49-year-old human stage,98,0.5894027786130992
30,Single-cell atlas of peripheral immune response to SARS-CoV-2 infection,naive T cell,CL:0000898,female,European,49-year-old human stage,107,0.6435316052204246
31,Single-cell atlas of peripheral immune response to SARS-CoV-2 infection,"CD8-positive, alpha-beta memory T cell",CL:0000909,female,European,49-year-old human stage,259,1.5577073434774764
32,Single-cell atlas of peripheral immune response to SARS-CoV-2 infection,IgG plasmablast,CL:0000982,female,European,49-year-old human stage,1,0.006014314067480603
33,Single-cell atlas of peripheral immune response to SARS-CoV-2 infection,IgA plasmablast,CL:0000984,female,European,49-year-old human stage,4,0.024057256269922413
34,Single-cell atlas of peripheral immune response to SARS-CoV-2 infection,conventional dendritic cell,CL:0000990,female,European,49-year-old human stage,37,0.22252962049678235
35,Single-cell atlas of peripheral immune response to SARS-CoV-2 infection,"effector CD8-positive, alpha-beta T cell",CL:0001050,female,European,49-year-old human stage,4,0.024057256269922413
36,Single-cell atlas of peripheral immune response to SARS-CoV-2 infection,CD14-positive monocyte,CL:0001054,female,European,49-year-old human stage,680,4.08973356588681
37,Single-cell atlas of peripheral immune response to SARS-CoV-2 infection,granulocyte,CL:0000094,male,European,37-year-old human stage,18,0.10825765321465088
38,Single-cell atlas of peripheral immune response to SARS-CoV-2 infection,erythrocyte,CL:0000232,male,European,37-year-old human stage,98,0.5894027786130992
39,Single-cell atlas of peripheral immune response to SARS-CoV-2 infection,platelet,CL:0000233,male,European,37-year-old human stage,2,0.012028628134961207
40,Single-cell atlas of peripheral immune response to SARS-CoV-2 infection,B cell,CL:0000236,male,European,37-year-old human stage,182,1.09460516028147
41,Single-cell atlas of peripheral immune response to SARS-CoV-2 infection,monocyte,CL:0000576,male,European,37-year-old human stage,52,0.3127443315089914
42,Single-cell atlas of peripheral immune response to SARS-CoV-2 infection,natural killer cell,CL:0000623,male,European,37-year-old human stage,215,1.2930775245083297
43,Single-cell atlas of peripheral immune response to SARS-CoV-2 infection,"CD4-positive, alpha-beta T cell",CL:0000624,male,European,37-year-old human stage,3,0.018042942202441813
44,Single-cell atlas of peripheral immune response to SARS-CoV-2 infection,neutrophil,CL:0000775,male,European,37-year-old human stage,1,0.006014314067480603
45,Single-cell atlas of peripheral immune response to SARS-CoV-2 infection,plasmacytoid dendritic cell,CL:0000784,male,European,37-year-old human stage,17,0.10224333914717026
46,Single-cell atlas of peripheral immune response to SARS-CoV-2 infection,gamma-delta T cell,CL:0000798,male,European,37-year-old human stage,70,0.42100198472364225
47,Single-cell atlas of peripheral immune response to SARS-CoV-2 infection,"CD4-positive, alpha-beta memory T cell",CL:0000897,male,European,37-year-old human stage,297,1.7862512780417394
48,Single-cell atlas of peripheral immune response to SARS-CoV-2 infection,naive T cell,CL:0000898,male,European,37-year-old human stage,192,1.154748300956276
49,Single-cell atlas of peripheral immune response to SARS-CoV-2 infection,"CD8-positive, alpha-beta memory T cell",CL:0000909,male,European,37-year-old human stage,566,3.4041017621940215
50,Single-cell atlas of peripheral immune response to SARS-CoV-2 infection,class switched memory B cell,CL:0000972,male,European,37-year-old human stage,8,0.04811451253984483
51,Single-cell atlas of peripheral immune response to SARS-CoV-2 infection,IgG plasmablast,CL:0000982,male,European,37-year-old human stage,3,0.018042942202441813
52,Single-cell atlas of peripheral immune response to SARS-CoV-2 infection,IgA plasmablast,CL:0000984,male,European,37-year-old human stage,2,0.012028628134961207
53,Single-cell atlas of peripheral immune response to SARS-CoV-2 infection,conventional dendritic cell,CL:0000990,male,European,37-year-old human stage,32,0.1924580501593793
54,Single-cell atlas of peripheral immune response to SARS-CoV-2 infection,"effector CD8-positive, alpha-beta T cell",CL:0001050,male,European,37-year-old human stage,16,0.09622902507968965
55,Single-cell atlas of peripheral immune response to SARS-CoV-2 infection,CD14-positive monocyte,CL:0001054,male,European,37-year-old human stage,224,1.3472063511156551
56,Single-cell atlas of peripheral immune response to SARS-CoV-2 infection,granulocyte,CL:0000094,male,Asian,48-year-old human stage,24,0.1443435376195345
57,Single-cell atlas of peripheral immune response to SARS-CoV-2 infection,erythrocyte,CL:0000232,male,Asian,48-year-old human stage,14,0.08420039694472845
58,Single-cell atlas of peripheral immune response to SARS-CoV-2 infection,platelet,CL:0000233,male,Asian,48-year-old human stage,13,0.07818608287724785
59,Single-cell atlas of peripheral immune response to SARS-CoV-2 infection,B cell,CL:0000236,male,Asian,48-year-old human stage,480,2.88687075239069
60,Single-cell atlas of peripheral immune response to SARS-CoV-2 infection,monocyte,CL:0000576,male,Asian,48-year-old human stage,403,2.4237685691946833
61,Single-cell atlas of peripheral immune response to SARS-CoV-2 infection,natural killer cell,CL:0000623,male,Asian,48-year-old human stage,593,3.566488242015998
62,Single-cell atlas of peripheral immune response to SARS-CoV-2 infection,"CD4-positive, alpha-beta T cell",CL:0000624,male,Asian,48-year-old human stage,5,0.03007157033740302
63,Single-cell atlas of peripheral immune response to SARS-CoV-2 infection,neutrophil,CL:0000775,male,Asian,48-year-old human stage,3,0.018042942202441813
64,Single-cell atlas of peripheral immune response to SARS-CoV-2 infection,plasmacytoid dendritic cell,CL:0000784,male,Asian,48-year-old human stage,26,0.1563721657544957
65,Single-cell atlas of peripheral immune response to SARS-CoV-2 infection,gamma-delta T cell,CL:0000798,male,Asian,48-year-old human stage,25,0.1503578516870151
66,Single-cell atlas of peripheral immune response to SARS-CoV-2 infection,"CD4-positive, alpha-beta memory T cell",CL:0000897,male,Asian,48-year-old human stage,180,1.0825765321465086
