,cell_type,sex,race,count,percentage
490,plasmacytoid dendritic cell,female,European,2,0.00020558449728422877
491,classical monocyte,female,European,926,0.09518562224259793
492,non-classical monocyte,female,European,92,0.009456886875074524
493,plasmablast,female,European,1,0.00010279224864211439
494,conventional dendritic cell,female,European,48,0.004934027934821491
495,progenitor cell,female,European,2,0.00020558449728422877
496,B cell,female,European,1801,0.18512883980444803
497,lymphocyte,female,European,12,0.0012335069837053727
498,natural killer cell,female,European,547,0.056227360007236576
499,"CD4-positive, alpha-beta T cell",female,European,1585,0.1629257140977513
500,"CD8-positive, alpha-beta T cell",female,European,216,0.02220312570669671
501,plasmacytoid dendritic cell,female,European,26,0.0026725984646949743
502,classical monocyte,female,European,742,0.07627184849244888
503,non-classical monocyte,female,European,207,0.02127799546891768
504,plasmablast,female,European,3,0.00030837674592634317
505,conventional dendritic cell,female,European,62,0.006373119415811092
506,progenitor cell,female,European,4,0.00041116899456845754
507,B cell,female,Asian,554,0.056946905747731376
508,lymphocyte,female,Asian,13,0.0013362992323474872
509,natural killer cell,female,Asian,300,0.030837674592634316
510,"CD4-positive, alpha-beta T cell",female,Asian,1926,0.1979778708847123
511,"CD8-positive, alpha-beta T cell",female,Asian,1057,0.10865140681471491
512,plasmacytoid dendritic cell,female,Asian,21,0.002158637221484402
513,classical monocyte,female,Asian,487,0.05005982508870971
514,non-classical monocyte,female,Asian,86,0.008840133383221838
515,plasmablast,female,Asian,21,0.002158637221484402
516,conventional dendritic cell,female,Asian,39,0.004008897697042462
517,progenitor cell,female,Asian,2,0.00020558449728422877
518,B cell,female,European,178,0.018297020258296364
519,lymphocyte,female,European,4,0.00041116899456845754
520,natural killer cell,female,European,301,0.03094046684127643
521,"CD4-positive, alpha-beta T cell",female,European,774,0.07956120044899653
522,"CD8-positive, alpha-beta T cell",female,European,312,0.032071181576339695
523,plasmacytoid dendritic cell,female,European,5,0.000513961243210572
524,classical monocyte,female,European,327,0.033613065305971405
525,non-classical monocyte,female,European,69,0.007092665156305893
526,conventional dendritic cell,female,European,19,0.0019530527242001734
527,progenitor cell,female,European,1,0.00010279224864211439
528,B cell,female,European,325,0.033407480808687176
529,lymphocyte,female,European,23,0.002364221718768631
530,natural killer cell,female,European,257,0.026417607901023397
531,"CD4-positive, alpha-beta T cell",female,European,1252,0.12869589529992723
532,"CD8-positive, alpha-beta T cell",female,European,898,0.09230743928061873
533,plasmacytoid dendritic cell,female,European,35,0.003597728702474004
534,classical monocyte,female,European,888,0.09127951679419759
535,non-classical monocyte,female,European,111,0.011409939599274698
536,plasmablast,female,European,3,0.00030837674592634317
537,conventional dendritic cell,female,European,56,0.005756365923958407
538,progenitor cell,female,European,2,0.00020558449728422877
539,B cell,male,European,354,0.0363884560193085
540,lymphocyte,male,European,9,0.0009251302377790296
541,natural killer cell,male,European,156,0.016035590788169848
542,"CD4-positive, alpha-beta T cell",male,European,1515,0.15573025669280333
543,"CD8-positive, alpha-beta T cell",male,European,1139,0.11708037120336828
544,plasmacytoid dendritic cell,male,European,10,0.001027922486421144
545,classical monocyte,male,European,678,0.06969314457935356
546,non-classical monocyte,male,European,104,0.010690393858779897
547,plasmablast,male,European,1,0.00010279224864211439
548,conventional dendritic cell,male,European,46,0.004728443437537262
549,progenitor cell,male,European,4,0.00041116899456845754
550,B cell,male,European,498,0.05119053982377297
551,lymphocyte,male,European,16,0.0016446759782738302
552,natural killer cell,male,European,262,0.02693156914423397
553,"CD4-positive, alpha-beta T cell",male,European,1433,0.14730129230414993
554,"CD8-positive, alpha-beta T cell",male,European,1025,0.10536205485816726
555,plasmacytoid dendritic cell,male,European,41,0.0042144821943266905
556,classical monocyte,male,European,542,0.055713398764026006
557,non-classical monocyte,male,European,65,0.006681496161737435
558,plasmablast,male,European,2,0.00020558449728422877
559,conventional dendritic cell,male,European,31,0.003186559707905546
560,B cell,female,European,636,0.06537587013638475
561,lymphocyte,female,European,13,0.0013362992323474872
562,natural killer cell,female,European,722,0.0742160035196066
563,"CD4-positive, alpha-beta T cell",female,European,1319,0.1355829759589489
564,"CD8-positive, alpha-beta T cell",female,European,414,0.04255599093783536
565,plasmacytoid dendritic cell,female,European,43,0.004420066691610919
566,classical monocyte,female,European,1498,0.15398278846588737
567,non-classical monocyte,female,European,129,0.013260200074832756
568,plasmablast,female,European,3,0.00030837674592634317
569,conventional dendritic cell,female,European,73,0.00750383415087435
570,progenitor cell,female,European,5,0.000513961243210572
571,B cell,female,Asian,472,0.04851794135907799
572,lymphocyte,female,Asian,9,0.0009251302377790296
573,natural killer cell,female,Asian,103,0.010587601610137783
574,"CD4-positive, alpha-beta T cell",female,Asian,1367,0.1405170038937704
575,"CD8-positive, alpha-beta T cell",female,Asian,223,0.02292267144719151
576,plasmacytoid dendritic cell,female,Asian,9,0.0009251302377790296
577,classical monocyte,female,Asian,200,0.02055844972842288
578,non-classical monocyte,female,Asian,34,0.0034949364538318897
579,plasmablast,female,Asian,5,0.000513961243210572
580,conventional dendritic cell,female,Asian,14,0.0014390914809896016
581,progenitor cell,female,Asian,3,0.00030837674592634317
582,B cell,female,Asian,1507,0.1549079187036664
583,lymphocyte,female,Asian,27,0.0027753907133370886
584,natural killer cell,female,Asian,957,0.09837218195050347
585,"CD4-positive, alpha-beta T cell",female,Asian,3877,0.3985255479854775
586,"CD8-positive, alpha-beta T cell",female,Asian,2237,0.22994626021240994
587,plasmacytoid dendritic cell,female,Asian,26,0.0026725984646949743
588,classical monocyte,female,Asian,1351,0.13887232791549656
589,non-classical monocyte,female,Asian,208,0.021380787717559795
590,plasmablast,female,Asian,9,0.0009251302377790296
591,conventional dendritic cell,female,Asian,180,0.018502604755580594
592,progenitor cell,female,Asian,3,0.00030837674592634317
593,B cell,female,Asian,510,0.052424046807478336
594,lymphocyte,female,Asian,13,0.0013362992323474872
595,natural killer cell,female,Asian,106,0.010895978356064125
596,"CD4-positive, alpha-beta T cell",female,Asian,1492,0.15336603497403467
597,"CD8-positive, alpha-beta T cell",female,Asian,776,0.07976678494628077
598,plasmacytoid dendritic cell,female,Asian,15,0.001541883729631716
599,classical monocyte,female,Asian,245,0.025184100917318028
600,non-classical monocyte,female,Asian,61,0.006270327167168978
601,plasmablast,female,Asian,4,0.00041116899456845754
602,conventional dendritic cell,female,Asian,10,0.001027922486421144
603,B cell,female,European,388,0.039883392473140385
604,lymphocyte,female,European,11,0.0011307147350632584
605,natural killer cell,female,European,90,0.009251302377790297
606,"CD4-positive, alpha-beta T cell",female,European,889,0.0913823090428397
607,"CD8-positive, alpha-beta T cell",female,European,258,0.026520400149665512
608,plasmacytoid dendritic cell,female,European,8,0.0008223379891369151
609,classical monocyte,female,European,867,0.08912087957271318
610,non-classical monocyte,female,European,294,0.03022092110078163
611,plasmablast,female,European,1,0.00010279224864211439
612,conventional dendritic cell,female,European,54,0.005550781426674177
613,progenitor cell,female,European,5,0.000513961243210572
614,B cell,female,European,1251,0.1285931030512851
615,lymphocyte,female,European,37,0.0038033131997582325
616,natural killer cell,female,European,748,0.07688860198430157
617,"CD4-positive, alpha-beta T cell",female,European,2913,0.29943382029447924
618,"CD8-positive, alpha-beta T cell",female,European,1646,0.1691960412649203
619,plasmacytoid dendritic cell,female,European,62,0.006373119415811092
620,classical monocyte,female,European,1188,0.1221171913868319
621,non-classical monocyte,female,European,353,0.03628566377066638
622,plasmablast,female,European,8,0.0008223379891369151
623,conventional dendritic cell,female,European,120,0.012335069837053727
624,progenitor cell,female,European,7,0.0007195457404948008
625,B cell,female,European,396,0.0407057304622773
626,lymphocyte,female,European,39,0.004008897697042462
627,natural killer cell,female,European,591,0.06075021894748961
628,"CD4-positive, alpha-beta T cell",female,European,1207,0.12407024411103208
629,"CD8-positive, alpha-beta T cell",female,European,629,0.06465632439588996
630,plasmacytoid dendritic cell,female,European,44,0.004522858940253034
631,classical monocyte,female,European,764,0.07853327796257539
632,non-classical monocyte,female,European,69,0.007092665156305893
633,plasmablast,female,European,1,0.00010279224864211439
634,conventional dendritic cell,female,European,77,0.007915003145442807
635,progenitor cell,female,European,1,0.00010279224864211439
636,B cell,female,European,163,0.016755136528664647
637,lymphocyte,female,European,7,0.0007195457404948008
638,natural killer cell,female,European,209,0.02148357996620191
639,"CD4-positive, alpha-beta T cell",female,European,749,0.07699139423294368
640,"CD8-positive, alpha-beta T cell",female,European,149,0.015316045047675045
641,plasmacytoid dendritic cell,female,European,9,0.0009251302377790296
642,classical monocyte,female,European,421,0.04327553667833016
643,non-classical monocyte,female,European,52,0.005345196929389949
644,conventional dendritic cell,female,European,48,0.004934027934821491
645,progenitor cell,female,European,3,0.00030837674592634317
646,B cell,female,European,1271,0.13064894802412738
647,lymphocyte,female,European,25,0.00256980621605286
648,natural killer cell,female,European,1086,0.11163238202533624
649,"CD4-positive, alpha-beta T cell",female,European,5861,0.6024653692914325
650,"CD8-positive, alpha-beta T cell",female,European,1642,0.16878487227035183
651,plasmacytoid dendritic cell,female,European,106,0.010895978356064125
652,classical monocyte,female,European,1912,0.19653877940372272
653,non-classical monocyte,female,European,722,0.0742160035196066
654,plasmablast,female,European,3,0.00030837674592634317
655,conventional dendritic cell,female,European,129,0.013260200074832756
656,progenitor cell,female,European,11,0.0011307147350632584
657,B cell,female,European,1000,0.10279224864211439
658,lymphocyte,female,European,14,0.0014390914809896016
659,natural killer cell,female,European,224,0.023025463695833626
660,"CD4-positive, alpha-beta T cell",female,European,2137,0.21966703534819845
661,"CD8-positive, alpha-beta T cell",female,European,1047,0.10762348432829377
662,plasmacytoid dendritic cell,female,European,55,0.005653573675316292
663,classical monocyte,female,European,1434,0.14740408455279205
664,non-classical monocyte,female,European,138,0.014185330312611787
665,plasmablast,female,European,4,0.00041116899456845754
666,conventional dendritic cell,female,European,153,0.0157272140422435
667,progenitor cell,female,European,1,0.00010279224864211439
668,B cell,female,Asian,384,0.039472223478571926
669,lymphocyte,female,Asian,13,0.0013362992323474872
670,natural killer cell,female,Asian,266,0.027342738138802426
671,"CD4-positive, alpha-beta T cell",female,Asian,906,0.09312977726975565
672,"CD8-positive, alpha-beta T cell",female,Asian,315,0.032379558322266036
673,plasmacytoid dendritic cell,female,Asian,7,0.0007195457404948008
674,classical monocyte,female,Asian,391,0.040191769219066725
675,non-classical monocyte,female,Asian,126,0.012951823328906414
676,plasmablast,female,Asian,6,0.0006167534918526863
677,conventional dendritic cell,female,Asian,28,0.0028781829619792033
678,progenitor cell,female,Asian,1,0.00010279224864211439
679,B cell,female,European,479,0.0492374870995728
680,lymphocyte,female,European,19,0.0019530527242001734
681,natural killer cell,female,European,340,0.03494936453831889
682,"CD4-positive, alpha-beta T cell",female,European,915,0.09405490750753467
683,"CD8-positive, alpha-beta T cell",female,European,1103,0.11337985025225217
684,plasmacytoid dendritic cell,female,European,58,0.005961950421242635
685,classical monocyte,female,European,693,0.07123502830898527
686,non-classical monocyte,female,European,146,0.0150076683017487
687,plasmablast,female,European,1,0.00010279224864211439
688,conventional dendritic cell,female,European,112,0.011512731847916813
689,progenitor cell,female,European,3,0.00030837674592634317
690,B cell,female,European,250,0.025698062160528598
691,lymphocyte,female,European,5,0.000513961243210572
692,natural killer cell,female,European,286,0.029398583111644717
693,"CD4-positive, alpha-beta T cell",female,European,424,0.0435839134242565
694,"CD8-positive, alpha-beta T cell",female,European,212,0.02179195671212825
695,plasmacytoid dendritic cell,female,European,6,0.0006167534918526863
696,classical monocyte,female,European,244,0.025081308668675913
697,non-classical monocyte,female,European,35,0.003597728702474004
698,plasmablast,female,European,1,0.00010279224864211439
699,conventional dendritic cell,female,European,22,0.002261429470126517
700,progenitor cell,female,European,2,0.00020558449728422877
701,B cell,female,European,586,0.06023625770427903
702,lymphocyte,female,European,13,0.0013362992323474872
703,natural killer cell,female,European,316,0.03248235057090815
704,"CD4-positive, alpha-beta T cell",female,European,976,0.10032523467470365
705,"CD8-positive, alpha-beta T cell",female,European,575,0.059105542969215774
706,plasmacytoid dendritic cell,female,European,63,0.006475911664453207
707,classical monocyte,female,European,1292,0.13280758524561181
708,non-classical monocyte,female,European,173,0.01778305901508579
709,conventional dendritic cell,female,European,65,0.006681496161737435
710,progenitor cell,female,European,2,0.00020558449728422877
711,B cell,female,European,1876,0.1928382584526066
712,lymphocyte,female,European,41,0.0042144821943266905
713,natural killer cell,female,European,665,0.06835684534700608
714,"CD4-positive, alpha-beta T cell",female,European,2658,0.2732217968907401
715,"CD8-positive, alpha-beta T cell",female,European,1425,0.146478954315013
716,plasmacytoid dendritic cell,female,European,73,0.00750383415087435
717,classical monocyte,female,European,1702,0.1749524071888787
718,non-classical monocyte,female,European,257,0.026417607901023397
719,plasmablast,female,European,6,0.0006167534918526863
720,conventional dendritic cell,female,European,157,0.016138383036811962
721,progenitor cell,female,European,8,0.0008223379891369151
722,B cell,female,Asian,760,0.07812210896800693
723,lymphocyte,female,Asian,20,0.002055844972842288
724,natural killer cell,female,Asian,131,0.013465784572116985
725,"CD4-positive, alpha-beta T cell",female,Asian,1900,0.19530527242001736
726,"CD8-positive, alpha-beta T cell",female,Asian,849,0.08727061909715512
727,plasmacytoid dendritic cell,female,Asian,36,0.0037005209511161183
728,classical monocyte,female,Asian,1170,0.12026693091127384
729,non-classical monocyte,female,Asian,98,0.01007364036692721
730,plasmablast,female,Asian,9,0.0009251302377790296
731,conventional dendritic cell,female,Asian,85,0.008737341134579723
732,progenitor cell,female,Asian,8,0.0008223379891369151
733,B cell,female,Asian,412,0.04235040644055113
734,lymphocyte,female,Asian,13,0.0013362992323474872
735,natural killer cell,female,Asian,247,0.025389685414602257
736,"CD4-positive, alpha-beta T cell",female,Asian,581,0.05972229646106846
737,"CD8-positive, alpha-beta T cell",female,Asian,774,0.07956120044899653
738,plasmacytoid dendritic cell,female,Asian,10,0.001027922486421144
739,classical monocyte,female,Asian,631,0.06486190889317418
740,non-classical monocyte,female,Asian,33,0.0033921442051897746
741,plasmablast,female,Asian,1,0.00010279224864211439
742,conventional dendritic cell,female,Asian,45,0.004625651188895148
743,progenitor cell,female,Asian,2,0.00020558449728422877
744,B cell,female,European,440,0.045228589402530335
745,lymphocyte,female,European,14,0.0014390914809896016
746,natural killer cell,female,European,211,0.021689164463486135
747,"CD4-positive, alpha-beta T cell",female,European,1004,0.10320341763668285
748,"CD8-positive, alpha-beta T cell",female,European,987,0.1014559494097669
749,plasmacytoid dendritic cell,female,European,13,0.0013362992323474872
750,classical monocyte,female,European,631,0.06486190889317418
751,non-classical monocyte,female,European,165,0.016960721025948877
752,plasmablast,female,European,4,0.00041116899456845754
753,conventional dendritic cell,female,European,40,0.004111689945684576
754,progenitor cell,female,European,1,0.00010279224864211439
755,B cell,female,European,656,0.06743171510922705
756,lymphocyte,female,European,9,0.0009251302377790296
757,natural killer cell,female,European,207,0.02127799546891768
758,"CD4-positive, alpha-beta T cell",female,European,694,0.07133782055762738
759,"CD8-positive, alpha-beta T cell",female,European,588,0.06044184220156326
760,plasmacytoid dendritic cell,female,European,21,0.002158637221484402
761,classical monocyte,female,European,923,0.09487724549667159
762,non-classical monocyte,female,European,52,0.005345196929389949
763,plasmablast,female,European,3,0.00030837674592634317
764,conventional dendritic cell,female,European,76,0.007812210896800694
765,progenitor cell,female,European,3,0.00030837674592634317
766,B cell,female,European,1028,0.10567043160409359
767,lymphocyte,female,European,21,0.002158637221484402
768,natural killer cell,female,European,424,0.0435839134242565
769,"CD4-positive, alpha-beta T cell",female,European,4712,0.48435707560164304
770,"CD8-positive, alpha-beta T cell",female,European,1583,0.16272012960046708
771,plasmacytoid dendritic cell,female,European,93,0.009559679123716639
772,classical monocyte,female,European,1087,0.11173517427397835
773,non-classical monocyte,female,European,167,0.017166305523233102
774,plasmablast,female,European,2,0.00020558449728422877
775,conventional dendritic cell,female,European,181,0.018605397004222705
776,progenitor cell,female,European,10,0.001027922486421144
777,B cell,female,European,719,0.07390762677368025
778,lymphocyte,female,European,3,0.00030837674592634317
779,natural killer cell,female,European,368,0.0378275475002981
780,"CD4-positive, alpha-beta T cell",female,European,1265,0.13003219453227471
781,"CD8-positive, alpha-beta T cell",female,European,904,0.09292419277247141
782,plasmacytoid dendritic cell,female,European,36,0.0037005209511161183
783,classical monocyte,female,European,649,0.06671216936873224
784,non-classical monocyte,female,European,54,0.005550781426674177
785,plasmablast,female,European,1,0.00010279224864211439
786,conventional dendritic cell,female,European,73,0.00750383415087435
787,progenitor cell,female,European,3,0.00030837674592634317
788,B cell,female,European,1086,0.11163238202533624
789,lymphocyte,female,European,29,0.0029809752106213176
790,natural killer cell,female,European,366,0.03762196300301387
791,"CD4-positive, alpha-beta T cell",female,European,3865,0.3972920410017722
792,"CD8-positive, alpha-beta T cell",female,European,2593,0.26654030072900264
793,plasmacytoid dendritic cell,female,European,62,0.006373119415811092
794,classical monocyte,female,European,2359,0.24248691454674784
795,non-classical monocyte,female,European,602,0.06188093368255286
796,plasmablast,female,European,12,0.0012335069837053727
797,conventional dendritic cell,female,European,199,0.020455657479780766
798,progenitor cell,female,European,5,0.000513961243210572
799,B cell,female,Asian,375,0.0385470932407929
800,lymphocyte,female,Asian,13,0.0013362992323474872
801,natural killer cell,female,Asian,492,0.050573786331920285
802,"CD4-positive, alpha-beta T cell",female,Asian,956,0.09826938970186136
803,"CD8-positive, alpha-beta T cell",female,Asian,679,0.06979593682799567
804,plasmacytoid dendritic cell,female,Asian,6,0.0006167534918526863
805,classical monocyte,female,Asian,165,0.016960721025948877
806,non-classical monocyte,female,Asian,79,0.008120587642727037
807,plasmablast,female,Asian,7,0.0007195457404948008
808,conventional dendritic cell,female,Asian,15,0.001541883729631716
809,progenitor cell,female,Asian,4,0.00041116899456845754
810,B cell,female,European,672,0.06907639108750087
811,lymphocyte,female,European,19,0.0019530527242001734
812,natural killer cell,female,European,689,0.07082385931441681
813,"CD4-positive, alpha-beta T cell",female,European,1912,0.19653877940372272
814,"CD8-positive, alpha-beta T cell",female,European,325,0.033407480808687176
815,plasmacytoid dendritic cell,female,European,15,0.001541883729631716
816,classical monocyte,female,European,504,0.051807293315625655
817,non-classical monocyte,female,European,103,0.010587601610137783
818,plasmablast,female,European,3,0.00030837674592634317
819,conventional dendritic cell,female,European,51,0.005242404680747834
820,progenitor cell,female,European,4,0.00041116899456845754
821,B cell,female,European,402,0.04132248395412999
822,lymphocyte,female,European,5,0.000513961243210572
823,natural killer cell,female,European,229,0.023539424939044196
824,"CD4-positive, alpha-beta T cell",female,European,1591,0.163542467589604
825,"CD8-positive, alpha-beta T cell",female,European,461,0.04738722662401473
826,plasmacytoid dendritic cell,female,European,2,0.00020558449728422877
827,classical monocyte,female,European,926,0.09518562224259793
828,non-classical monocyte,female,European,92,0.009456886875074524
829,plasmablast,female,European,1,0.00010279224864211439
830,conventional dendritic cell,female,European,48,0.004934027934821491
831,progenitor cell,female,European,2,0.00020558449728422877
832,B cell,female,European,613,0.06301164841761613
833,lymphocyte,female,European,14,0.0014390914809896016
834,natural killer cell,female,European,134,0.01377416131804333
835,"CD4-positive, alpha-beta T cell",female,European,1509,0.15511350320095063
836,"CD8-positive, alpha-beta T cell",female,European,1504,0.15459954195774006
837,plasmacytoid dendritic cell,female,European,35,0.003597728702474004
838,classical monocyte,female,European,1104,0.11348264250089429
839,non-classical monocyte,female,European,129,0.013260200074832756
840,plasmablast,female,European,2,0.00020558449728422877
841,conventional dendritic cell,female,European,73,0.00750383415087435
842,progenitor cell,female,European,5,0.000513961243210572
843,B cell,female,European,505,0.051910085564267766
844,lymphocyte,female,European,13,0.0013362992323474872
845,natural killer cell,female,European,628,0.06455353214724785
846,"CD4-positive, alpha-beta T cell",female,European,1633,0.1678597420325728
847,"CD8-positive, alpha-beta T cell",female,European,1360,0.13979745815327557
848,plasmacytoid dendritic cell,female,European,72,0.0074010419022322365
849,classical monocyte,female,European,685,0.07041269031984836
850,non-classical monocyte,female,European,190,0.019530527242001734
851,plasmablast,female,European,1,0.00010279224864211439
852,conventional dendritic cell,female,European,74,0.007606626399516465
853,progenitor cell,female,European,1,0.00010279224864211439
854,B cell,female,European,404,0.04152806845141422
855,lymphocyte,female,European,17,0.0017474682269159449
856,natural killer cell,female,European,732,0.07524392600602774
857,"CD4-positive, alpha-beta T cell",female,European,4245,0.4363530954857756
858,"CD8-positive, alpha-beta T cell",female,European,382,0.039266638981287696
859,plasmacytoid dendritic cell,female,European,39,0.004008897697042462
860,classical monocyte,female,European,1352,0.13897512016413865
861,non-classical monocyte,female,European,360,0.03700520951116119
862,conventional dendritic cell,female,European,116,0.01192390084248527
863,progenitor cell,female,European,4,0.00041116899456845754
864,B cell,female,European,347,0.03566891027881369
865,lymphocyte,female,European,5,0.000513961243210572
866,natural killer cell,female,European,633,0.06506749339045842
867,"CD4-positive, alpha-beta T cell",female,European,294,0.03022092110078163
868,"CD8-positive, alpha-beta T cell",female,European,583,0.05992788095835269
869,plasmacytoid dendritic cell,female,European,16,0.0016446759782738302
870,classical monocyte,female,European,756,0.07771093997343848
871,non-classical monocyte,female,European,134,0.01377416131804333
872,plasmablast,female,European,3,0.00030837674592634317
873,conventional dendritic cell,female,European,68,0.0069898729076637795
874,progenitor cell,female,European,2,0.00020558449728422877
875,B cell,female,European,794,0.08161704542183884
876,lymphocyte,female,European,35,0.003597728702474004
877,natural killer cell,female,European,493,0.0506765785805624
878,"CD4-positive, alpha-beta T cell",female,European,3472,0.3568946872854212
879,"CD8-positive, alpha-beta T cell",female,European,967,0.09940010443692461
880,plasmacytoid dendritic cell,female,European,92,0.009456886875074524
881,classical monocyte,female,European,2058,0.21154644770547143
882,non-classical monocyte,female,European,424,0.0435839134242565
883,plasmablast,female,European,13,0.0013362992323474872
884,conventional dendritic cell,female,European,160,0.016446759782738303
885,progenitor cell,female,European,2,0.00020558449728422877
886,B cell,female,European,475,0.04882631810500434
887,lymphocyte,female,European,13,0.0013362992323474872
888,natural killer cell,female,European,185,0.019016565998791164
889,"CD4-positive, alpha-beta T cell",female,European,1140,0.11718316345201041
890,"CD8-positive, alpha-beta T cell",female,European,807,0.08295334465418631
891,plasmacytoid dendritic cell,female,European,19,0.0019530527242001734
892,classical monocyte,female,European,793,0.08151425317319672
893,non-classical monocyte,female,European,141,0.01449370705853813
894,plasmablast,female,European,7,0.0007195457404948008
895,conventional dendritic cell,female,European,93,0.009559679123716639
896,progenitor cell,female,European,4,0.00041116899456845754
897,B cell,female,European,717,0.07370204227639603
898,lymphocyte,female,European,42,0.004317274442968804
899,natural killer cell,female,European,202,0.02076403422570711
900,"CD4-positive, alpha-beta T cell",female,European,1966,0.2020895608303969
901,"CD8-positive, alpha-beta T cell",female,European,990,0.10176432615569325
902,plasmacytoid dendritic cell,female,European,28,0.0028781829619792033
903,classical monocyte,female,European,1150,0.11821108593843155
904,non-classical monocyte,female,European,222,0.022819879198549397
905,plasmablast,female,European,5,0.000513961243210572
906,conventional dendritic cell,female,European,69,0.007092665156305893
907,B cell,female,European,263,0.027034361392876086
908,lymphocyte,female,European,12,0.0012335069837053727
909,natural killer cell,female,European,698,0.07174898955219584
910,"CD4-positive, alpha-beta T cell",female,European,895,0.09199906253469238
911,"CD8-positive, alpha-beta T cell",female,European,607,0.06239489492576343
912,plasmacytoid dendritic cell,female,European,13,0.0013362992323474872
913,classical monocyte,female,European,1068,0.10978212154977816
914,non-classical monocyte,female,European,109,0.011204355101990469
915,conventional dendritic cell,female,European,68,0.0069898729076637795
916,progenitor cell,female,European,3,0.00030837674592634317
917,B cell,female,Hispanic or Latin American,237,0.024361762928181114
918,lymphocyte,female,Hispanic or Latin American,5,0.000513961243210572
919,natural killer cell,female,Hispanic or Latin American,233,0.02395059393361265
920,"CD4-positive, alpha-beta T cell",female,Hispanic or Latin American,1046,0.10752069207965165
921,"CD8-positive, alpha-beta T cell",female,Hispanic or Latin American,849,0.08727061909715512
922,plasmacytoid dendritic cell,female,Hispanic or Latin American,1,0.00010279224864211439
923,classical monocyte,female,Hispanic or Latin American,459,0.047181642126730504
924,non-classical monocyte,female,Hispanic or Latin American,75,0.007709418648158579
925,plasmablast,female,Hispanic or Latin American,4,0.00041116899456845754
926,conventional dendritic cell,female,Hispanic or Latin American,34,0.0034949364538318897
927,progenitor cell,female,Hispanic or Latin American,4,0.00041116899456845754
928,B cell,female,European,332,0.03412702654918198
929,lymphocyte,female,European,15,0.001541883729631716
930,natural killer cell,female,European,429,0.04409787466746708
931,"CD4-positive, alpha-beta T cell",female,European,1441,0.14812363029328685
932,"CD8-positive, alpha-beta T cell",female,European,649,0.06671216936873224
933,plasmacytoid dendritic cell,female,European,14,0.0014390914809896016
934,classical monocyte,female,European,671,0.06897359883885876
935,non-classical monocyte,female,European,174,0.017885851263727902
936,plasmablast,female,European,7,0.0007195457404948008
937,conventional dendritic cell,female,European,55,0.005653573675316292
938,progenitor cell,female,European,7,0.0007195457404948008
939,B cell,female,European,425,0.04368670567289862
940,lymphocyte,female,European,12,0.0012335069837053727
941,natural killer cell,female,European,202,0.02076403422570711
942,"CD4-positive, alpha-beta T cell",female,European,2137,0.21966703534819845
943,"CD8-positive, alpha-beta T cell",female,European,553,0.056844113499089265
944,plasmacytoid dendritic cell,female,European,13,0.0013362992323474872
945,classical monocyte,female,European,766,0.07873886245985963
946,non-classical monocyte,female,European,107,0.01099877060470624
947,plasmablast,female,European,4,0.00041116899456845754
948,conventional dendritic cell,female,European,52,0.005345196929389949
949,progenitor cell,female,European,4,0.00041116899456845754
950,B cell,female,European,1350,0.13876953566685443
951,lymphocyte,female,European,21,0.002158637221484402
952,natural killer cell,female,European,608,0.06249768717440555
953,"CD4-positive, alpha-beta T cell",female,European,2555,0.2626341952806023
954,"CD8-positive, alpha-beta T cell",female,European,1565,0.16086986912490903
955,plasmacytoid dendritic cell,female,European,93,0.009559679123716639
956,classical monocyte,female,European,1236,0.1270512193216534
957,non-classical monocyte,female,European,337,0.03464098779239255
958,plasmablast,female,European,3,0.00030837674592634317
959,conventional dendritic cell,female,European,189,0.01942773499335962
960,progenitor cell,female,European,2,0.00020558449728422877
961,B cell,female,European,450,0.046256511888951475
962,lymphocyte,female,European,34,0.0034949364538318897
963,natural killer cell,female,European,711,0.07308528878454335
964,"CD4-positive, alpha-beta T cell",female,European,1572,0.16158941486540385
965,"CD8-positive, alpha-beta T cell",female,European,1162,0.11944459292213692
966,plasmacytoid dendritic cell,female,European,20,0.002055844972842288
967,classical monocyte,female,European,1085,0.11152958977669411
968,non-classical monocyte,female,European,231,0.023745009436328426
969,plasmablast,female,European,12,0.0012335069837053727
970,conventional dendritic cell,female,European,47,0.004831235686179377
971,progenitor cell,female,European,6,0.0006167534918526863
972,B cell,female,Asian,554,0.056946905747731376
973,lymphocyte,female,Asian,13,0.0013362992323474872
974,natural killer cell,female,Asian,300,0.030837674592634316
975,"CD4-positive, alpha-beta T cell",female,Asian,1926,0.1979778708847123
976,"CD8-positive, alpha-beta T cell",female,Asian,1057,0.10865140681471491
977,plasmacytoid dendritic cell,female,Asian,21,0.002158637221484402
978,classical monocyte,female,Asian,487,0.05005982508870971
979,non-classical monocyte,female,Asian,86,0.008840133383221838
980,plasmablast,female,Asian,21,0.002158637221484402
981,conventional dendritic cell,female,Asian,39,0.004008897697042462
982,progenitor cell,female,Asian,2,0.00020558449728422877
983,B cell,female,European,974,0.10011965017741942
984,lymphocyte,female,European,22,0.002261429470126517
985,natural killer cell,female,European,455,0.04677047313216205
986,"CD4-positive, alpha-beta T cell",female,European,1393,0.14318960235846534
987,"CD8-positive, alpha-beta T cell",female,European,491,0.05047099408327817
988,plasmacytoid dendritic cell,female,European,22,0.002261429470126517
989,classical monocyte,female,European,153,0.0157272140422435
990,non-classical monocyte,female,European,136,0.013979745815327559
991,plasmablast,female,European,4,0.00041116899456845754
992,conventional dendritic cell,female,European,79,0.008120587642727037
