,cell_type,sex,race,count,percentage
442,"naive thymus-derived CD8-positive, alpha-beta T cell",female,unknown,668,0.24657817414029856
443,"central memory CD8-positive, alpha-beta T cell",female,unknown,111,0.040973319355648415
444,"effector memory CD8-positive, alpha-beta T cell",female,unknown,12,0.004429548038448477
445,"CD4-positive, alpha-beta cytotoxic T cell",female,unknown,14,0.0051678060448565565
446,"CD16-negative, CD56-bright natural killer cell, human",female,unknown,34,0.01255038610893735
447,mucosal invariant T cell,female,unknown,3,0.0011073870096121193
448,class switched memory B cell,female,unknown,18,0.006644322057672716
449,conventional dendritic cell,female,unknown,25,0.009228225080100993
450,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated",female,unknown,3,0.0011073870096121193
451,innate lymphoid cell,female,unknown,2,0.0007382580064080795
452,native cell,female,European,114,0.04208070636526053
453,granulocyte,female,European,3,0.0011073870096121193
454,erythrocyte,female,European,63,0.023255127201854502
455,platelet,female,European,19,0.007013451060876755
456,B cell,female,European,2,0.0007382580064080795
457,CD4-positive helper T cell,female,European,164,0.060537156525462515
458,natural killer cell,female,European,792,0.2923501705375995
459,plasmacytoid dendritic cell,female,European,7,0.0025839030224282782
460,plasma cell,female,European,4,0.001476516012816159
461,naive B cell,female,European,879,0.32446439381635095
462,"CD8-positive, alpha-beta cytotoxic T cell",female,European,46,0.016979934147385828
463,gamma-delta T cell,female,European,27,0.009966483086509072
464,mature NK T cell,female,European,13,0.004798677041652517
465,regulatory T cell,female,European,183,0.06755060758633927
466,classical monocyte,female,European,1418,0.5234249265433284
467,non-classical monocyte,female,European,260,0.09597354083305033
468,"naive thymus-derived CD4-positive, alpha-beta T cell",female,European,2198,0.8113455490424794
469,"naive thymus-derived CD8-positive, alpha-beta T cell",female,European,1708,0.6304723374724999
470,"central memory CD8-positive, alpha-beta T cell",female,European,120,0.04429548038448477
471,"effector memory CD8-positive, alpha-beta T cell",female,European,12,0.004429548038448477
472,"CD16-negative, CD56-bright natural killer cell, human",female,European,161,0.059429769515850404
473,mucosal invariant T cell,female,European,24,0.008859096076896954
474,class switched memory B cell,female,European,2,0.0007382580064080795
475,conventional dendritic cell,female,European,43,0.01587254713777371
476,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated",female,European,2,0.0007382580064080795
477,innate lymphoid cell,female,European,8,0.002953032025632318
478,hematopoietic precursor cell,female,European,262,0.09671179883945842
479,native cell,male,European,103,0.03802028733001609
480,platelet,male,European,6,0.0022147740192242386
481,B cell,male,European,71,0.02620815922748682
482,dendritic cell,male,European,1,0.00036912900320403973
483,CD4-positive helper T cell,male,European,549,0.20265182275901783
484,natural killer cell,male,European,1855,0.6847343009434937
485,plasmacytoid dendritic cell,male,European,57,0.021040353182630266
486,plasma cell,male,European,51,0.018825579163406027
487,naive B cell,male,European,2282,0.8423523853116187
488,"CD8-positive, alpha-beta cytotoxic T cell",male,European,1573,0.5806399220399545
489,gamma-delta T cell,male,European,440,0.16241676140977748
490,mature NK T cell,male,European,26,0.009597354083305034
491,regulatory T cell,male,European,191,0.07050363961197159
492,classical monocyte,male,European,1467,0.5415122477003262
493,non-classical monocyte,male,European,623,0.22996736899611675
494,"naive thymus-derived CD4-positive, alpha-beta T cell",male,European,2283,0.8427215143148228
495,"naive thymus-derived CD8-positive, alpha-beta T cell",male,European,1174,0.43335744976154267
496,"central memory CD8-positive, alpha-beta T cell",male,European,707,0.2609742052652561
497,"effector memory CD8-positive, alpha-beta T cell",male,European,39,0.014396031124957551
498,"CD4-positive, alpha-beta cytotoxic T cell",male,European,88,0.032483352281955494
499,"CD16-negative, CD56-bright natural killer cell, human",male,European,137,0.05057067343895345
500,mucosal invariant T cell,male,European,52,0.019194708166610067
501,class switched memory B cell,male,European,152,0.05610760848701404
502,plasmablast,male,European,17,0.006275193054468675
503,conventional dendritic cell,male,European,58,0.021409482185834307
504,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated",male,European,246,0.09080573478819377
505,innate lymphoid cell,male,European,17,0.006275193054468675
506,hematopoietic precursor cell,male,European,5,0.0018456450160201985
507,native cell,male,unknown,36,0.013288644115345432
508,erythrocyte,male,unknown,1,0.00036912900320403973
509,platelet,male,unknown,3,0.0011073870096121193
510,B cell,male,unknown,139,0.05130893144536153
511,CD4-positive helper T cell,male,unknown,210,0.07751709067284834
512,natural killer cell,male,unknown,723,0.26688026931652076
513,plasmacytoid dendritic cell,male,unknown,23,0.008489967073692914
514,plasma cell,male,unknown,30,0.011073870096121192
515,naive B cell,male,unknown,565,0.20855788681028248
516,"CD8-positive, alpha-beta cytotoxic T cell",male,unknown,250,0.09228225080100994
517,gamma-delta T cell,male,unknown,310,0.11442999099325234
518,mature NK T cell,male,unknown,1,0.00036912900320403973
519,regulatory T cell,male,unknown,124,0.04577199639730093
520,classical monocyte,male,unknown,1189,0.4388943848096033
521,non-classical monocyte,male,unknown,345,0.12734950610539372
522,"naive thymus-derived CD4-positive, alpha-beta T cell",male,unknown,935,0.3451356179957772
523,"naive thymus-derived CD8-positive, alpha-beta T cell",male,unknown,398,0.14691334327520783
524,"central memory CD8-positive, alpha-beta T cell",male,unknown,237,0.08748357375935742
525,"effector memory CD8-positive, alpha-beta T cell",male,unknown,30,0.011073870096121192
526,"CD4-positive, alpha-beta cytotoxic T cell",male,unknown,19,0.007013451060876755
527,"CD16-negative, CD56-bright natural killer cell, human",male,unknown,177,0.06533583356711503
528,mucosal invariant T cell,male,unknown,185,0.06828886559274736
529,class switched memory B cell,male,unknown,154,0.05684586649342212
530,plasmablast,male,unknown,2,0.0007382580064080795
531,conventional dendritic cell,male,unknown,114,0.04208070636526053
532,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated",male,unknown,141,0.0520471894517696
533,innate lymphoid cell,male,unknown,26,0.009597354083305034
534,hematopoietic precursor cell,male,unknown,10,0.003691290032040397
535,native cell,male,African,26,0.009597354083305034
536,granulocyte,male,African,1,0.00036912900320403973
537,erythrocyte,male,African,1,0.00036912900320403973
538,B cell,male,African,39,0.014396031124957551
539,CD4-positive helper T cell,male,African,290,0.10704741092917153
540,natural killer cell,male,African,350,0.12919515112141391
541,plasma cell,male,African,7,0.0025839030224282782
542,naive B cell,male,African,773,0.28533671947672273
543,"CD8-positive, alpha-beta cytotoxic T cell",male,African,593,0.21889349889999557
544,gamma-delta T cell,male,African,224,0.0826848967177049
545,mature NK T cell,male,African,16,0.005906064051264636
546,regulatory T cell,male,African,53,0.019563837169814104
547,classical monocyte,male,African,215,0.07936273568886855
548,non-classical monocyte,male,African,102,0.037651158326812054
549,"naive thymus-derived CD4-positive, alpha-beta T cell",male,African,867,0.3200348457779025
550,"naive thymus-derived CD8-positive, alpha-beta T cell",male,African,700,0.25839030224282783
551,"central memory CD8-positive, alpha-beta T cell",male,African,360,0.1328864411534543
552,"effector memory CD8-positive, alpha-beta T cell",male,African,22,0.008120838070488873
553,"CD4-positive, alpha-beta cytotoxic T cell",male,African,45,0.016610805144181787
554,"CD16-negative, CD56-bright natural killer cell, human",male,African,30,0.011073870096121192
555,mucosal invariant T cell,male,African,206,0.07604057466003218
556,class switched memory B cell,male,African,32,0.011812128102529271
557,conventional dendritic cell,male,African,14,0.0051678060448565565
558,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated",male,African,60,0.022147740192242384
559,innate lymphoid cell,male,African,2,0.0007382580064080795
560,hematopoietic precursor cell,male,African,1,0.00036912900320403973
561,native cell,male,European,26,0.009597354083305034
562,granulocyte,male,European,1,0.00036912900320403973
563,B cell,male,European,142,0.05241631845497364
564,dendritic cell,male,European,7,0.0025839030224282782
565,CD4-positive helper T cell,male,European,441,0.16278589041298153
566,natural killer cell,male,European,788,0.2908736545247833
567,plasmacytoid dendritic cell,male,European,89,0.03285248128515954
568,plasma cell,male,European,2,0.0007382580064080795
569,naive B cell,male,European,318,0.11738302301888463
570,"CD8-positive, alpha-beta cytotoxic T cell",male,European,234,0.0863761867497453
571,gamma-delta T cell,male,European,306,0.11295347498043616
572,mature NK T cell,male,European,3,0.0011073870096121193
573,regulatory T cell,male,European,77,0.02842293324671106
574,classical monocyte,male,European,610,0.22516869195446423
575,non-classical monocyte,male,European,298,0.11000044295480385
576,"naive thymus-derived CD4-positive, alpha-beta T cell",male,European,1051,0.3879545823674458
577,"naive thymus-derived CD8-positive, alpha-beta T cell",male,European,935,0.3451356179957772
578,"central memory CD8-positive, alpha-beta T cell",male,European,380,0.14026902121753512
579,"effector memory CD8-positive, alpha-beta T cell",male,European,31,0.011442999099325233
580,"CD4-positive, alpha-beta cytotoxic T cell",male,European,3,0.0011073870096121193
581,"CD16-negative, CD56-bright natural killer cell, human",male,European,44,0.016241676140977747
582,mucosal invariant T cell,male,European,69,0.025469901221078745
583,class switched memory B cell,male,European,83,0.030637707265935295
584,conventional dendritic cell,male,European,153,0.05647673749021808
585,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated",male,European,14,0.0051678060448565565
586,innate lymphoid cell,male,European,4,0.001476516012816159
587,hematopoietic precursor cell,male,European,6,0.0022147740192242386
588,native cell,male,European,87,0.03211422327875146
589,erythrocyte,male,European,4,0.001476516012816159
590,platelet,male,European,7,0.0025839030224282782
591,B cell,male,European,26,0.009597354083305034
592,CD4-positive helper T cell,male,European,374,0.13805424719831086
593,natural killer cell,male,European,1724,0.6363784015237646
594,plasmacytoid dendritic cell,male,European,29,0.010704741092917153
595,plasma cell,male,European,9,0.003322161028836358
596,naive B cell,male,European,485,0.1790275665539593
597,"CD8-positive, alpha-beta cytotoxic T cell",male,European,353,0.13030253813102602
598,gamma-delta T cell,male,European,163,0.06016802752225848
599,mature NK T cell,male,European,9,0.003322161028836358
600,regulatory T cell,male,European,119,0.04392635138128073
601,classical monocyte,male,European,923,0.34070606995732866
602,non-classical monocyte,male,European,570,0.21040353182630264
603,"naive thymus-derived CD4-positive, alpha-beta T cell",male,European,1068,0.39422977542191445
604,"naive thymus-derived CD8-positive, alpha-beta T cell",male,European,595,0.21963175690640366
605,"central memory CD8-positive, alpha-beta T cell",male,European,206,0.07604057466003218
606,"effector memory CD8-positive, alpha-beta T cell",male,European,43,0.01587254713777371
607,"CD4-positive, alpha-beta cytotoxic T cell",male,European,19,0.007013451060876755
608,"CD16-negative, CD56-bright natural killer cell, human",male,European,119,0.04392635138128073
609,mucosal invariant T cell,male,European,73,0.0269464172338949
610,class switched memory B cell,male,European,45,0.016610805144181787
611,conventional dendritic cell,male,European,16,0.005906064051264636
612,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated",male,European,65,0.023993385208262583
613,innate lymphoid cell,male,European,13,0.004798677041652517
614,hematopoietic precursor cell,male,European,8,0.002953032025632318
615,native cell,male,European,104,0.038389416333220135
616,granulocyte,male,European,3,0.0011073870096121193
617,erythrocyte,male,European,3,0.0011073870096121193
618,platelet,male,European,38,0.01402690212175351
619,B cell,male,European,74,0.02731554623709894
620,dendritic cell,male,European,5,0.0018456450160201985
621,CD4-positive helper T cell,male,European,2461,0.9084264768851418
622,natural killer cell,male,European,2826,1.0431585630546163
623,plasmacytoid dendritic cell,male,European,180,0.06644322057672715
624,plasma cell,male,European,80,0.029530320256323177
625,naive B cell,male,European,1466,0.5411431186971223
626,"CD8-positive, alpha-beta cytotoxic T cell",male,European,2142,0.7906743248630532
627,gamma-delta T cell,male,European,325,0.11996692604131293
628,mature NK T cell,male,European,39,0.014396031124957551
629,regulatory T cell,male,European,366,0.13510121517267853
630,classical monocyte,male,European,4392,1.6212145820721426
631,non-classical monocyte,male,European,820,0.3026857826273126
632,"naive thymus-derived CD4-positive, alpha-beta T cell",male,European,4857,1.7928595685620212
633,"naive thymus-derived CD8-positive, alpha-beta T cell",male,European,1034,0.38167938931297707
634,"central memory CD8-positive, alpha-beta T cell",male,European,943,0.3480886500214095
635,"effector memory CD8-positive, alpha-beta T cell",male,European,210,0.07751709067284834
636,"CD4-positive, alpha-beta cytotoxic T cell",male,European,301,0.11110782996441597
637,"CD16-negative, CD56-bright natural killer cell, human",male,European,354,0.13067166713423006
638,mucosal invariant T cell,male,European,354,0.13067166713423006
639,class switched memory B cell,male,European,246,0.09080573478819377
640,plasmablast,male,European,3,0.0011073870096121193
641,conventional dendritic cell,male,European,396,0.14617508526879974
642,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated",male,European,279,0.10298699189392709
643,innate lymphoid cell,male,European,32,0.011812128102529271
644,hematopoietic precursor cell,male,European,70,0.025839030224282782
645,native cell,male,South Asian,7,0.0025839030224282782
646,platelet,male,South Asian,1,0.00036912900320403973
647,B cell,male,South Asian,5,0.0018456450160201985
648,CD4-positive helper T cell,male,South Asian,279,0.10298699189392709
649,natural killer cell,male,South Asian,325,0.11996692604131293
650,plasmacytoid dendritic cell,male,South Asian,9,0.003322161028836358
651,plasma cell,male,South Asian,9,0.003322161028836358
652,naive B cell,male,South Asian,256,0.09449702482023417
653,"CD8-positive, alpha-beta cytotoxic T cell",male,South Asian,538,0.19859140372377337
654,gamma-delta T cell,male,South Asian,27,0.009966483086509072
655,mature NK T cell,male,South Asian,5,0.0018456450160201985
656,regulatory T cell,male,South Asian,68,0.0251007722178747
657,classical monocyte,male,South Asian,111,0.040973319355648415
658,non-classical monocyte,male,South Asian,49,0.01808732115699795
659,"naive thymus-derived CD4-positive, alpha-beta T cell",male,South Asian,444,0.16389327742259366
660,"naive thymus-derived CD8-positive, alpha-beta T cell",male,South Asian,172,0.06349018855109484
661,"central memory CD8-positive, alpha-beta T cell",male,South Asian,161,0.059429769515850404
662,"effector memory CD8-positive, alpha-beta T cell",male,South Asian,48,0.01771819215379391
663,"CD4-positive, alpha-beta cytotoxic T cell",male,South Asian,54,0.019932966173018145
664,"CD16-negative, CD56-bright natural killer cell, human",male,South Asian,52,0.019194708166610067
665,mucosal invariant T cell,male,South Asian,21,0.007751709067284835
666,class switched memory B cell,male,South Asian,69,0.025469901221078745
667,conventional dendritic cell,male,South Asian,18,0.006644322057672716
668,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated",male,South Asian,117,0.04318809337487265
669,innate lymphoid cell,male,South Asian,3,0.0011073870096121193
670,native cell,male,unknown,5,0.0018456450160201985
671,erythrocyte,male,unknown,4,0.001476516012816159
672,B cell,male,unknown,2,0.0007382580064080795
673,dendritic cell,male,unknown,1,0.00036912900320403973
674,CD4-positive helper T cell,male,unknown,536,0.19785314571736531
675,natural killer cell,male,unknown,572,0.21114178983271076
676,plasmacytoid dendritic cell,male,unknown,12,0.004429548038448477
677,plasma cell,male,unknown,8,0.002953032025632318
678,naive B cell,male,unknown,159,0.058691511509442316
679,"CD8-positive, alpha-beta cytotoxic T cell",male,unknown,81,0.02989944925952722
680,gamma-delta T cell,male,unknown,27,0.009966483086509072
681,mature NK T cell,male,unknown,2,0.0007382580064080795
682,regulatory T cell,male,unknown,86,0.03174509427554742
683,classical monocyte,male,unknown,670,0.24731643214670665
684,non-classical monocyte,male,unknown,127,0.04687938340691305
685,"naive thymus-derived CD4-positive, alpha-beta T cell",male,unknown,715,0.2639272372908884
686,"naive thymus-derived CD8-positive, alpha-beta T cell",male,unknown,155,0.05721499549662617
687,"central memory CD8-positive, alpha-beta T cell",male,unknown,43,0.01587254713777371
688,"effector memory CD8-positive, alpha-beta T cell",male,unknown,11,0.004060419035244437
689,"CD4-positive, alpha-beta cytotoxic T cell",male,unknown,5,0.0018456450160201985
690,"CD16-negative, CD56-bright natural killer cell, human",male,unknown,56,0.020671224179426226
691,mucosal invariant T cell,male,unknown,30,0.011073870096121192
692,class switched memory B cell,male,unknown,31,0.011442999099325233
693,conventional dendritic cell,male,unknown,66,0.024362514211466624
694,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated",male,unknown,11,0.004060419035244437
695,innate lymphoid cell,male,unknown,3,0.0011073870096121193
696,hematopoietic precursor cell,male,unknown,10,0.003691290032040397
697,native cell,male,European,195,0.07198015562478774
698,erythrocyte,male,European,1,0.00036912900320403973
699,platelet,male,European,59,0.021778611189038344
700,B cell,male,European,81,0.02989944925952722
701,dendritic cell,male,European,7,0.0025839030224282782
702,CD4-positive helper T cell,male,European,3013,1.1121856866537718
703,natural killer cell,male,European,7658,2.8267899065365363
704,plasmacytoid dendritic cell,male,European,178,0.06570496257031908
705,plasma cell,male,European,29,0.010704741092917153
706,naive B cell,male,European,1116,0.41194796757570834
707,"CD8-positive, alpha-beta cytotoxic T cell",male,European,6436,2.3757142646212
708,gamma-delta T cell,male,European,593,0.21889349889999557
709,mature NK T cell,male,European,125,0.04614112540050497
710,regulatory T cell,male,European,574,0.21188004783911885
711,classical monocyte,male,European,4292,1.5843016817517386
712,non-classical monocyte,male,European,604,0.22295391793524
713,"naive thymus-derived CD4-positive, alpha-beta T cell",male,European,3708,1.3687303438805793
714,"naive thymus-derived CD8-positive, alpha-beta T cell",male,European,541,0.1996987907333855
715,"central memory CD8-positive, alpha-beta T cell",male,European,1381,0.5097671534247789
716,"effector memory CD8-positive, alpha-beta T cell",male,European,266,0.09818831485227458
717,"CD4-positive, alpha-beta cytotoxic T cell",male,European,474,0.17496714751871484
718,"CD16-negative, CD56-bright natural killer cell, human",male,European,483,0.17828930854755118
719,mucosal invariant T cell,male,European,287,0.10594002391955942
720,class switched memory B cell,male,European,138,0.05093980244215749
721,conventional dendritic cell,male,European,206,0.07604057466003218
722,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated",male,European,1594,0.5883916311072394
723,innate lymphoid cell,male,European,37,0.01365777311854947
724,hematopoietic precursor cell,male,European,50,0.018456450160201986
725,native cell,male,unknown,14,0.0051678060448565565
726,erythrocyte,male,unknown,8,0.002953032025632318
727,CD4-positive helper T cell,male,unknown,1188,0.4385252558063992
728,natural killer cell,male,unknown,5,0.0018456450160201985
729,plasmacytoid dendritic cell,male,unknown,1,0.00036912900320403973
730,plasma cell,male,unknown,2,0.0007382580064080795
731,"CD8-positive, alpha-beta cytotoxic T cell",male,unknown,43,0.01587254713777371
732,gamma-delta T cell,male,unknown,27,0.009966483086509072
733,mature NK T cell,male,unknown,1,0.00036912900320403973
734,regulatory T cell,male,unknown,146,0.0538928344677898
735,classical monocyte,male,unknown,101,0.03728202932360802
736,non-classical monocyte,male,unknown,129,0.04761764141332113
737,"naive thymus-derived CD4-positive, alpha-beta T cell",male,unknown,1393,0.5141967014632274
738,"naive thymus-derived CD8-positive, alpha-beta T cell",male,unknown,119,0.04392635138128073
739,"central memory CD8-positive, alpha-beta T cell",male,unknown,118,0.04355722237807669
740,"effector memory CD8-positive, alpha-beta T cell",male,unknown,14,0.0051678060448565565
741,"CD16-negative, CD56-bright natural killer cell, human",male,unknown,4,0.001476516012816159
742,mucosal invariant T cell,male,unknown,16,0.005906064051264636
743,class switched memory B cell,male,unknown,1,0.00036912900320403973
744,conventional dendritic cell,male,unknown,1,0.00036912900320403973
745,innate lymphoid cell,male,unknown,1,0.00036912900320403973
746,native cell,male,European,107,0.03949680334283225
747,erythrocyte,male,European,3,0.0011073870096121193
748,platelet,male,European,3,0.0011073870096121193
749,B cell,male,European,71,0.02620815922748682
750,dendritic cell,male,European,1,0.00036912900320403973
751,CD4-positive helper T cell,male,European,640,0.23624256205058541
752,natural killer cell,male,European,1507,0.5562774078284879
753,plasmacytoid dendritic cell,male,European,35,0.012919515112141391
754,plasma cell,male,European,26,0.009597354083305034
755,naive B cell,male,European,6218,2.295244141922719
756,"CD8-positive, alpha-beta cytotoxic T cell",male,European,560,0.20671224179426226
757,gamma-delta T cell,male,European,198,0.07308754263439987
758,mature NK T cell,male,European,35,0.012919515112141391
759,regulatory T cell,male,European,651,0.24030298108582987
760,classical monocyte,male,European,911,0.33627652191888024
761,non-classical monocyte,male,European,182,0.06718147858313524
762,"naive thymus-derived CD4-positive, alpha-beta T cell",male,European,7303,2.6957491103991025
763,"naive thymus-derived CD8-positive, alpha-beta T cell",male,European,2606,0.9619501823497276
764,"central memory CD8-positive, alpha-beta T cell",male,European,392,0.1446985692559836
765,"effector memory CD8-positive, alpha-beta T cell",male,European,34,0.01255038610893735
766,"CD4-positive, alpha-beta cytotoxic T cell",male,European,129,0.04761764141332113
767,"CD16-negative, CD56-bright natural killer cell, human",male,European,197,0.07271841363119583
768,mucosal invariant T cell,male,European,50,0.018456450160201986
769,class switched memory B cell,male,European,192,0.07087276861517564
770,plasmablast,male,European,5,0.0018456450160201985
771,conventional dendritic cell,male,European,67,0.024731643214670664
772,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated",male,European,194,0.07161102662158371
773,innate lymphoid cell,male,European,9,0.003322161028836358
774,hematopoietic precursor cell,male,European,5,0.0018456450160201985
775,native cell,male,unknown,131,0.04835589941972921
776,granulocyte,male,unknown,1,0.00036912900320403973
777,erythrocyte,male,unknown,5,0.0018456450160201985
778,platelet,male,unknown,22,0.008120838070488873
779,B cell,male,unknown,25,0.009228225080100993
780,dendritic cell,male,unknown,7,0.0025839030224282782
781,CD4-positive helper T cell,male,unknown,501,0.18493363060522391
782,natural killer cell,male,unknown,2083,0.7688957136740148
783,plasmacytoid dendritic cell,male,unknown,107,0.03949680334283225
784,plasma cell,male,unknown,5,0.0018456450160201985
785,naive B cell,male,unknown,228,0.08416141273052107
786,"CD8-positive, alpha-beta cytotoxic T cell",male,unknown,96,0.03543638430758782
787,gamma-delta T cell,male,unknown,113,0.041711577362056496
788,mature NK T cell,male,unknown,12,0.004429548038448477
789,regulatory T cell,male,unknown,199,0.07345667163760392
790,classical monocyte,male,unknown,2127,0.7851373898149926
791,non-classical monocyte,male,unknown,740,0.2731554623709894
792,"naive thymus-derived CD4-positive, alpha-beta T cell",male,unknown,1796,0.6629556897544554
793,"naive thymus-derived CD8-positive, alpha-beta T cell",male,unknown,906,0.33443087690286
794,"central memory CD8-positive, alpha-beta T cell",male,unknown,82,0.030268578262731258
795,"effector memory CD8-positive, alpha-beta T cell",male,unknown,11,0.004060419035244437
796,"CD4-positive, alpha-beta cytotoxic T cell",male,unknown,2,0.0007382580064080795
797,"CD16-negative, CD56-bright natural killer cell, human",male,unknown,130,0.04798677041652517
798,mucosal invariant T cell,male,unknown,44,0.016241676140977747
799,class switched memory B cell,male,unknown,8,0.002953032025632318
800,plasmablast,male,unknown,2,0.0007382580064080795
801,conventional dendritic cell,male,unknown,387,0.14285292423996337
802,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated",male,unknown,10,0.003691290032040397
803,innate lymphoid cell,male,unknown,4,0.001476516012816159
804,hematopoietic precursor cell,male,unknown,15,0.005536935048060596
805,native cell,male,European,53,0.019563837169814104
806,granulocyte,male,European,2,0.0007382580064080795
807,erythrocyte,male,European,1,0.00036912900320403973
808,platelet,male,European,42,0.01550341813456967
809,B cell,male,European,2,0.0007382580064080795
810,CD4-positive helper T cell,male,European,565,0.20855788681028248
811,natural killer cell,male,European,629,0.23218214301534099
812,plasmacytoid dendritic cell,male,European,8,0.002953032025632318
813,plasma cell,male,European,2,0.0007382580064080795
814,naive B cell,male,European,323,0.11922866803490484
815,"CD8-positive, alpha-beta cytotoxic T cell",male,European,13,0.004798677041652517
816,gamma-delta T cell,male,European,1,0.00036912900320403973
817,mature NK T cell,male,European,7,0.0025839030224282782
818,regulatory T cell,male,European,137,0.05057067343895345
819,classical monocyte,male,European,1268,0.4680555760627224
820,non-classical monocyte,male,European,104,0.038389416333220135
821,"naive thymus-derived CD4-positive, alpha-beta T cell",male,European,1711,0.631579724482112
822,"naive thymus-derived CD8-positive, alpha-beta T cell",male,European,666,0.2458399161338905
823,"central memory CD8-positive, alpha-beta T cell",male,European,60,0.022147740192242384
824,"effector memory CD8-positive, alpha-beta T cell",male,European,8,0.002953032025632318
825,"CD16-negative, CD56-bright natural killer cell, human",male,European,248,0.09154399279460186
826,mucosal invariant T cell,male,European,1,0.00036912900320403973
827,conventional dendritic cell,male,European,12,0.004429548038448477
828,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated",male,European,1,0.00036912900320403973
829,innate lymphoid cell,male,European,12,0.004429548038448477
830,hematopoietic precursor cell,male,European,15,0.005536935048060596
