,cell_type,sex,race,count,percentage
3363,gamma-delta T cell,male,European,189,0.00015132347995964706
3364,regulatory T cell,male,European,162,0.00012970583996541177
3365,transitional stage B cell,male,European,203,0.00016253262662332463
3366,"naive thymus-derived CD4-positive, alpha-beta T cell",male,European,2288,0.0018318948261781614
3367,"naive thymus-derived CD8-positive, alpha-beta T cell",male,European,300,0.00024019599993594772
3368,"central memory CD4-positive, alpha-beta T cell",male,European,2450,0.001961600666143573
3369,"effector memory CD4-positive, alpha-beta T cell",male,European,244,0.00019535941328123748
3370,"central memory CD8-positive, alpha-beta T cell",male,European,138,0.00011049015997053596
3371,"effector memory CD8-positive, alpha-beta T cell",male,European,2067,0.00165495043955868
3372,"CD4-positive, alpha-beta cytotoxic T cell",male,European,128,0.0001024836266393377
3373,"CD16-negative, CD56-bright natural killer cell, human",male,European,68,5.444442665214815e-05
3374,mucosal invariant T cell,male,European,119,9.527774664125927e-05
3375,plasmablast,male,European,18,1.4411759996156865e-05
3376,conventional dendritic cell,male,European,78,6.245095998334641e-05
3377,CD14-positive monocyte,male,European,779,0.0006237089465003443
3378,innate lymphoid cell,male,European,2,1.6013066662396515e-06
3379,"CD14-low, CD16-positive monocyte",male,European,235,0.00018815353328315905
3380,double negative thymocyte,male,European,21,1.6813719995516342e-05
3381,hematopoietic precursor cell,male,European,19,1.521241332927669e-05
3382,peripheral blood mononuclear cell,male,European,14,1.1209146663677561e-05
3383,erythrocyte,male,European,4,3.202613332479303e-06
3384,platelet,male,European,28,2.2418293327355123e-05
3385,dendritic cell,male,European,7,5.604573331838781e-06
3386,natural killer cell,male,European,4139,0.003313904145782959
3387,"CD4-positive, alpha-beta T cell",male,European,31,2.48202533267146e-05
3388,"CD8-positive, alpha-beta T cell",male,European,11,8.807186664318084e-06
3389,plasmacytoid dendritic cell,male,European,83,6.645422664894554e-05
3390,memory B cell,male,European,586,0.0004691828532082179
3391,naive B cell,male,European,996,0.0007974507197873465
3392,gamma-delta T cell,male,European,427,0.0003418789732421656
3393,regulatory T cell,male,European,596,0.0004771893865394162
3394,transitional stage B cell,male,European,535,0.0004283495332191068
3395,"naive thymus-derived CD4-positive, alpha-beta T cell",male,European,5509,0.00441079921215712
3396,"naive thymus-derived CD8-positive, alpha-beta T cell",male,European,804,0.0006437252798283399
3397,"central memory CD4-positive, alpha-beta T cell",male,European,7263,0.005815145158449294
3398,"effector memory CD4-positive, alpha-beta T cell",male,European,777,0.0006221076398341046
3399,"central memory CD8-positive, alpha-beta T cell",male,European,400,0.0003202613332479303
3400,"effector memory CD8-positive, alpha-beta T cell",male,European,3985,0.0031906035324825058
3401,"CD4-positive, alpha-beta cytotoxic T cell",male,European,417,0.00033387243991096733
3402,"CD16-negative, CD56-bright natural killer cell, human",male,European,173,0.00013851302662972985
3403,mucosal invariant T cell,male,European,153,0.00012249995996733333
3404,plasmablast,male,European,81,6.485291998270588e-05
3405,conventional dendritic cell,male,European,143,0.00011449342663613509
3406,CD14-positive monocyte,male,European,965,0.0007726304664606319
3407,innate lymphoid cell,male,European,12,9.607839997437909e-06
3408,"CD14-low, CD16-positive monocyte",male,European,607,0.00048599657320373425
3409,double negative thymocyte,male,European,57,4.563723998783007e-05
3410,hematopoietic precursor cell,male,European,42,3.3627439991032684e-05
3411,peripheral blood mononuclear cell,male,European,3,2.4019599993594773e-06
3412,erythrocyte,male,European,4,3.202613332479303e-06
3413,platelet,male,European,11,8.807186664318084e-06
3414,dendritic cell,male,European,3,2.4019599993594773e-06
3415,natural killer cell,male,European,2209,0.0017686432128616951
3416,"CD4-positive, alpha-beta T cell",male,European,10,8.006533331198258e-06
3417,"CD8-positive, alpha-beta T cell",male,European,5,4.003266665599129e-06
3418,plasmacytoid dendritic cell,male,European,6,4.8039199987189546e-06
3419,memory B cell,male,European,209,0.00016733654662204358
3420,naive B cell,male,European,737,0.0005900815065093116
3421,gamma-delta T cell,male,European,123,9.848035997373857e-05
3422,regulatory T cell,male,European,282,0.00022578423993979086
3423,transitional stage B cell,male,European,282,0.00022578423993979086
3424,"naive thymus-derived CD4-positive, alpha-beta T cell",male,European,2261,0.001810277186183926
3425,"naive thymus-derived CD8-positive, alpha-beta T cell",male,European,297,0.00023779403993658826
3426,"central memory CD4-positive, alpha-beta T cell",male,European,3266,0.002614933785969351
3427,"effector memory CD4-positive, alpha-beta T cell",male,European,361,0.0002890358532562571
3428,"central memory CD8-positive, alpha-beta T cell",male,European,189,0.00015132347995964706
3429,"effector memory CD8-positive, alpha-beta T cell",male,European,1563,0.0012514211596662877
3430,"CD4-positive, alpha-beta cytotoxic T cell",male,European,142,0.00011369277330301526
3431,"CD16-negative, CD56-bright natural killer cell, human",male,European,81,6.485291998270588e-05
3432,mucosal invariant T cell,male,European,70,5.604573331838781e-05
3433,plasmablast,male,European,32,2.5620906659834424e-05
3434,conventional dendritic cell,male,European,27,2.1617639994235298e-05
3435,CD14-positive monocyte,male,European,208,0.00016653589328892375
3436,innate lymphoid cell,male,European,2,1.6013066662396515e-06
3437,"CD14-low, CD16-positive monocyte",male,European,189,0.00015132347995964706
3438,double negative thymocyte,male,European,13,1.0408493330557734e-05
3439,hematopoietic precursor cell,male,European,25,2.0016333327995644e-05
3440,erythrocyte,male,European,10,8.006533331198258e-06
3441,platelet,male,European,16,1.2810453329917212e-05
3442,dendritic cell,male,European,3,2.4019599993594773e-06
3443,natural killer cell,male,European,2062,0.0016509471728930808
3444,"CD4-positive, alpha-beta T cell",male,European,11,8.807186664318084e-06
3445,"CD8-positive, alpha-beta T cell",male,European,4,3.202613332479303e-06
3446,plasmacytoid dendritic cell,male,European,32,2.5620906659834424e-05
3447,memory B cell,male,European,378,0.0003026469599192941
3448,naive B cell,male,European,1048,0.0008390846931095775
3449,gamma-delta T cell,male,European,271,0.0002169770532754728
3450,regulatory T cell,male,European,415,0.0003322711332447277
3451,transitional stage B cell,male,European,515,0.0004123364665567103
3452,"naive thymus-derived CD4-positive, alpha-beta T cell",male,European,3215,0.00257410046598024
3453,"naive thymus-derived CD8-positive, alpha-beta T cell",male,European,442,0.000353888773238963
3454,"central memory CD4-positive, alpha-beta T cell",male,European,4612,0.0036926131723486366
3455,"effector memory CD4-positive, alpha-beta T cell",male,European,515,0.0004123364665567103
3456,"central memory CD8-positive, alpha-beta T cell",male,European,336,0.0002690195199282615
3457,"effector memory CD8-positive, alpha-beta T cell",male,European,2094,0.0016765680795529153
3458,"CD4-positive, alpha-beta cytotoxic T cell",male,European,347,0.00027782670659257954
3459,"CD16-negative, CD56-bright natural killer cell, human",male,European,81,6.485291998270588e-05
3460,mucosal invariant T cell,male,European,62,4.96405066534292e-05
3461,plasmablast,male,European,80,6.405226664958607e-05
3462,conventional dendritic cell,male,European,63,5.044115998654903e-05
3463,CD14-positive monocyte,male,European,649,0.0005196240131947669
3464,innate lymphoid cell,male,European,11,8.807186664318084e-06
3465,"CD14-low, CD16-positive monocyte",male,European,279,0.0002233822799404314
3466,double negative thymocyte,male,European,22,1.7614373328636168e-05
3467,hematopoietic precursor cell,male,European,44,3.5228746657272335e-05
3468,peripheral blood mononuclear cell,male,European,1,8.006533331198258e-07
3469,platelet,male,European,8,6.405226664958606e-06
3470,dendritic cell,male,European,2,1.6013066662396515e-06
3471,natural killer cell,male,European,1458,0.001167352559688706
3472,"CD4-positive, alpha-beta T cell",male,European,5,4.003266665599129e-06
3473,plasmacytoid dendritic cell,male,European,14,1.1209146663677561e-05
3474,memory B cell,male,European,85,6.80555333151852e-05
3475,naive B cell,male,European,262,0.00020977117327739437
3476,gamma-delta T cell,male,European,178,0.000142516293295329
3477,regulatory T cell,male,European,148,0.00011849669330173422
3478,transitional stage B cell,male,European,94,7.526141331326363e-05
3479,"naive thymus-derived CD4-positive, alpha-beta T cell",male,European,1600,0.0012810453329917212
3480,"naive thymus-derived CD8-positive, alpha-beta T cell",male,European,226,0.00018094765328508061
3481,"central memory CD4-positive, alpha-beta T cell",male,European,1897,0.0015188393729283095
3482,"effector memory CD4-positive, alpha-beta T cell",male,European,179,0.00014331694662844883
3483,"central memory CD8-positive, alpha-beta T cell",male,European,121,9.687905330749892e-05
3484,"effector memory CD8-positive, alpha-beta T cell",male,European,1215,0.0009727937997405883
3485,"CD4-positive, alpha-beta cytotoxic T cell",male,European,201,0.00016093131995708498
3486,"CD16-negative, CD56-bright natural killer cell, human",male,European,40,3.2026133324793034e-05
3487,mucosal invariant T cell,male,European,31,2.48202533267146e-05
3488,plasmablast,male,European,34,2.7222213326074075e-05
3489,conventional dendritic cell,male,European,33,2.642155999295425e-05
3490,CD14-positive monocyte,male,European,160,0.00012810453329917214
3491,"CD14-low, CD16-positive monocyte",male,European,82,6.565357331582571e-05
3492,double negative thymocyte,male,European,22,1.7614373328636168e-05
3493,hematopoietic precursor cell,male,European,12,9.607839997437909e-06
3494,erythrocyte,male,European,2,1.6013066662396515e-06
3495,platelet,male,European,7,5.604573331838781e-06
3496,dendritic cell,male,European,1,8.006533331198258e-07
3497,natural killer cell,male,European,1976,0.0015820909862447757
3498,"CD4-positive, alpha-beta T cell",male,European,5,4.003266665599129e-06
3499,"CD8-positive, alpha-beta T cell",male,European,2,1.6013066662396515e-06
3500,plasmacytoid dendritic cell,male,European,17,1.3611106663037038e-05
3501,memory B cell,male,European,159,0.0001273038799660523
3502,naive B cell,male,European,431,0.00034508158657464493
3503,gamma-delta T cell,male,European,158,0.00012650322663293248
3504,regulatory T cell,male,European,202,0.0001617319732902048
3505,transitional stage B cell,male,European,172,0.00013771237329661003
3506,"naive thymus-derived CD4-positive, alpha-beta T cell",male,European,1892,0.0015148361062627103
3507,"naive thymus-derived CD8-positive, alpha-beta T cell",male,European,195,0.00015612739995836603
3508,"central memory CD4-positive, alpha-beta T cell",male,European,2155,0.0017254079328732246
3509,"effector memory CD4-positive, alpha-beta T cell",male,European,187,0.00014972217329340743
3510,"central memory CD8-positive, alpha-beta T cell",male,European,120,9.60783999743791e-05
3511,"effector memory CD8-positive, alpha-beta T cell",male,European,1820,0.0014571890662780829
3512,"CD4-positive, alpha-beta cytotoxic T cell",male,European,153,0.00012249995996733333
3513,"CD16-negative, CD56-bright natural killer cell, human",male,European,76,6.084965331710676e-05
3514,mucosal invariant T cell,male,European,33,2.642155999295425e-05
3515,plasmablast,male,European,35,2.8022866659193904e-05
3516,conventional dendritic cell,male,European,47,3.7630706656631815e-05
3517,CD14-positive monocyte,male,European,258,0.00020656855994491505
3518,"CD14-low, CD16-positive monocyte",male,European,121,9.687905330749892e-05
3519,double negative thymocyte,male,European,11,8.807186664318084e-06
3520,hematopoietic precursor cell,male,European,19,1.521241332927669e-05
3521,peripheral blood mononuclear cell,male,European,2,1.6013066662396515e-06
3522,erythrocyte,male,European,3,2.4019599993594773e-06
3523,platelet,male,European,10,8.006533331198258e-06
3524,dendritic cell,male,European,1,8.006533331198258e-07
3525,natural killer cell,male,European,2102,0.0016829733062178737
3526,"CD4-positive, alpha-beta T cell",male,European,11,8.807186664318084e-06
3527,plasmacytoid dendritic cell,male,European,9,7.205879998078432e-06
3528,memory B cell,male,European,242,0.00019375810661499785
3529,naive B cell,male,European,423,0.0003386763599096863
3530,gamma-delta T cell,male,European,132,0.000105686239971817
3531,regulatory T cell,male,European,191,0.00015292478662588672
3532,transitional stage B cell,male,European,164,0.00013130714663165142
3533,"naive thymus-derived CD4-positive, alpha-beta T cell",male,European,1658,0.001327483226312671
3534,"naive thymus-derived CD8-positive, alpha-beta T cell",male,European,255,0.00020416659994555557
3535,"central memory CD4-positive, alpha-beta T cell",male,European,2419,0.0019367804128168585
3536,"effector memory CD4-positive, alpha-beta T cell",male,European,287,0.00022978750660539
3537,"central memory CD8-positive, alpha-beta T cell",male,European,161,0.00012890518663229194
3538,"effector memory CD8-positive, alpha-beta T cell",male,European,1871,0.0014980223862671941
3539,"CD4-positive, alpha-beta cytotoxic T cell",male,European,159,0.0001273038799660523
3540,"CD16-negative, CD56-bright natural killer cell, human",male,European,40,3.2026133324793034e-05
3541,mucosal invariant T cell,male,European,48,3.8431359989751637e-05
3542,plasmablast,male,European,19,1.521241332927669e-05
3543,conventional dendritic cell,male,European,42,3.3627439991032684e-05
3544,CD14-positive monocyte,male,European,409,0.00032746721324600876
3545,innate lymphoid cell,male,European,1,8.006533331198258e-07
3546,"CD14-low, CD16-positive monocyte",male,European,182,0.00014571890662780829
3547,double negative thymocyte,male,European,12,9.607839997437909e-06
3548,hematopoietic precursor cell,male,European,10,8.006533331198258e-06
3549,peripheral blood mononuclear cell,male,European,2,1.6013066662396515e-06
3550,platelet,male,European,52,4.163397332223094e-05
3551,dendritic cell,male,European,3,2.4019599993594773e-06
3552,natural killer cell,male,European,2599,0.002080898012778427
3553,"CD4-positive, alpha-beta T cell",male,European,16,1.2810453329917212e-05
3554,"CD8-positive, alpha-beta T cell",male,European,4,3.202613332479303e-06
3555,plasmacytoid dendritic cell,male,European,26,2.081698666111547e-05
3556,memory B cell,male,European,310,0.000248202533267146
3557,naive B cell,male,European,584,0.00046758154654197824
3558,gamma-delta T cell,male,European,214,0.00017133981328764272
3559,regulatory T cell,male,European,352,0.0002818299732581787
3560,transitional stage B cell,male,European,294,0.00023539207993722878
3561,"naive thymus-derived CD4-positive, alpha-beta T cell",male,European,2876,0.0023026789860526187
3562,"naive thymus-derived CD8-positive, alpha-beta T cell",male,European,283,0.0002265848932729107
3563,"central memory CD4-positive, alpha-beta T cell",male,European,3834,0.003069704879181412
3564,"effector memory CD4-positive, alpha-beta T cell",male,European,330,0.0002642155999295425
3565,"central memory CD8-positive, alpha-beta T cell",male,European,148,0.00011849669330173422
3566,"effector memory CD8-positive, alpha-beta T cell",male,European,2509,0.002008839212797643
3567,"CD4-positive, alpha-beta cytotoxic T cell",male,European,254,0.00020336594661243574
3568,"CD16-negative, CD56-bright natural killer cell, human",male,European,43,3.4428093324152506e-05
3569,mucosal invariant T cell,male,European,69,5.524507998526798e-05
3570,plasmablast,male,European,57,4.563723998783007e-05
3571,conventional dendritic cell,male,European,88,7.045749331454467e-05
3572,CD14-positive monocyte,male,European,528,0.000422744959887268
3573,innate lymphoid cell,male,European,5,4.003266665599129e-06
3574,"CD14-low, CD16-positive monocyte",male,European,263,0.00021057182661051417
3575,double negative thymocyte,male,European,23,1.8415026661755993e-05
3576,hematopoietic precursor cell,male,European,12,9.607839997437909e-06
3577,peripheral blood mononuclear cell,male,European,4,3.202613332479303e-06
3578,erythrocyte,male,European,4,3.202613332479303e-06
3579,platelet,male,European,26,2.081698666111547e-05
3580,dendritic cell,male,European,3,2.4019599993594773e-06
3581,natural killer cell,male,European,1964,0.0015724831462473378
3582,"CD4-positive, alpha-beta T cell",male,European,10,8.006533331198258e-06
3583,"CD8-positive, alpha-beta T cell",male,European,4,3.202613332479303e-06
3584,plasmacytoid dendritic cell,male,European,16,1.2810453329917212e-05
3585,memory B cell,male,European,149,0.00011929734663485405
3586,naive B cell,male,European,830,0.0006645422664894553
3587,gamma-delta T cell,male,European,175,0.0001401143332959695
3588,regulatory T cell,male,European,257,0.00020576790661179522
3589,transitional stage B cell,male,European,1146,0.0009175487197553204
3590,"naive thymus-derived CD4-positive, alpha-beta T cell",male,European,2220,0.0017774503995260133
3591,"naive thymus-derived CD8-positive, alpha-beta T cell",male,European,175,0.0001401143332959695
3592,"central memory CD4-positive, alpha-beta T cell",male,European,2889,0.0023130874793831765
3593,"effector memory CD4-positive, alpha-beta T cell",male,European,228,0.00018254895995132027
3594,"central memory CD8-positive, alpha-beta T cell",male,European,136,0.0001088888533042963
3595,"effector memory CD8-positive, alpha-beta T cell",male,European,1398,0.0011193133597015164
3596,"CD4-positive, alpha-beta cytotoxic T cell",male,European,376,0.0003010456532530545
3597,"CD16-negative, CD56-bright natural killer cell, human",male,European,56,4.4836586654710246e-05
3598,mucosal invariant T cell,male,European,50,4.003266665599129e-05
3599,plasmablast,male,European,45,3.602939999039216e-05
3600,conventional dendritic cell,male,European,41,3.2826786657912856e-05
3601,CD14-positive monocyte,male,European,533,0.00042674822655286714
3602,innate lymphoid cell,male,European,4,3.202613332479303e-06
3603,"CD14-low, CD16-positive monocyte",male,European,158,0.00012650322663293248
3604,double negative thymocyte,male,European,25,2.0016333327995644e-05
3605,hematopoietic precursor cell,male,European,16,1.2810453329917212e-05
3606,erythrocyte,male,European,4,3.202613332479303e-06
3607,platelet,male,European,12,9.607839997437909e-06
3608,natural killer cell,male,European,2252,0.0018030713061858476
3609,"CD4-positive, alpha-beta T cell",male,European,6,4.8039199987189546e-06
3610,"CD8-positive, alpha-beta T cell",male,European,2,1.6013066662396515e-06
3611,plasmacytoid dendritic cell,male,European,11,8.807186664318084e-06
3612,memory B cell,male,European,184,0.00014732021329404794
3613,naive B cell,male,European,613,0.0004908004932024532
3614,gamma-delta T cell,male,European,344,0.00027542474659322005
3615,regulatory T cell,male,European,184,0.00014732021329404794
3616,transitional stage B cell,male,European,198,0.0001585293599577255
3617,"naive thymus-derived CD4-positive, alpha-beta T cell",male,European,1521,0.001217793719675255
3618,"naive thymus-derived CD8-positive, alpha-beta T cell",male,European,131,0.00010488558663869718
3619,"central memory CD4-positive, alpha-beta T cell",male,European,1937,0.0015508655062531026
3620,"effector memory CD4-positive, alpha-beta T cell",male,European,175,0.0001401143332959695
3621,"central memory CD8-positive, alpha-beta T cell",male,European,112,8.967317330942049e-05
3622,"effector memory CD8-positive, alpha-beta T cell",male,European,2427,0.0019431856394818172
3623,"CD4-positive, alpha-beta cytotoxic T cell",male,European,148,0.00011849669330173422
3624,"CD16-negative, CD56-bright natural killer cell, human",male,European,51,4.0833319989111116e-05
3625,mucosal invariant T cell,male,European,41,3.2826786657912856e-05
3626,plasmablast,male,European,89,7.12581466476645e-05
3627,conventional dendritic cell,male,European,35,2.8022866659193904e-05
3628,CD14-positive monocyte,male,European,336,0.0002690195199282615
3629,innate lymphoid cell,male,European,1,8.006533331198258e-07
3630,"CD14-low, CD16-positive monocyte",male,European,180,0.00014411759996156863
3631,double negative thymocyte,male,European,12,9.607839997437909e-06
3632,hematopoietic precursor cell,male,European,8,6.405226664958606e-06
3633,erythrocyte,male,European,7,5.604573331838781e-06
3634,platelet,male,European,17,1.3611106663037038e-05
3635,dendritic cell,male,European,2,1.6013066662396515e-06
3636,natural killer cell,male,European,2235,0.0017894601995228107
3637,"CD4-positive, alpha-beta T cell",male,European,13,1.0408493330557734e-05
3638,"CD8-positive, alpha-beta T cell",male,European,6,4.8039199987189546e-06
3639,plasmacytoid dendritic cell,male,European,54,4.3235279988470595e-05
3640,memory B cell,male,European,421,0.00033707505324344665
3641,naive B cell,male,European,999,0.000799852679786706
3642,gamma-delta T cell,male,European,208,0.00016653589328892375
3643,regulatory T cell,male,European,327,0.000261813639930183
3644,transitional stage B cell,male,European,686,0.0005492481865202004
3645,"naive thymus-derived CD4-positive, alpha-beta T cell",male,European,2293,0.0018358980928437605
3646,"naive thymus-derived CD8-positive, alpha-beta T cell",male,European,173,0.00013851302662972985
3647,"central memory CD4-positive, alpha-beta T cell",male,European,3233,0.0025885122259763967
3648,"effector memory CD4-positive, alpha-beta T cell",male,European,279,0.0002233822799404314
3649,"central memory CD8-positive, alpha-beta T cell",male,European,211,0.00016893785328828324
3650,"effector memory CD8-positive, alpha-beta T cell",male,European,2435,0.0019495908661467758
3651,"CD4-positive, alpha-beta cytotoxic T cell",male,European,345,0.0002762253999263399
3652,"CD16-negative, CD56-bright natural killer cell, human",male,European,50,4.003266665599129e-05
3653,mucosal invariant T cell,male,European,44,3.5228746657272335e-05
3654,plasmablast,male,European,45,3.602939999039216e-05
3655,conventional dendritic cell,male,European,105,8.40685999775817e-05
3656,CD14-positive monocyte,male,European,692,0.0005540521065189194
3657,innate lymphoid cell,male,European,7,5.604573331838781e-06
3658,"CD14-low, CD16-positive monocyte",male,European,434,0.00034748354657400437
3659,double negative thymocyte,male,European,17,1.3611106663037038e-05
3660,hematopoietic precursor cell,male,European,24,1.9215679994875818e-05
3661,peripheral blood mononuclear cell,male,European,1,8.006533331198258e-07
3662,platelet,male,European,19,1.521241332927669e-05
3663,dendritic cell,male,European,1,8.006533331198258e-07
3664,natural killer cell,male,European,1752,0.0014027446396259347
3665,"CD4-positive, alpha-beta T cell",male,European,4,3.202613332479303e-06
3666,"CD8-positive, alpha-beta T cell",male,European,2,1.6013066662396515e-06
3667,plasmacytoid dendritic cell,male,European,12,9.607839997437909e-06
3668,memory B cell,male,European,81,6.485291998270588e-05
3669,naive B cell,male,European,297,0.00023779403993658826
3670,gamma-delta T cell,male,European,149,0.00011929734663485405
3671,regulatory T cell,male,European,254,0.00020336594661243574
3672,transitional stage B cell,male,European,69,5.524507998526798e-05
3673,"naive thymus-derived CD4-positive, alpha-beta T cell",male,European,1086,0.0008695095197681307
3674,"naive thymus-derived CD8-positive, alpha-beta T cell",male,European,109,8.7271213310061e-05
3675,"central memory CD4-positive, alpha-beta T cell",male,European,1797,0.001438774039616327
3676,"effector memory CD4-positive, alpha-beta T cell",male,European,124,9.92810133068584e-05
3677,"central memory CD8-positive, alpha-beta T cell",male,European,217,0.00017374177328700218
3678,"effector memory CD8-positive, alpha-beta T cell",male,European,869,0.0006957677464811286
3679,"CD4-positive, alpha-beta cytotoxic T cell",male,European,72,5.764703998462746e-05
3680,"CD16-negative, CD56-bright natural killer cell, human",male,European,25,2.0016333327995644e-05
3681,mucosal invariant T cell,male,European,12,9.607839997437909e-06
3682,plasmablast,male,European,34,2.7222213326074075e-05
3683,conventional dendritic cell,male,European,25,2.0016333327995644e-05
3684,CD14-positive monocyte,male,European,293,0.00023459142660410895
3685,innate lymphoid cell,male,European,1,8.006533331198258e-07
3686,"CD14-low, CD16-positive monocyte",male,European,152,0.00012169930663421352
3687,double negative thymocyte,male,European,11,8.807186664318084e-06
3688,hematopoietic precursor cell,male,European,6,4.8039199987189546e-06
3689,peripheral blood mononuclear cell,male,European,1,8.006533331198258e-07
3690,natural killer cell,male,European,694,0.0005556534131851591
3691,plasmacytoid dendritic cell,male,European,6,4.8039199987189546e-06
3692,memory B cell,male,European,40,3.2026133324793034e-05
3693,naive B cell,male,European,126,0.00010088231997309805
3694,gamma-delta T cell,male,European,41,3.2826786657912856e-05
3695,regulatory T cell,male,European,53,4.2434626655350767e-05
3696,transitional stage B cell,male,European,28,2.2418293327355123e-05
3697,"naive thymus-derived CD4-positive, alpha-beta T cell",male,European,492,0.00039392143989495427
3698,"naive thymus-derived CD8-positive, alpha-beta T cell",male,European,10,8.006533331198258e-06
3699,"central memory CD4-positive, alpha-beta T cell",male,European,435,0.0003482841999071242
3700,"effector memory CD4-positive, alpha-beta T cell",male,European,26,2.081698666111547e-05
3701,"central memory CD8-positive, alpha-beta T cell",male,European,63,5.044115998654903e-05
3702,"effector memory CD8-positive, alpha-beta T cell",male,European,269,0.00021537574660923314
3703,"CD4-positive, alpha-beta cytotoxic T cell",male,European,27,2.1617639994235298e-05
3704,"CD16-negative, CD56-bright natural killer cell, human",male,European,8,6.405226664958606e-06
3705,mucosal invariant T cell,male,European,6,4.8039199987189546e-06
3706,plasmablast,male,European,7,5.604573331838781e-06
3707,conventional dendritic cell,male,European,17,1.3611106663037038e-05
3708,CD14-positive monocyte,male,European,50,4.003266665599129e-05
3709,innate lymphoid cell,male,European,1,8.006533331198258e-07
3710,"CD14-low, CD16-positive monocyte",male,European,18,1.4411759996156865e-05
3711,double negative thymocyte,male,European,1,8.006533331198258e-07
3712,hematopoietic precursor cell,male,European,1,8.006533331198258e-07
3713,erythrocyte,male,European,1,8.006533331198258e-07
3714,platelet,male,European,27,2.1617639994235298e-05
3715,dendritic cell,male,European,2,1.6013066662396515e-06
3716,natural killer cell,male,European,2432,0.0019471889061474163
3717,"CD4-positive, alpha-beta T cell",male,European,8,6.405226664958606e-06
3718,plasmacytoid dendritic cell,male,European,23,1.8415026661755993e-05
3719,memory B cell,male,European,112,8.967317330942049e-05
3720,naive B cell,male,European,352,0.0002818299732581787
3721,gamma-delta T cell,male,European,164,0.00013130714663165142
3722,regulatory T cell,male,European,165,0.00013210779996477125
3723,transitional stage B cell,male,European,99,7.926467997886275e-05
3724,"naive thymus-derived CD4-positive, alpha-beta T cell",male,European,1749,0.0014003426796265752
3725,"naive thymus-derived CD8-positive, alpha-beta T cell",male,European,181,0.00014491825329468846
3726,"central memory CD4-positive, alpha-beta T cell",male,European,2592,0.0020752934394465882
3727,"effector memory CD4-positive, alpha-beta T cell",male,European,202,0.0001617319732902048
3728,"central memory CD8-positive, alpha-beta T cell",male,European,91,7.285945331390414e-05
3729,"effector memory CD8-positive, alpha-beta T cell",male,European,1348,0.0010792806930455252
3730,"CD4-positive, alpha-beta cytotoxic T cell",male,European,136,0.0001088888533042963
3731,"CD16-negative, CD56-bright natural killer cell, human",male,European,53,4.2434626655350767e-05
3732,mucosal invariant T cell,male,European,33,2.642155999295425e-05
3733,plasmablast,male,European,29,2.321894666047495e-05
3734,conventional dendritic cell,male,European,41,3.2826786657912856e-05
3735,CD14-positive monocyte,male,European,323,0.0002586110265977037
3736,innate lymphoid cell,male,European,3,2.4019599993594773e-06
3737,"CD14-low, CD16-positive monocyte",male,European,195,0.00015612739995836603
3738,double negative thymocyte,male,European,5,4.003266665599129e-06
3739,hematopoietic precursor cell,male,European,21,1.6813719995516342e-05
3740,peripheral blood mononuclear cell,male,European,1,8.006533331198258e-07
3741,platelet,male,European,11,8.807186664318084e-06
3742,dendritic cell,male,European,2,1.6013066662396515e-06
3743,natural killer cell,male,European,1759,0.0014083492129577735
3744,"CD4-positive, alpha-beta T cell",male,European,5,4.003266665599129e-06
3745,"CD8-positive, alpha-beta T cell",male,European,3,2.4019599993594773e-06
3746,plasmacytoid dendritic cell,male,European,10,8.006533331198258e-06
3747,memory B cell,male,European,100,8.006533331198257e-05
3748,naive B cell,male,European,226,0.00018094765328508061
3749,gamma-delta T cell,male,European,143,0.00011449342663613509
3750,regulatory T cell,male,European,179,0.00014331694662844883
3751,transitional stage B cell,male,European,122,9.767970664061874e-05
3752,"naive thymus-derived CD4-positive, alpha-beta T cell",male,European,928,0.0007430062931351983
3753,"naive thymus-derived CD8-positive, alpha-beta T cell",male,European,77,6.165030665022658e-05
3754,"central memory CD4-positive, alpha-beta T cell",male,European,1785,0.001429166199618889
3755,"effector memory CD4-positive, alpha-beta T cell",male,European,306,0.00024499991993466667
3756,"central memory CD8-positive, alpha-beta T cell",male,European,143,0.00011449342663613509
3757,"effector memory CD8-positive, alpha-beta T cell",male,European,1085,0.000868708866435011
3758,"CD4-positive, alpha-beta cytotoxic T cell",male,European,96,7.686271997950327e-05
3759,"CD16-negative, CD56-bright natural killer cell, human",male,European,45,3.602939999039216e-05
3760,mucosal invariant T cell,male,European,37,2.9624173325433554e-05
3761,plasmablast,male,European,11,8.807186664318084e-06
3762,conventional dendritic cell,male,European,41,3.2826786657912856e-05
3763,CD14-positive monocyte,male,European,447,0.00035789203990456214
3764,"CD14-low, CD16-positive monocyte",male,European,192,0.00015372543995900655
3765,double negative thymocyte,male,European,8,6.405226664958606e-06
3766,hematopoietic precursor cell,male,European,6,4.8039199987189546e-06
3767,peripheral blood mononuclear cell,male,European,2,1.6013066662396515e-06
3768,erythrocyte,male,European,3,2.4019599993594773e-06
3769,platelet,male,European,17,1.3611106663037038e-05
3770,dendritic cell,male,European,6,4.8039199987189546e-06
3771,natural killer cell,male,European,2028,0.0016237249595670066
3772,"CD4-positive, alpha-beta T cell",male,European,5,4.003266665599129e-06
3773,"CD8-positive, alpha-beta T cell",male,European,3,2.4019599993594773e-06
3774,plasmacytoid dendritic cell,male,European,20,1.6013066662396517e-05
3775,memory B cell,male,European,164,0.00013130714663165142
3776,naive B cell,male,European,628,0.0005028102931992506
