,dataset_name,cell_type,cell_type_ontology_id,sex,race,count,percentage
0,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,memory B cell,CL:0000787,female,unknown,68,0.09976672192960577
1,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,naive B cell,CL:0000788,female,unknown,401,0.588330227849587
2,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,gamma-delta T cell,CL:0000798,female,unknown,28,0.04108041491219062
3,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,memory T cell,CL:0000813,female,unknown,5,0.007335788377176895
4,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,regulatory T cell,CL:0000815,female,unknown,24,0.03521178421044909
5,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,"naive thymus-derived CD4-positive, alpha-beta T cell",CL:0000895,female,unknown,88,0.12910987543831334
6,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,"CD4-positive, alpha-beta memory T cell",CL:0000897,female,unknown,219,0.32130753092034803
7,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,"naive thymus-derived CD8-positive, alpha-beta T cell",CL:0000900,female,unknown,80,0.11737261403483032
8,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,"CD8-positive, alpha-beta memory T cell",CL:0000909,female,unknown,44,0.06455493771915667
9,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,mucosal invariant T cell,CL:0000940,female,unknown,15,0.022007365131530687
10,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,plasmablast,CL:0000980,female,unknown,2,0.002934315350870758
11,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,T cell,CL:0000084,female,unknown,4,0.005868630701741516
12,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,memory B cell,CL:0000787,female,unknown,499,0.7321116800422541
13,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,naive B cell,CL:0000788,female,unknown,259,0.3799938379377632
14,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,gamma-delta T cell,CL:0000798,female,unknown,942,1.382062530260127
15,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,memory T cell,CL:0000813,female,unknown,52,0.07629219912263971
16,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,regulatory T cell,CL:0000815,female,unknown,45,0.06602209539459206
17,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,"naive thymus-derived CD4-positive, alpha-beta T cell",CL:0000895,female,unknown,619,0.9081706010944997
18,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,"CD4-positive, alpha-beta memory T cell",CL:0000897,female,unknown,3225,4.731583503279097
19,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,"naive thymus-derived CD8-positive, alpha-beta T cell",CL:0000900,female,unknown,318,0.46655614078845054
20,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,"CD8-positive, alpha-beta memory T cell",CL:0000909,female,unknown,507,0.7438489414457372
21,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,mucosal invariant T cell,CL:0000940,female,unknown,112,0.16432165964876247
22,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,plasmablast,CL:0000980,female,unknown,19,0.0278759958332722
23,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,double negative thymocyte,CL:0002489,female,unknown,73,0.10710251030678267
24,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,memory B cell,CL:0000787,male,unknown,326,0.4782934021919335
25,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,naive B cell,CL:0000788,male,unknown,173,0.2538182778503206
26,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,gamma-delta T cell,CL:0000798,male,unknown,413,0.6059361199548116
27,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,"double-positive, alpha-beta thymocyte",CL:0000809,male,unknown,10,0.01467157675435379
28,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,memory T cell,CL:0000813,male,unknown,10,0.01467157675435379
29,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,regulatory T cell,CL:0000815,male,unknown,40,0.05868630701741516
30,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,"naive thymus-derived CD4-positive, alpha-beta T cell",CL:0000895,male,unknown,1307,1.9175750817940405
31,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,"CD4-positive, alpha-beta memory T cell",CL:0000897,male,unknown,2668,3.9143766780615916
32,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,"naive thymus-derived CD8-positive, alpha-beta T cell",CL:0000900,male,unknown,1029,1.509705248023005
33,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,"CD8-positive, alpha-beta memory T cell",CL:0000909,male,unknown,1164,1.7077715342067812
34,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,mucosal invariant T cell,CL:0000940,male,unknown,326,0.4782934021919335
35,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,plasmablast,CL:0000980,male,unknown,37,0.054284833991109026
36,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,double negative thymocyte,CL:0002489,male,unknown,221,0.32424184627121877
37,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,memory B cell,CL:0000787,male,unknown,195,0.2860957467098989
38,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,naive B cell,CL:0000788,male,unknown,372,0.545782655261961
39,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,gamma-delta T cell,CL:0000798,male,unknown,6,0.008802946052612273
40,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,memory T cell,CL:0000813,male,unknown,1,0.001467157675435379
41,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,regulatory T cell,CL:0000815,male,unknown,9,0.013204419078918412
42,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,"naive thymus-derived CD4-positive, alpha-beta T cell",CL:0000895,male,unknown,30,0.04401473026306137
43,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,"CD4-positive, alpha-beta memory T cell",CL:0000897,male,unknown,320,0.4694904561393213
44,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,"naive thymus-derived CD8-positive, alpha-beta T cell",CL:0000900,male,unknown,40,0.05868630701741516
45,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,"CD8-positive, alpha-beta memory T cell",CL:0000909,male,unknown,208,0.30516879649055884
46,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,mucosal invariant T cell,CL:0000940,male,unknown,19,0.0278759958332722
47,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,plasmablast,CL:0000980,male,unknown,8,0.011737261403483032
48,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,memory B cell,CL:0000787,male,unknown,367,0.538446866884784
49,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,naive B cell,CL:0000788,male,unknown,361,0.5296439208321718
50,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,gamma-delta T cell,CL:0000798,male,unknown,281,0.41227130679734153
51,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,"double-positive, alpha-beta thymocyte",CL:0000809,male,unknown,10,0.01467157675435379
52,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,memory T cell,CL:0000813,male,unknown,5,0.007335788377176895
53,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,regulatory T cell,CL:0000815,male,unknown,95,0.13937997916636102
54,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,"naive thymus-derived CD4-positive, alpha-beta T cell",CL:0000895,male,unknown,2100,3.081031118414296
55,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,"CD4-positive, alpha-beta memory T cell",CL:0000897,male,unknown,2376,3.485966636834461
56,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,"naive thymus-derived CD8-positive, alpha-beta T cell",CL:0000900,male,unknown,455,0.6675567423230975
57,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,"CD8-positive, alpha-beta memory T cell",CL:0000909,male,unknown,395,0.5795272817969748
58,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,mucosal invariant T cell,CL:0000940,male,unknown,372,0.545782655261961
59,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,plasmablast,CL:0000980,male,unknown,16,0.023474522806966065
60,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,double negative thymocyte,CL:0002489,male,unknown,38,0.0557519916665444
61,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,memory B cell,CL:0000787,male,unknown,127,0.18632902478029315
62,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,naive B cell,CL:0000788,male,unknown,151,0.22154080899074224
63,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,gamma-delta T cell,CL:0000798,male,unknown,28,0.04108041491219062
64,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,memory T cell,CL:0000813,male,unknown,19,0.0278759958332722
65,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,regulatory T cell,CL:0000815,male,unknown,11,0.016138734429789168
66,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,"naive thymus-derived CD4-positive, alpha-beta T cell",CL:0000895,male,unknown,50,0.07335788377176895
67,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,"CD4-positive, alpha-beta memory T cell",CL:0000897,male,unknown,306,0.44895024868322597
68,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,"naive thymus-derived CD8-positive, alpha-beta T cell",CL:0000900,male,unknown,40,0.05868630701741516
69,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,"CD8-positive, alpha-beta memory T cell",CL:0000909,male,unknown,217,0.31837321556947723
70,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,mucosal invariant T cell,CL:0000940,male,unknown,132,0.19366481315747003
71,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,plasmablast,CL:0000980,male,unknown,5,0.007335788377176895
72,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,T cell,CL:0000084,male,unknown,2,0.002934315350870758
73,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,memory B cell,CL:0000787,male,unknown,217,0.31837321556947723
74,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,naive B cell,CL:0000788,male,unknown,142,0.20833638991182382
75,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,gamma-delta T cell,CL:0000798,male,unknown,231,0.3389134230255726
76,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,memory T cell,CL:0000813,male,unknown,31,0.04548188793849675
77,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,regulatory T cell,CL:0000815,male,unknown,52,0.07629219912263971
78,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,"naive thymus-derived CD4-positive, alpha-beta T cell",CL:0000895,male,unknown,893,1.3101718041637935
79,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,"CD4-positive, alpha-beta memory T cell",CL:0000897,male,unknown,3062,4.49243680218313
80,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,"naive thymus-derived CD8-positive, alpha-beta T cell",CL:0000900,male,unknown,412,0.6044689622793762
81,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,"CD8-positive, alpha-beta memory T cell",CL:0000909,male,unknown,1083,1.5889317624965156
82,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,mucosal invariant T cell,CL:0000940,male,unknown,955,1.401135580040787
83,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,plasmablast,CL:0000980,male,unknown,11,0.016138734429789168
84,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,double negative thymocyte,CL:0002489,male,unknown,353,0.5179066594286889
85,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,memory B cell,CL:0000787,male,unknown,556,0.8157396675420708
86,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,naive B cell,CL:0000788,male,unknown,94,0.13791282149092562
87,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,gamma-delta T cell,CL:0000798,male,unknown,7,0.010270103728047654
88,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,"double-positive, alpha-beta thymocyte",CL:0000809,male,unknown,14,0.02054020745609531
89,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,memory T cell,CL:0000813,male,unknown,19,0.0278759958332722
90,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,regulatory T cell,CL:0000815,male,unknown,162,0.2376795434205314
91,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,"naive thymus-derived CD4-positive, alpha-beta T cell",CL:0000895,male,unknown,236,0.34624921140274945
92,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,"CD4-positive, alpha-beta memory T cell",CL:0000897,male,unknown,3284,4.818145806129785
93,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,"naive thymus-derived CD8-positive, alpha-beta T cell",CL:0000900,male,unknown,391,0.5736586510952332
94,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,"CD8-positive, alpha-beta memory T cell",CL:0000909,male,unknown,1397,2.0496192725832243
95,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,mucosal invariant T cell,CL:0000940,male,unknown,224,0.32864331929752494
96,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,plasmablast,CL:0000980,male,unknown,20,0.02934315350870758
97,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,double negative thymocyte,CL:0002489,male,unknown,28,0.04108041491219062
98,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,T cell,CL:0000084,male,unknown,11,0.016138734429789168
99,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,memory B cell,CL:0000787,male,unknown,1230,1.8046039407855163
100,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,naive B cell,CL:0000788,male,unknown,504,0.739447468419431
101,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,gamma-delta T cell,CL:0000798,male,unknown,29,0.04254757258762599
102,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,memory T cell,CL:0000813,male,unknown,95,0.13937997916636102
103,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,regulatory T cell,CL:0000815,male,unknown,12,0.017605892105224546
104,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,"naive thymus-derived CD4-positive, alpha-beta T cell",CL:0000895,male,unknown,263,0.3858624686395047
105,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,"CD4-positive, alpha-beta memory T cell",CL:0000897,male,unknown,2319,3.402338649334644
106,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,"naive thymus-derived CD8-positive, alpha-beta T cell",CL:0000900,male,unknown,315,0.4621546677621444
107,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,"CD8-positive, alpha-beta memory T cell",CL:0000909,male,unknown,1391,2.0408163265306123
108,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,mucosal invariant T cell,CL:0000940,male,unknown,180,0.2640883815783682
109,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,plasmablast,CL:0000980,male,unknown,21,0.03081031118414296
110,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,double negative thymocyte,CL:0002489,male,unknown,117,0.17165744802593935
111,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,memory B cell,CL:0000787,male,unknown,333,0.4885635059199812
112,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,naive B cell,CL:0000788,male,unknown,161,0.23621238574509604
113,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,gamma-delta T cell,CL:0000798,male,unknown,4,0.005868630701741516
114,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,"double-positive, alpha-beta thymocyte",CL:0000809,male,unknown,10,0.01467157675435379
115,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,memory T cell,CL:0000813,male,unknown,2,0.002934315350870758
116,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,regulatory T cell,CL:0000815,male,unknown,52,0.07629219912263971
117,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,"naive thymus-derived CD4-positive, alpha-beta T cell",CL:0000895,male,unknown,428,0.6279434850863422
118,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,"CD4-positive, alpha-beta memory T cell",CL:0000897,male,unknown,2462,3.612142196921903
119,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,"naive thymus-derived CD8-positive, alpha-beta T cell",CL:0000900,male,unknown,149,0.21860649363987147
120,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,"CD8-positive, alpha-beta memory T cell",CL:0000909,male,unknown,3010,4.4161446030604905
121,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,mucosal invariant T cell,CL:0000940,male,unknown,103,0.15111724056984405
122,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,plasmablast,CL:0000980,male,unknown,12,0.017605892105224546
123,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,double negative thymocyte,CL:0002489,male,unknown,143,0.2098035475872592
124,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,memory B cell,CL:0000787,male,unknown,42,0.06162062236828592
125,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,naive B cell,CL:0000788,male,unknown,419,0.6147390660074238
126,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,gamma-delta T cell,CL:0000798,male,unknown,83,0.12177408706113646
127,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,regulatory T cell,CL:0000815,male,unknown,15,0.022007365131530687
128,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,"naive thymus-derived CD4-positive, alpha-beta T cell",CL:0000895,male,unknown,22,0.032277468859578336
129,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,"CD4-positive, alpha-beta memory T cell",CL:0000897,male,unknown,199,0.29196437741164044
130,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,"naive thymus-derived CD8-positive, alpha-beta T cell",CL:0000900,male,unknown,19,0.0278759958332722
131,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,"CD8-positive, alpha-beta memory T cell",CL:0000909,male,unknown,141,0.20686923223638842
132,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,mucosal invariant T cell,CL:0000940,male,unknown,15,0.022007365131530687
133,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,plasmablast,CL:0000980,male,unknown,3,0.0044014730263061365
134,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,T cell,CL:0000084,male,unknown,8,0.011737261403483032
135,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,memory B cell,CL:0000787,male,unknown,1989,2.918176616440969
136,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,naive B cell,CL:0000788,male,unknown,619,0.9081706010944997
137,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,gamma-delta T cell,CL:0000798,male,unknown,33,0.04841620328936751
138,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,memory T cell,CL:0000813,male,unknown,93,0.13644566381549025
139,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,regulatory T cell,CL:0000815,male,unknown,29,0.04254757258762599
140,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,"naive thymus-derived CD4-positive, alpha-beta T cell",CL:0000895,male,unknown,369,0.5413811822356549
141,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,"CD4-positive, alpha-beta memory T cell",CL:0000897,male,unknown,4575,6.712246365116858
142,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,"naive thymus-derived CD8-positive, alpha-beta T cell",CL:0000900,male,unknown,92,0.13497850614005488
143,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,"CD8-positive, alpha-beta memory T cell",CL:0000909,male,unknown,697,1.0226088997784593
144,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,mucosal invariant T cell,CL:0000940,male,unknown,6,0.008802946052612273
145,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,plasmablast,CL:0000980,male,unknown,41,0.06015346469285054
146,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,double negative thymocyte,CL:0002489,male,unknown,14,0.02054020745609531
147,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,memory B cell,CL:0000787,male,unknown,153,0.22447512434161299
