,dataset_name,cell_type,cell_type_ontology_id,sex,race,count,percentage
26,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,plasmacytoid dendritic cell,CL:0000784,male,unknown,5,0.019256691700365876
27,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,classical monocyte,CL:0000860,male,unknown,635,2.4455998459464663
28,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,non-classical monocyte,CL:0000875,male,unknown,76,0.2927017138455613
29,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,"CD16-negative, CD56-bright natural killer cell, human",CL:0000938,male,unknown,1,0.003851338340073175
30,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,"CD16-positive, CD56-dim natural killer cell, human",CL:0000939,male,unknown,262,1.009050645099172
31,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,conventional dendritic cell,CL:0000990,male,unknown,59,0.22722896206431734
32,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,granulocyte,CL:0000094,male,unknown,26,0.10013479684190256
33,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,platelet,CL:0000233,male,unknown,58,0.22337762372424416
34,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,natural killer cell,CL:0000623,male,unknown,41,0.15790487194300018
35,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,plasmacytoid dendritic cell,CL:0000784,male,unknown,31,0.11939148854226843
36,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,classical monocyte,CL:0000860,male,unknown,939,3.6164067013287116
37,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,non-classical monocyte,CL:0000875,male,unknown,211,0.81263238975544
38,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,"CD16-negative, CD56-bright natural killer cell, human",CL:0000938,male,unknown,63,0.24263431542461003
39,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,"CD16-positive, CD56-dim natural killer cell, human",CL:0000939,male,unknown,972,3.7435008665511265
40,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,conventional dendritic cell,CL:0000990,male,unknown,24,0.09243212016175621
41,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,platelet,CL:0000233,male,unknown,3,0.011554015020219527
42,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,natural killer cell,CL:0000623,male,unknown,21,0.08087810514153668
43,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,plasmacytoid dendritic cell,CL:0000784,male,unknown,14,0.053918736761024454
44,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,classical monocyte,CL:0000860,male,unknown,430,1.6560754862314655
45,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,non-classical monocyte,CL:0000875,male,unknown,87,0.33506643558636623
46,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,"CD16-positive, CD56-dim natural killer cell, human",CL:0000939,male,unknown,307,1.1823608704024648
47,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,conventional dendritic cell,CL:0000990,male,unknown,13,0.05006739842095128
48,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,platelet,CL:0000233,male,unknown,32,0.1232428268823416
49,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,natural killer cell,CL:0000623,male,unknown,46,0.17716156364336608
50,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,plasmacytoid dendritic cell,CL:0000784,male,unknown,26,0.10013479684190256
51,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,classical monocyte,CL:0000860,male,unknown,961,3.7011361448103215
52,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,non-classical monocyte,CL:0000875,male,unknown,216,0.8318890814558059
53,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,"CD16-negative, CD56-bright natural killer cell, human",CL:0000938,male,unknown,12,0.046216060080878106
54,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,"CD16-positive, CD56-dim natural killer cell, human",CL:0000939,male,unknown,397,1.5289813210090506
55,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,conventional dendritic cell,CL:0000990,male,unknown,30,0.11554015020219525
56,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,intermediate monocyte,CL:0002393,male,unknown,8,0.0308107067205854
57,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,granulocyte,CL:0000094,male,unknown,34,0.13094550356248796
58,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,platelet,CL:0000233,male,unknown,39,0.15020219526285383
59,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,natural killer cell,CL:0000623,male,unknown,20,0.0770267668014635
60,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,plasmacytoid dendritic cell,CL:0000784,male,unknown,25,0.09628345850182939
61,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,classical monocyte,CL:0000860,male,unknown,1010,3.8898517234739067
62,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,non-classical monocyte,CL:0000875,male,unknown,338,1.3017523589447333
63,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,"CD16-negative, CD56-bright natural killer cell, human",CL:0000938,male,unknown,33,0.1270941652224148
64,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,"CD16-positive, CD56-dim natural killer cell, human",CL:0000939,male,unknown,376,1.448103215867514
65,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,conventional dendritic cell,CL:0000990,male,unknown,7,0.026959368380512227
66,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,platelet,CL:0000233,male,unknown,40,0.154053533602927
67,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,natural killer cell,CL:0000623,male,unknown,3,0.011554015020219527
68,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,plasmacytoid dendritic cell,CL:0000784,male,unknown,1,0.003851338340073175
69,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,classical monocyte,CL:0000860,male,unknown,1632,6.285384170999422
70,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,non-classical monocyte,CL:0000875,male,unknown,232,0.8935104948969766
71,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,"CD16-negative, CD56-bright natural killer cell, human",CL:0000938,male,unknown,11,0.042364721740804925
72,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,"CD16-positive, CD56-dim natural killer cell, human",CL:0000939,male,unknown,547,2.106682072020027
73,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,conventional dendritic cell,CL:0000990,male,unknown,21,0.08087810514153668
74,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,intermediate monocyte,CL:0002393,male,unknown,6,0.023108030040439053
75,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,granulocyte,CL:0000094,male,unknown,32,0.1232428268823416
76,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,platelet,CL:0000233,male,unknown,15,0.05777007510109763
77,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,natural killer cell,CL:0000623,male,unknown,170,0.6547275178124398
78,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,plasmacytoid dendritic cell,CL:0000784,male,unknown,22,0.08472944348160985
79,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,classical monocyte,CL:0000860,male,unknown,1289,4.964375120354323
80,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,non-classical monocyte,CL:0000875,male,unknown,331,1.274792990564221
81,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,"CD16-negative, CD56-bright natural killer cell, human",CL:0000938,male,unknown,31,0.11939148854226843
82,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,"CD16-positive, CD56-dim natural killer cell, human",CL:0000939,male,unknown,1089,4.194107452339688
83,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,conventional dendritic cell,CL:0000990,male,unknown,27,0.10398613518197573
84,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,platelet,CL:0000233,male,unknown,9,0.03466204506065858
85,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,natural killer cell,CL:0000623,male,unknown,7,0.026959368380512227
86,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,plasmacytoid dendritic cell,CL:0000784,male,unknown,13,0.05006739842095128
87,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,classical monocyte,CL:0000860,male,unknown,1058,4.07471596379742
88,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,non-classical monocyte,CL:0000875,male,unknown,227,0.8742538031966108
89,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,"CD16-positive, CD56-dim natural killer cell, human",CL:0000939,male,unknown,313,1.205468900442904
90,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,conventional dendritic cell,CL:0000990,male,unknown,8,0.0308107067205854
91,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,platelet,CL:0000233,male,unknown,47,0.18101290198343925
92,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,natural killer cell,CL:0000623,male,unknown,4,0.0154053533602927
93,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,plasmacytoid dendritic cell,CL:0000784,male,unknown,42,0.16175621028307335
94,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,classical monocyte,CL:0000860,male,unknown,1691,6.51261313306374
95,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,non-classical monocyte,CL:0000875,male,unknown,279,1.074523396880416
96,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,"CD16-negative, CD56-bright natural killer cell, human",CL:0000938,male,unknown,14,0.053918736761024454
97,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,"CD16-positive, CD56-dim natural killer cell, human",CL:0000939,male,unknown,709,2.730598883111881
98,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,conventional dendritic cell,CL:0000990,male,unknown,97,0.373579818987098
99,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,intermediate monocyte,CL:0002393,male,unknown,35,0.13479684190256114
100,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,granulocyte,CL:0000094,male,unknown,22,0.08472944348160985
101,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,platelet,CL:0000233,male,unknown,19,0.07317542846139033
102,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,natural killer cell,CL:0000623,male,unknown,572,2.2029655305218565
103,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,plasmacytoid dendritic cell,CL:0000784,male,unknown,33,0.1270941652224148
104,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,classical monocyte,CL:0000860,male,unknown,1143,4.40207972270364
105,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,non-classical monocyte,CL:0000875,male,unknown,242,0.9320238782977084
106,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,"CD16-negative, CD56-bright natural killer cell, human",CL:0000938,male,unknown,22,0.08472944348160985
107,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,"CD16-positive, CD56-dim natural killer cell, human",CL:0000939,male,unknown,349,1.3441170806855383
108,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,conventional dendritic cell,CL:0000990,male,unknown,4,0.0154053533602927
