,cell_type,sex,race,count,percentage
127,regulatory T cell,male,European,59,0.1405297256097561
128,"naive thymus-derived CD4-positive, alpha-beta T cell",male,European,216,0.5144817073170732
129,"naive thymus-derived CD8-positive, alpha-beta T cell",male,European,49,0.11671112804878048
130,"central memory CD4-positive, alpha-beta T cell",male,European,286,0.6812118902439024
131,"effector memory CD8-positive, alpha-beta T cell",male,European,1129,2.689119664634146
132,"CD16-negative, CD56-bright natural killer cell, human",male,European,136,0.3239329268292683
133,mucosal invariant T cell,male,European,68,0.16196646341463414
134,"activated CD4-positive, alpha-beta T cell, human",male,European,1,0.002381859756097561
135,double negative thymocyte,male,European,18,0.0428734756097561
136,lymphocyte,male,unknown,30,0.07145579268292683
137,natural killer cell,male,unknown,1365,3.2512385670731705
138,gamma-delta T cell,male,unknown,42,0.10003810975609756
139,regulatory T cell,male,unknown,28,0.06669207317073171
140,"naive thymus-derived CD4-positive, alpha-beta T cell",male,unknown,108,0.2572408536585366
141,"naive thymus-derived CD8-positive, alpha-beta T cell",male,unknown,20,0.04763719512195122
142,"central memory CD4-positive, alpha-beta T cell",male,unknown,239,0.569264481707317
143,"effector memory CD8-positive, alpha-beta T cell",male,unknown,115,0.2739138719512195
144,"CD4-positive, alpha-beta cytotoxic T cell",male,unknown,5,0.011909298780487805
145,"CD16-negative, CD56-bright natural killer cell, human",male,unknown,14,0.033346036585365856
146,mucosal invariant T cell,male,unknown,2,0.004763719512195122
147,lymphocyte,male,European,26,0.061928353658536585
148,natural killer cell,male,European,2312,5.506859756097561
149,regulatory T cell,male,European,63,0.15005716463414634
150,"naive thymus-derived CD4-positive, alpha-beta T cell",male,European,559,1.3314596036585367
151,"naive thymus-derived CD8-positive, alpha-beta T cell",male,European,46,0.10956554878048781
152,"central memory CD4-positive, alpha-beta T cell",male,European,498,1.1861661585365855
153,"effector memory CD8-positive, alpha-beta T cell",male,European,88,0.20960365853658539
154,"CD4-positive, alpha-beta cytotoxic T cell",male,European,49,0.11671112804878048
155,"CD16-negative, CD56-bright natural killer cell, human",male,European,53,0.12623856707317074
156,mucosal invariant T cell,male,European,63,0.15005716463414634
157,"activated CD4-positive, alpha-beta T cell, human",male,European,3,0.007145579268292682
158,lymphocyte,unknown,unknown,53,0.12623856707317074
159,natural killer cell,unknown,unknown,927,2.207983993902439
160,gamma-delta T cell,unknown,unknown,454,1.0813643292682926
161,regulatory T cell,unknown,unknown,243,0.5787919207317073
162,"naive thymus-derived CD4-positive, alpha-beta T cell",unknown,unknown,2232,5.316310975609756
163,"naive thymus-derived CD8-positive, alpha-beta T cell",unknown,unknown,551,1.3124047256097562
164,"central memory CD4-positive, alpha-beta T cell",unknown,unknown,2612,6.2214176829268295
165,"effector memory CD8-positive, alpha-beta T cell",unknown,unknown,597,1.4219702743902438
166,"CD16-negative, CD56-bright natural killer cell, human",unknown,unknown,41,0.09765625
167,mucosal invariant T cell,unknown,unknown,737,1.7554306402439026
168,double negative thymocyte,unknown,unknown,15,0.035727896341463415
