,dataset_name,cell_type,cell_type_ontology_id,sex,race,development_stage,count,percentage
0,Survey of human embryonic development,bipolar neuron,CL:0000103,female,unknown,13th week post-fertilization human stage,323,0.6231190678293078
1,Survey of human embryonic development,astrocyte,CL:0000127,female,unknown,13th week post-fertilization human stage,59,0.11382051084188594
2,Survey of human embryonic development,microglial cell,CL:0000129,female,unknown,13th week post-fertilization human stage,24,0.046299868817038355
3,Survey of human embryonic development,cell of skeletal muscle,CL:0000188,female,unknown,13th week post-fertilization human stage,15,0.028937418010648967
4,Survey of human embryonic development,smooth muscle cell,CL:0000192,female,unknown,13th week post-fertilization human stage,6,0.011574967204259589
5,Survey of human embryonic development,photoreceptor cell,CL:0000210,female,unknown,13th week post-fertilization human stage,2464,4.753453198549271
6,Survey of human embryonic development,ganglion interneuron,CL:0000397,female,unknown,13th week post-fertilization human stage,576,1.1111968516089203
7,Survey of human embryonic development,stromal cell,CL:0000499,female,unknown,13th week post-fertilization human stage,399,0.7697353190832626
8,Survey of human embryonic development,amacrine cell,CL:0000561,female,unknown,13th week post-fertilization human stage,1544,2.978624893896134
9,Survey of human embryonic development,corneal epithelial cell,CL:0000575,female,unknown,13th week post-fertilization human stage,13,0.025079095609229107
10,Survey of human embryonic development,retinal ganglion cell,CL:0000740,female,unknown,13th week post-fertilization human stage,3504,6.759780847287599
11,Survey of human embryonic development,retina horizontal cell,CL:0000745,female,unknown,13th week post-fertilization human stage,544,1.0494636931862027
12,Survey of human embryonic development,endothelial cell of vascular tree,CL:0002139,female,unknown,13th week post-fertilization human stage,59,0.11382051084188594
13,Survey of human embryonic development,retinal pigment epithelial cell,CL:0002586,female,unknown,13th week post-fertilization human stage,147,0.2835866965043599
14,Survey of human embryonic development,lens fiber cell,CL:0011004,female,unknown,13th week post-fertilization human stage,64,0.12346631684543562
15,Survey of human embryonic development,Muller cell,CL:0011107,female,unknown,13th week post-fertilization human stage,3862,7.450420557141754
16,Survey of human embryonic development,bipolar neuron,CL:0000103,female,unknown,18th week post-fertilization human stage,161,0.310594953314299
17,Survey of human embryonic development,astrocyte,CL:0000127,female,unknown,18th week post-fertilization human stage,12,0.023149934408519177
18,Survey of human embryonic development,microglial cell,CL:0000129,female,unknown,18th week post-fertilization human stage,8,0.015433289605679452
19,Survey of human embryonic development,smooth muscle cell,CL:0000192,female,unknown,18th week post-fertilization human stage,2,0.003858322401419863
20,Survey of human embryonic development,photoreceptor cell,CL:0000210,female,unknown,18th week post-fertilization human stage,1572,3.032641407516012
21,Survey of human embryonic development,ganglion interneuron,CL:0000397,female,unknown,18th week post-fertilization human stage,136,0.2623659232965507
22,Survey of human embryonic development,stromal cell,CL:0000499,female,unknown,18th week post-fertilization human stage,104,0.20063276487383286
23,Survey of human embryonic development,amacrine cell,CL:0000561,female,unknown,18th week post-fertilization human stage,1265,2.440388918898063
24,Survey of human embryonic development,corneal epithelial cell,CL:0000575,female,unknown,18th week post-fertilization human stage,23,0.04437070761632842
25,Survey of human embryonic development,retinal ganglion cell,CL:0000740,female,unknown,18th week post-fertilization human stage,1112,2.1452272551894436
26,Survey of human embryonic development,retina horizontal cell,CL:0000745,female,unknown,18th week post-fertilization human stage,236,0.45528204336754374
27,Survey of human embryonic development,endothelial cell of vascular tree,CL:0002139,female,unknown,18th week post-fertilization human stage,29,0.055945674820588015
28,Survey of human embryonic development,retinal pigment epithelial cell,CL:0002586,female,unknown,18th week post-fertilization human stage,92,0.17748283046531368
29,Survey of human embryonic development,lens fiber cell,CL:0011004,female,unknown,18th week post-fertilization human stage,58,0.11189134964117603
30,Survey of human embryonic development,Muller cell,CL:0011107,female,unknown,18th week post-fertilization human stage,1837,3.543869125704144
31,Survey of human embryonic development,bipolar neuron,CL:0000103,male,unknown,13th week post-fertilization human stage,18,0.03472490161277876
32,Survey of human embryonic development,astrocyte,CL:0000127,male,unknown,13th week post-fertilization human stage,6,0.011574967204259589
33,Survey of human embryonic development,microglial cell,CL:0000129,male,unknown,13th week post-fertilization human stage,6,0.011574967204259589
34,Survey of human embryonic development,cell of skeletal muscle,CL:0000188,male,unknown,13th week post-fertilization human stage,131,0.252720117293001
35,Survey of human embryonic development,smooth muscle cell,CL:0000192,male,unknown,13th week post-fertilization human stage,2,0.003858322401419863
36,Survey of human embryonic development,photoreceptor cell,CL:0000210,male,unknown,13th week post-fertilization human stage,419,0.8083185430974612
37,Survey of human embryonic development,ganglion interneuron,CL:0000397,male,unknown,13th week post-fertilization human stage,101,0.19484528127170306
38,Survey of human embryonic development,stromal cell,CL:0000499,male,unknown,13th week post-fertilization human stage,114,0.2199243768809322
39,Survey of human embryonic development,amacrine cell,CL:0000561,male,unknown,13th week post-fertilization human stage,148,0.2855158577050698
40,Survey of human embryonic development,corneal epithelial cell,CL:0000575,male,unknown,13th week post-fertilization human stage,13,0.025079095609229107
41,Survey of human embryonic development,retinal ganglion cell,CL:0000740,male,unknown,13th week post-fertilization human stage,500,0.9645806003549657
42,Survey of human embryonic development,retina horizontal cell,CL:0000745,male,unknown,13th week post-fertilization human stage,62,0.11960799444401575
43,Survey of human embryonic development,endothelial cell of vascular tree,CL:0002139,male,unknown,13th week post-fertilization human stage,4,0.007716644802839726
44,Survey of human embryonic development,retinal pigment epithelial cell,CL:0002586,male,unknown,13th week post-fertilization human stage,48,0.09259973763407671
45,Survey of human embryonic development,lens fiber cell,CL:0011004,male,unknown,13th week post-fertilization human stage,15,0.028937418010648967
46,Survey of human embryonic development,Muller cell,CL:0011107,male,unknown,13th week post-fertilization human stage,303,0.5845358438151091
47,Survey of human embryonic development,bipolar neuron,CL:0000103,male,unknown,16th week post-fertilization human stage,705,1.3600586465005016
48,Survey of human embryonic development,astrocyte,CL:0000127,male,unknown,16th week post-fertilization human stage,104,0.20063276487383286
49,Survey of human embryonic development,microglial cell,CL:0000129,male,unknown,16th week post-fertilization human stage,50,0.09645806003549656
50,Survey of human embryonic development,cell of skeletal muscle,CL:0000188,male,unknown,16th week post-fertilization human stage,2,0.003858322401419863
51,Survey of human embryonic development,smooth muscle cell,CL:0000192,male,unknown,16th week post-fertilization human stage,35,0.06752064202484759
52,Survey of human embryonic development,photoreceptor cell,CL:0000210,male,unknown,16th week post-fertilization human stage,7943,15.323327417238986
53,Survey of human embryonic development,ganglion interneuron,CL:0000397,male,unknown,16th week post-fertilization human stage,585,1.1285593024153098
