,cell_type,count,percentage,region,layer
0,CD68,2,1.4184397163120568,11,16
1,T-Killer,26,18.439716312056735,11,16
2,T-Reg,15,10.638297872340425,11,16
3,T-Helper,98,69.50354609929079,11,16
