,cell_type,count,percentage,region,layer
0,CD68,3,13.043478260869565,5,12
1,T-Killer,1,4.3478260869565215,5,12
2,T-Reg,3,13.043478260869565,5,12
3,T-Helper,16,69.56521739130434,5,12
