,cell_type,count,percentage,region,layer
0,CD68,2,1.4084507042253522,4,2
1,T-Killer,16,11.267605633802818,4,2
2,T-Reg,4,2.8169014084507045,4,2
3,T-Helper,120,84.50704225352112,4,2
