,cell_type,count,percentage,region,layer
0,CD68,5,7.6923076923076925,8,8
1,T-Killer,2,3.076923076923077,8,8
2,T-Reg,3,4.615384615384616,8,8
3,T-Helper,55,84.61538461538461,8,8
