,cell_type,count,percentage,region,layer
0,CD68,1,0.7874015748031495,3,9
1,T-Killer,9,7.086614173228346,3,9
2,T-Reg,26,20.47244094488189,3,9
3,T-Helper,91,71.65354330708661,3,9
