,cell_type,count,percentage,region,layer
0,CD68,17,19.767441860465116,7,0
1,T-Killer,0,0.0,7,0
2,T-Reg,1,1.1627906976744187,7,0
3,T-Helper,68,79.06976744186046,7,0
