,cell_type,count,percentage,region,layer
0,CD68,1,0.9615384615384616,5,19
1,T-Killer,8,7.6923076923076925,5,19
2,T-Reg,18,17.307692307692307,5,19
3,T-Helper,77,74.03846153846155,5,19
