,cell_type,count,percentage,region,layer
0,CD68,1,0.46728971962616817,4,14
1,T-Killer,1,0.46728971962616817,4,14
2,T-Reg,0,0.0,4,14
3,T-Helper,212,99.06542056074767,4,14
