,cell_type,count,percentage,region,layer
0,CD68,3,3.1578947368421053,2,21
1,T-Killer,11,11.578947368421053,2,21
2,T-Reg,0,0.0,2,21
3,T-Helper,81,85.26315789473684,2,21
