,cell_type,count,percentage,region,layer
0,CD68,1,0.2583979328165375,4,3
1,T-Killer,0,0.0,4,3
2,T-Reg,277,71.57622739018088,4,3
3,T-Helper,109,28.165374677002585,4,3
