,cell_type,count,percentage,region,layer
0,CD68,2,1.2195121951219512,4,21
1,T-Killer,0,0.0,4,21
2,T-Reg,1,0.6097560975609756,4,21
3,T-Helper,161,98.17073170731707,4,21
