,cell_type,count,percentage,region,layer
0,CD68,4,3.1746031746031744,5,11
1,T-Killer,15,11.904761904761903,5,11
2,T-Reg,25,19.841269841269842,5,11
3,T-Helper,82,65.07936507936508,5,11
