,cell_type,count,percentage,region,layer
0,CD68,37,23.717948717948715,4,6
1,T-Killer,29,18.58974358974359,4,6
2,T-Reg,24,15.384615384615385,4,6
3,T-Helper,66,42.30769230769231,4,6
