,cell_type,count,percentage,region,layer
0,CD68,5,4.854368932038835,10,15
1,T-Killer,2,1.9417475728155338,10,15
2,T-Reg,6,5.825242718446602,10,15
3,T-Helper,90,87.37864077669903,10,15
