,cell_type,count,percentage,region,layer
0,CD68,3,3.3707865168539324,4,8
1,T-Killer,2,2.247191011235955,4,8
2,T-Reg,18,20.224719101123593,4,8
3,T-Helper,66,74.15730337078652,4,8
