,cell_type,count,percentage,region,layer
0,CD68,7,5.109489051094891,3,22
1,T-Killer,9,6.569343065693431,3,22
2,T-Reg,29,21.16788321167883,3,22
3,T-Helper,92,67.15328467153284,3,22
