,cell_type,count,percentage,region,layer
0,CD68,6,4.878048780487805,10,18
1,T-Killer,3,2.4390243902439024,10,18
2,T-Reg,30,24.390243902439025,10,18
3,T-Helper,84,68.29268292682927,10,18
