,cell_type,count,percentage,region,layer
0,CD68,2,1.3986013986013985,2,17
1,T-Killer,14,9.79020979020979,2,17
2,T-Reg,0,0.0,2,17
3,T-Helper,127,88.81118881118881,2,17
