,cell_type,count,percentage,region,layer
0,CD68,3,1.675977653631285,9,7
1,T-Killer,1,0.5586592178770949,9,7
2,T-Reg,3,1.675977653631285,9,7
3,T-Helper,172,96.08938547486034,9,7
