,cell_type,count,percentage,region,layer
0,CD68,25,16.025641025641026,9,0
1,T-Killer,2,1.282051282051282,9,0
2,T-Reg,4,2.564102564102564,9,0
3,T-Helper,125,80.12820512820514,9,0
