,dataset_name,cell_type,cell_type_ontology_id,sex,race,development_stage,count,percentage
0,Global,naive B cell,CL:0000788,female,unknown,seventh decade human stage,1,0.11976047904191617
1,Global,alpha-beta T cell,CL:0000789,female,unknown,seventh decade human stage,1,0.11976047904191617
2,Global,classical monocyte,CL:0000860,female,unknown,seventh decade human stage,5,0.5988023952095809
3,Global,"naive thymus-derived CD8-positive, alpha-beta T cell",CL:0000900,female,unknown,seventh decade human stage,1,0.11976047904191617
4,Global,"CD16-positive, CD56-dim natural killer cell, human",CL:0000939,female,unknown,seventh decade human stage,2,0.23952095808383234
5,Global,conventional dendritic cell,CL:0000990,female,unknown,seventh decade human stage,2,0.23952095808383234
6,Global,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated",CL:0001062,female,unknown,seventh decade human stage,3,0.3592814371257485
7,Global,"CD8-positive, alpha-beta memory T cell, CD45RO-positive",CL:0001203,female,unknown,seventh decade human stage,1,0.11976047904191617
8,Global,CD4-positive helper T cell,CL:0000492,female,unknown,sixth decade human stage,2,0.23952095808383234
9,Global,naive B cell,CL:0000788,female,unknown,sixth decade human stage,1,0.11976047904191617
10,Global,gamma-delta T cell,CL:0000798,female,unknown,sixth decade human stage,1,0.11976047904191617
11,Global,classical monocyte,CL:0000860,female,unknown,sixth decade human stage,2,0.23952095808383234
12,Global,"naive thymus-derived CD8-positive, alpha-beta T cell",CL:0000900,female,unknown,sixth decade human stage,1,0.11976047904191617
13,Global,"effector memory CD4-positive, alpha-beta T cell",CL:0000905,female,unknown,sixth decade human stage,2,0.23952095808383234
14,Global,"CD8-positive, alpha-beta memory T cell",CL:0000909,female,unknown,sixth decade human stage,1,0.11976047904191617
15,Global,"CD16-positive, CD56-dim natural killer cell, human",CL:0000939,female,unknown,sixth decade human stage,5,0.5988023952095809
16,Global,plasmablast,CL:0000980,female,unknown,sixth decade human stage,1,0.11976047904191617
17,Global,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated",CL:0001062,female,unknown,sixth decade human stage,4,0.47904191616766467
18,Global,macrophage,CL:0000235,male,unknown,seventh decade human stage,9,1.0778443113772456
19,Global,CD4-positive helper T cell,CL:0000492,male,unknown,seventh decade human stage,8,0.9580838323353293
20,Global,lymphocyte,CL:0000542,male,unknown,seventh decade human stage,39,4.6706586826347305
21,Global,animal cell,CL:0000548,male,unknown,seventh decade human stage,3,0.3592814371257485
22,Global,megakaryocyte,CL:0000556,male,unknown,seventh decade human stage,7,0.8383233532934131
23,Global,alveolar macrophage,CL:0000583,male,unknown,seventh decade human stage,7,0.8383233532934131
24,Global,plasmacytoid dendritic cell,CL:0000784,male,unknown,seventh decade human stage,2,0.23952095808383234
25,Global,plasma cell,CL:0000786,male,unknown,seventh decade human stage,2,0.23952095808383234
26,Global,memory B cell,CL:0000787,male,unknown,seventh decade human stage,52,6.227544910179641
27,Global,naive B cell,CL:0000788,male,unknown,seventh decade human stage,5,0.5988023952095809
28,Global,alpha-beta T cell,CL:0000789,male,unknown,seventh decade human stage,7,0.8383233532934131
29,Global,gamma-delta T cell,CL:0000798,male,unknown,seventh decade human stage,19,2.2754491017964074
30,Global,regulatory T cell,CL:0000815,male,unknown,seventh decade human stage,7,0.8383233532934131
31,Global,classical monocyte,CL:0000860,male,unknown,seventh decade human stage,98,11.736526946107785
32,Global,non-classical monocyte,CL:0000875,male,unknown,seventh decade human stage,71,8.502994011976048
33,Global,"naive thymus-derived CD4-positive, alpha-beta T cell",CL:0000895,male,unknown,seventh decade human stage,30,3.592814371257485
34,Global,"naive thymus-derived CD8-positive, alpha-beta T cell",CL:0000900,male,unknown,seventh decade human stage,3,0.3592814371257485
35,Global,"effector memory CD4-positive, alpha-beta T cell",CL:0000905,male,unknown,seventh decade human stage,51,6.107784431137724
36,Global,"CD16-negative, CD56-bright natural killer cell, human",CL:0000938,male,unknown,seventh decade human stage,14,1.6766467065868262
37,Global,"CD16-positive, CD56-dim natural killer cell, human",CL:0000939,male,unknown,seventh decade human stage,113,13.532934131736527
38,Global,mucosal invariant T cell,CL:0000940,male,unknown,seventh decade human stage,4,0.47904191616766467
39,Global,plasmablast,CL:0000980,male,unknown,seventh decade human stage,2,0.23952095808383234
40,Global,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated",CL:0001062,male,unknown,seventh decade human stage,202,24.191616766467067
41,Global,"CD8-positive, alpha-beta memory T cell, CD45RO-positive",CL:0001203,male,unknown,seventh decade human stage,39,4.6706586826347305
42,Global,T follicular helper cell,CL:0002038,male,unknown,seventh decade human stage,2,0.23952095808383234
43,Global,progenitor cell,CL:0011026,male,unknown,seventh decade human stage,1,0.11976047904191617
44,Global,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated",CL:0001062,male,unknown,sixth decade human stage,2,0.23952095808383234
