cell_type,count
NK,0
Enterocyte,3426
MUC1+ Enterocyte,317
TA,67
CD66+ Enterocyte,176
Paneth,0
Smooth muscle,12271
M1 Macrophage,239
Goblet,2044
Neuroendocrine,86
CD57+ Enterocyte,0
Lymphatic,213
CD8+ T,1230
DC,339
M2 Macrophage,1537
B,1
Neutrophil,63
Endothelial,2407
Cycling TA,1934
Plasma,2028
CD4+ T cell,788
Stroma,5915
Nerve,1794
ICC,292
CD7+ Immune,46
