cell_type,count
NK,14
Enterocyte,11430
MUC1+ Enterocyte,85
TA,158
CD66+ Enterocyte,211
Paneth,1585
Smooth muscle,6764
M1 Macrophage,950
Goblet,865
Neuroendocrine,329
CD57+ Enterocyte,8
Lymphatic,400
CD8+ T,3383
DC,508
M2 Macrophage,1727
B,151
Neutrophil,333
Endothelial,3594
Cycling TA,652
Plasma,4336
CD4+ T cell,5263
Stroma,7196
Nerve,808
ICC,135
CD7+ Immune,69
