cell_type,count
NK,536
Enterocyte,10464
MUC1+ Enterocyte,696
TA,1729
CD66+ Enterocyte,736
Paneth,714
Smooth muscle,5391
M1 Macrophage,1262
Goblet,5111
Neuroendocrine,285
CD57+ Enterocyte,55
Lymphatic,2581
CD8+ T,10050
DC,2308
M2 Macrophage,4218
B,11502
Neutrophil,488
Endothelial,6022
Cycling TA,1109
Plasma,2992
CD4+ T cell,9416
Stroma,6521
Nerve,1645
ICC,2530
CD7+ Immune,161
