cell_type,count
NK,87
Enterocyte,6789
MUC1+ Enterocyte,361
TA,1169
CD66+ Enterocyte,91
Paneth,278
Smooth muscle,5201
M1 Macrophage,30
Goblet,1891
Neuroendocrine,157
CD57+ Enterocyte,68
Lymphatic,1435
CD8+ T,1877
DC,266
M2 Macrophage,2100
B,10
Neutrophil,198
Endothelial,2950
Cycling TA,1281
Plasma,1901
CD4+ T cell,1127
Stroma,3098
Nerve,1086
ICC,657
CD7+ Immune,25
