cell_type,count
NK,44
Enterocyte,1857
MUC1+ Enterocyte,295
TA,1256
CD66+ Enterocyte,353
Paneth,0
Smooth muscle,17745
M1 Macrophage,139
Goblet,2877
Neuroendocrine,209
CD57+ Enterocyte,22
Lymphatic,1285
CD8+ T,745
DC,608
M2 Macrophage,2178
B,16
Neutrophil,350
Endothelial,1765
Cycling TA,370
Plasma,1444
CD4+ T cell,684
Stroma,3871
Nerve,1684
ICC,748
CD7+ Immune,6
