cell_type,count
NK,76
Enterocyte,3743
MUC1+ Enterocyte,4
TA,433
CD66+ Enterocyte,402
Paneth,6
Smooth muscle,5194
M1 Macrophage,386
Goblet,2158
Neuroendocrine,63
CD57+ Enterocyte,7
Lymphatic,1302
CD8+ T,2135
DC,700
M2 Macrophage,1709
B,628
Neutrophil,420
Endothelial,3779
Cycling TA,852
Plasma,1426
CD4+ T cell,2701
Stroma,4251
Nerve,1350
ICC,891
CD7+ Immune,26
