cell_type,count
NK,33
Enterocyte,14469
MUC1+ Enterocyte,21
TA,934
CD66+ Enterocyte,278
Paneth,874
Smooth muscle,3037
M1 Macrophage,472
Goblet,4272
Neuroendocrine,337
CD57+ Enterocyte,34
Lymphatic,1341
CD8+ T,7349
DC,327
M2 Macrophage,1620
B,46
Neutrophil,147
Endothelial,3053
Cycling TA,131
Plasma,2600
CD4+ T cell,2222
Stroma,2884
Nerve,817
ICC,995
CD7+ Immune,224
