cell_type,count
NK,33
Enterocyte,1155
MUC1+ Enterocyte,0
TA,1084
CD66+ Enterocyte,505
Paneth,4
Smooth muscle,2277
M1 Macrophage,196
Goblet,2471
Neuroendocrine,91
CD57+ Enterocyte,0
Lymphatic,669
CD8+ T,1052
DC,808
M2 Macrophage,1146
B,3246
Neutrophil,6
Endothelial,2008
Cycling TA,563
Plasma,797
CD4+ T cell,2449
Stroma,2887
Nerve,764
ICC,288
CD7+ Immune,86
