cell_type,count
NK,103
Enterocyte,11816
MUC1+ Enterocyte,96
TA,708
CD66+ Enterocyte,442
Paneth,641
Smooth muscle,3099
M1 Macrophage,99
Goblet,912
Neuroendocrine,276
CD57+ Enterocyte,21
Lymphatic,638
CD8+ T,3320
DC,216
M2 Macrophage,1410
B,17
Neutrophil,138
Endothelial,2396
Cycling TA,149
Plasma,2149
CD4+ T cell,1298
Stroma,1418
Nerve,604
ICC,325
CD7+ Immune,229
