cell_type,count
NK,64
Enterocyte,13195
MUC1+ Enterocyte,71
TA,984
CD66+ Enterocyte,411
Paneth,398
Smooth muscle,3114
M1 Macrophage,61
Goblet,3171
Neuroendocrine,192
CD57+ Enterocyte,7
Lymphatic,1578
CD8+ T,11473
DC,562
M2 Macrophage,1916
B,44
Neutrophil,334
Endothelial,4761
Cycling TA,1727
Plasma,4156
CD4+ T cell,2232
Stroma,1641
Nerve,680
ICC,851
CD7+ Immune,488
