cell_type,count
NK,68
Enterocyte,3236
MUC1+ Enterocyte,108
TA,1128
CD66+ Enterocyte,335
Paneth,122
Smooth muscle,6119
M1 Macrophage,26
Goblet,600
Neuroendocrine,104
CD57+ Enterocyte,1
Lymphatic,1417
CD8+ T,1011
DC,450
M2 Macrophage,2196
B,6
Neutrophil,1085
Endothelial,3561
Cycling TA,2480
Plasma,216
CD4+ T cell,920
Stroma,3530
Nerve,1707
ICC,274
CD7+ Immune,24
