cell_type,count
NK,150
Enterocyte,15825
MUC1+ Enterocyte,424
TA,2768
CD66+ Enterocyte,440
Paneth,760
Smooth muscle,4889
M1 Macrophage,59
Goblet,4118
Neuroendocrine,441
CD57+ Enterocyte,40
Lymphatic,1532
CD8+ T,3106
DC,1005
M2 Macrophage,3236
B,10
Neutrophil,242
Endothelial,4408
Cycling TA,9714
Plasma,3171
CD4+ T cell,3727
Stroma,4340
Nerve,1744
ICC,620
CD7+ Immune,76
