cell_type,count
NK,7
Enterocyte,4868
MUC1+ Enterocyte,47
TA,2061
CD66+ Enterocyte,1284
Paneth,4
Smooth muscle,2154
M1 Macrophage,438
Goblet,4572
Neuroendocrine,267
CD57+ Enterocyte,1
Lymphatic,1128
CD8+ T,1412
DC,621
M2 Macrophage,1047
B,294
Neutrophil,24
Endothelial,1660
Cycling TA,3225
Plasma,2194
CD4+ T cell,1071
Stroma,1913
Nerve,710
ICC,270
CD7+ Immune,11
