cell_type,count
NK,16
Enterocyte,16611
MUC1+ Enterocyte,10
TA,1629
CD66+ Enterocyte,70
Paneth,952
Smooth muscle,7097
M1 Macrophage,482
Goblet,3216
Neuroendocrine,300
CD57+ Enterocyte,2
Lymphatic,1371
CD8+ T,9776
DC,478
M2 Macrophage,1832
B,29
Neutrophil,194
Endothelial,4503
Cycling TA,354
Plasma,2091
CD4+ T cell,1349
Stroma,2103
Nerve,1397
ICC,377
CD7+ Immune,71
