cell_type,count
NK,66
Enterocyte,4781
MUC1+ Enterocyte,133
TA,1587
CD66+ Enterocyte,1250
Paneth,329
Smooth muscle,7450
M1 Macrophage,76
Goblet,3085
Neuroendocrine,141
CD57+ Enterocyte,2
Lymphatic,1384
CD8+ T,4032
DC,730
M2 Macrophage,2302
B,142
Neutrophil,270
Endothelial,3264
Cycling TA,1126
Plasma,1354
CD4+ T cell,1676
Stroma,2334
Nerve,1197
ICC,1080
CD7+ Immune,48
