cell_type,count
NK,23
Enterocyte,9947
MUC1+ Enterocyte,136
TA,2489
CD66+ Enterocyte,2189
Paneth,0
Smooth muscle,2935
M1 Macrophage,318
Goblet,5597
Neuroendocrine,526
CD57+ Enterocyte,4
Lymphatic,920
CD8+ T,2219
DC,1190
M2 Macrophage,1717
B,4922
Neutrophil,4
Endothelial,3723
Cycling TA,3785
Plasma,1686
CD4+ T cell,4224
Stroma,943
Nerve,1049
ICC,700
CD7+ Immune,48
