cell_type,count
NK,103
Enterocyte,2383
MUC1+ Enterocyte,17
TA,1174
CD66+ Enterocyte,155
Paneth,380
Smooth muscle,6340
M1 Macrophage,184
Goblet,1492
Neuroendocrine,151
CD57+ Enterocyte,2
Lymphatic,1129
CD8+ T,2633
DC,951
M2 Macrophage,2017
B,7556
Neutrophil,82
Endothelial,2255
Cycling TA,446
Plasma,563
CD4+ T cell,3589
Stroma,2516
Nerve,1300
ICC,788
CD7+ Immune,115
