cell_type,count
NK,1
Enterocyte,601
MUC1+ Enterocyte,87
TA,22
CD66+ Enterocyte,39
Paneth,0
Smooth muscle,2404
M1 Macrophage,16
Goblet,254
Neuroendocrine,9
CD57+ Enterocyte,0
Lymphatic,17
CD8+ T,122
DC,28
M2 Macrophage,252
B,0
Neutrophil,8
Endothelial,240
Cycling TA,222
Plasma,146
CD4+ T cell,18
Stroma,1030
Nerve,294
ICC,12
CD7+ Immune,7
