cell_type,count
NK,59
Enterocyte,2031
MUC1+ Enterocyte,421
TA,1095
CD66+ Enterocyte,600
Paneth,0
Smooth muscle,3167
M1 Macrophage,34
Goblet,1526
Neuroendocrine,57
CD57+ Enterocyte,1
Lymphatic,690
CD8+ T,753
DC,322
M2 Macrophage,1064
B,7
Neutrophil,136
Endothelial,1167
Cycling TA,1067
Plasma,1606
CD4+ T cell,831
Stroma,3129
Nerve,311
ICC,281
CD7+ Immune,27
