cell_type,count
NK,48
Enterocyte,2263
MUC1+ Enterocyte,54
TA,1141
CD66+ Enterocyte,108
Paneth,265
Smooth muscle,7194
M1 Macrophage,11
Goblet,1811
Neuroendocrine,151
CD57+ Enterocyte,1
Lymphatic,1945
CD8+ T,2128
DC,364
M2 Macrophage,2567
B,131
Neutrophil,145
Endothelial,2505
Cycling TA,1269
Plasma,619
CD4+ T cell,927
Stroma,5419
Nerve,1327
ICC,527
CD7+ Immune,24
