cell_type,count
NK,18
Enterocyte,3271
MUC1+ Enterocyte,26
TA,700
CD66+ Enterocyte,823
Paneth,3
Smooth muscle,1415
M1 Macrophage,57
Goblet,2227
Neuroendocrine,73
CD57+ Enterocyte,0
Lymphatic,307
CD8+ T,872
DC,277
M2 Macrophage,778
B,409
Neutrophil,55
Endothelial,1351
Cycling TA,742
Plasma,1132
CD4+ T cell,921
Stroma,1208
Nerve,371
ICC,243
CD7+ Immune,33
