,dataset_name,cell_type,cell_type_ontology_id,sex,race,development_stage,count,percentage
0,Tabula Sapiens - All Cells,T cell,CL:0000084,female,African American or Afro-Caribbean,38-year-old human stage,2,0.025559105431309903
1,Tabula Sapiens - All Cells,mast cell,CL:0000097,female,African American or Afro-Caribbean,38-year-old human stage,10,0.12779552715654952
2,Tabula Sapiens - All Cells,mesenchymal stem cell,CL:0000134,female,African American or Afro-Caribbean,38-year-old human stage,338,4.319488817891374
3,Tabula Sapiens - All Cells,slow muscle cell,CL:0000189,female,African American or Afro-Caribbean,38-year-old human stage,6,0.07667731629392971
4,Tabula Sapiens - All Cells,fast muscle cell,CL:0000190,female,African American or Afro-Caribbean,38-year-old human stage,39,0.49840255591054317
5,Tabula Sapiens - All Cells,smooth muscle cell,CL:0000192,female,African American or Afro-Caribbean,38-year-old human stage,8,0.10223642172523961
6,Tabula Sapiens - All Cells,macrophage,CL:0000235,female,African American or Afro-Caribbean,38-year-old human stage,82,1.0479233226837061
7,Tabula Sapiens - All Cells,tendon cell,CL:0000388,female,African American or Afro-Caribbean,38-year-old human stage,3,0.038338658146964855
8,Tabula Sapiens - All Cells,"CD4-positive, alpha-beta T cell",CL:0000624,female,African American or Afro-Caribbean,38-year-old human stage,41,0.5239616613418531
9,Tabula Sapiens - All Cells,"CD8-positive, alpha-beta T cell",CL:0000625,female,African American or Afro-Caribbean,38-year-old human stage,112,1.4313099041533546
10,Tabula Sapiens - All Cells,pericyte cell,CL:0000669,female,African American or Afro-Caribbean,38-year-old human stage,57,0.7284345047923323
11,Tabula Sapiens - All Cells,endothelial cell of lymphatic vessel,CL:0002138,female,African American or Afro-Caribbean,38-year-old human stage,35,0.44728434504792336
12,Tabula Sapiens - All Cells,endothelial cell of vascular tree,CL:0002139,female,African American or Afro-Caribbean,38-year-old human stage,128,1.6357827476038338
13,Tabula Sapiens - All Cells,capillary endothelial cell,CL:0002144,female,African American or Afro-Caribbean,38-year-old human stage,83,1.060702875399361
14,Tabula Sapiens - All Cells,skeletal muscle satellite stem cell,CL:0008011,female,African American or Afro-Caribbean,38-year-old human stage,185,2.364217252396166
15,Tabula Sapiens - All Cells,endothelial cell of artery,CL:1000413,female,African American or Afro-Caribbean,38-year-old human stage,2,0.025559105431309903
16,Tabula Sapiens - All Cells,T cell,CL:0000084,female,African American or Afro-Caribbean,61-year-old human stage,154,1.9680511182108624
17,Tabula Sapiens - All Cells,mesenchymal stem cell,CL:0000134,female,African American or Afro-Caribbean,61-year-old human stage,1699,21.712460063897765
18,Tabula Sapiens - All Cells,slow muscle cell,CL:0000189,female,African American or Afro-Caribbean,61-year-old human stage,4,0.051118210862619806
19,Tabula Sapiens - All Cells,fast muscle cell,CL:0000190,female,African American or Afro-Caribbean,61-year-old human stage,3,0.038338658146964855
20,Tabula Sapiens - All Cells,erythrocyte,CL:0000232,female,African American or Afro-Caribbean,61-year-old human stage,6,0.07667731629392971
21,Tabula Sapiens - All Cells,macrophage,CL:0000235,female,African American or Afro-Caribbean,61-year-old human stage,224,2.862619808306709
22,Tabula Sapiens - All Cells,tendon cell,CL:0000388,female,African American or Afro-Caribbean,61-year-old human stage,15,0.19169329073482427
23,Tabula Sapiens - All Cells,"CD4-positive, alpha-beta T cell",CL:0000624,female,African American or Afro-Caribbean,61-year-old human stage,2,0.025559105431309903
24,Tabula Sapiens - All Cells,pericyte cell,CL:0000669,female,African American or Afro-Caribbean,61-year-old human stage,92,1.1757188498402555
25,Tabula Sapiens - All Cells,mature NK T cell,CL:0000814,female,African American or Afro-Caribbean,61-year-old human stage,1,0.012779552715654952
26,Tabula Sapiens - All Cells,endothelial cell of lymphatic vessel,CL:0002138,female,African American or Afro-Caribbean,61-year-old human stage,32,0.40894568690095845
27,Tabula Sapiens - All Cells,endothelial cell of vascular tree,CL:0002139,female,African American or Afro-Caribbean,61-year-old human stage,1627,20.792332268370608
28,Tabula Sapiens - All Cells,capillary endothelial cell,CL:0002144,female,African American or Afro-Caribbean,61-year-old human stage,88,1.1246006389776357
29,Tabula Sapiens - All Cells,skeletal muscle satellite stem cell,CL:0008011,female,African American or Afro-Caribbean,61-year-old human stage,476,6.083067092651757
30,Tabula Sapiens - All Cells,endothelial cell of artery,CL:1000413,female,African American or Afro-Caribbean,61-year-old human stage,19,0.24281150159744408
31,Tabula Sapiens - All Cells,mesothelial cell,CL:0000077,male,European,59-year-old human stage,11,0.14057507987220447
32,Tabula Sapiens - All Cells,T cell,CL:0000084,male,European,59-year-old human stage,42,0.536741214057508
33,Tabula Sapiens - All Cells,mast cell,CL:0000097,male,European,59-year-old human stage,2,0.025559105431309903
34,Tabula Sapiens - All Cells,mesenchymal stem cell,CL:0000134,male,European,59-year-old human stage,1071,13.686900958466452
35,Tabula Sapiens - All Cells,slow muscle cell,CL:0000189,male,European,59-year-old human stage,6,0.07667731629392971
36,Tabula Sapiens - All Cells,fast muscle cell,CL:0000190,male,European,59-year-old human stage,22,0.28115015974440893
37,Tabula Sapiens - All Cells,smooth muscle cell,CL:0000192,male,European,59-year-old human stage,8,0.10223642172523961
38,Tabula Sapiens - All Cells,erythrocyte,CL:0000232,male,European,59-year-old human stage,1,0.012779552715654952
39,Tabula Sapiens - All Cells,macrophage,CL:0000235,male,European,59-year-old human stage,350,4.472843450479233
40,Tabula Sapiens - All Cells,tendon cell,CL:0000388,male,European,59-year-old human stage,28,0.35782747603833864
41,Tabula Sapiens - All Cells,"CD4-positive, alpha-beta T cell",CL:0000624,male,European,59-year-old human stage,32,0.40894568690095845
