,dataset_name,cell_type,cell_type_ontology_id,sex,race,development_stage,count,percentage
0,fetal,native cell,CL:0000003,female,unknown,10th week post-fertilization human stage,134,0.49259272874315335
1,fetal,mast cell,CL:0000097,female,unknown,10th week post-fertilization human stage,2,0.007352130279748558
2,fetal,endothelial cell,CL:0000115,female,unknown,10th week post-fertilization human stage,234,0.8601992427305811
3,fetal,mesenchymal stem cell,CL:0000134,female,unknown,10th week post-fertilization human stage,226,0.830790721611587
4,fetal,macrophage,CL:0000235,female,unknown,10th week post-fertilization human stage,109,0.4006911002462964
5,fetal,megakaryocyte,CL:0000556,female,unknown,10th week post-fertilization human stage,3,0.011028195419622836
6,fetal,monocyte,CL:0000576,female,unknown,10th week post-fertilization human stage,14,0.051464911958239906
7,fetal,natural killer cell,CL:0000623,female,unknown,10th week post-fertilization human stage,89,0.3271697974488108
8,fetal,"CD4-positive, alpha-beta T cell",CL:0000624,female,unknown,10th week post-fertilization human stage,1,0.003676065139874279
9,fetal,"CD8-positive, alpha-beta T cell",CL:0000625,female,unknown,10th week post-fertilization human stage,1,0.003676065139874279
10,fetal,erythroid lineage cell,CL:0000764,female,unknown,10th week post-fertilization human stage,5,0.018380325699371394
11,fetal,neutrophil,CL:0000775,female,unknown,10th week post-fertilization human stage,15,0.05514097709811418
12,fetal,plasmacytoid dendritic cell,CL:0000784,female,unknown,10th week post-fertilization human stage,2,0.007352130279748558
13,fetal,conventional dendritic cell,CL:0000990,female,unknown,10th week post-fertilization human stage,15,0.05514097709811418
14,fetal,innate lymphoid cell,CL:0001065,female,unknown,10th week post-fertilization human stage,27,0.09925375877660551
15,fetal,epithelial cell of proximal tubule,CL:0002306,female,unknown,10th week post-fertilization human stage,100,0.36760651398742783
16,fetal,epithelial cell of nephron,CL:1000449,female,unknown,10th week post-fertilization human stage,1127,4.142925412638312
17,fetal,epithelial cell of glomerular capsule,CL:1000450,female,unknown,10th week post-fertilization human stage,134,0.49259272874315335
