,dataset_name,cell_type,sex,race,count,percentage
0,Tabula Sapiens - All Cells,T cell,male,European,37,0.6024096385542169
1,Tabula Sapiens - All Cells,mast cell,male,European,2,0.0325626831650928
2,Tabula Sapiens - All Cells,mesenchymal stem cell,male,European,3787,61.65744057310323
3,Tabula Sapiens - All Cells,slow muscle cell,male,European,23,0.3744708563985672
4,Tabula Sapiens - All Cells,fast muscle cell,male,European,22,0.35818951481602085
5,Tabula Sapiens - All Cells,smooth muscle cell,male,European,35,0.569846955389124
6,Tabula Sapiens - All Cells,erythrocyte,male,European,3,0.04884402474763921
7,Tabula Sapiens - All Cells,macrophage,male,European,147,2.393357212634321
8,Tabula Sapiens - All Cells,tendon cell,male,European,19,0.30934549006838163
9,Tabula Sapiens - All Cells,"CD4-positive, alpha-beta T cell",male,European,25,0.40703353956366
10,Tabula Sapiens - All Cells,"CD8-positive, alpha-beta T cell",male,European,25,0.40703353956366
11,Tabula Sapiens - All Cells,pericyte cell,male,European,360,5.861282969716704
12,Tabula Sapiens - All Cells,mature NK T cell,male,European,3,0.04884402474763921
13,Tabula Sapiens - All Cells,endothelial cell of lymphatic vessel,male,European,4,0.0651253663301856
14,Tabula Sapiens - All Cells,endothelial cell of vascular tree,male,European,173,2.8166720937805274
15,Tabula Sapiens - All Cells,capillary endothelial cell,male,European,342,5.568218821230869
16,Tabula Sapiens - All Cells,skeletal muscle satellite stem cell,male,European,1113,18.121133181374145
17,Tabula Sapiens - All Cells,endothelial cell of artery,male,European,22,0.35818951481602085
