,dataset_name,cell_type,cell_type_ontology_id,sex,race,count,percentage
65,Survey of human embryonic development,myeloid cell,CL:0000763,male,unknown,445,0.11475845279817212
66,Survey of human embryonic development,erythroblast,CL:0000765,male,unknown,129,0.033267057103290344
67,Survey of human embryonic development,innate lymphoid cell,CL:0001065,male,unknown,83,0.021404385578086035
68,Survey of human embryonic development,cortical cell of adrenal gland,CL:0002097,male,unknown,55465,14.30354513359689
69,Survey of human embryonic development,endothelial cell of vascular tree,CL:0002139,male,unknown,2424,0.6251112125455488
70,Survey of human embryonic development,Schwann cell,CL:0002573,male,unknown,97,0.025014763868365607
71,Survey of human embryonic development,sympathetic neuron,CL:0011103,male,unknown,935,0.24112169295795716
72,Survey of human embryonic development,native cell,CL:0000003,male,unknown,12,0.003094609963096776
73,Survey of human embryonic development,blood vessel endothelial cell,CL:0000071,male,unknown,61,0.015730933979075278
74,Survey of human embryonic development,chromaffin cell,CL:0000166,male,unknown,356,0.09180676223853769
75,Survey of human embryonic development,stromal cell,CL:0000499,male,unknown,920,0.23725343050408618
76,Survey of human embryonic development,megakaryocyte,CL:0000556,male,unknown,28,0.007220756580559145
77,Survey of human embryonic development,myeloid cell,CL:0000763,male,unknown,88,0.022693806396043025
78,Survey of human embryonic development,erythroblast,CL:0000765,male,unknown,54,0.013925744833935492
79,Survey of human embryonic development,innate lymphoid cell,CL:0001065,male,unknown,40,0.01031536654365592
80,Survey of human embryonic development,cortical cell of adrenal gland,CL:0002097,male,unknown,29886,7.707126113092522
81,Survey of human embryonic development,endothelial cell of vascular tree,CL:0002139,male,unknown,562,0.1449308999383657
82,Survey of human embryonic development,Schwann cell,CL:0002573,male,unknown,65,0.01676247063344087
83,Survey of human embryonic development,sympathetic neuron,CL:0011103,male,unknown,186,0.04796645442800004
