,index,dataset_name,dataset_id,tissue,tissue_ontology_term_id,sex,donor_id,development_stage,ethnicity,cell_type_ontology_id,cell_type,count,percentage
0,84506,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,female,H7,fifth decade human stage,European,CL:0000003,native cell,132,8.853118712273641
1,84507,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,female,H7,fifth decade human stage,European,CL:0000057,fibroblast,289,19.38296445338699
2,84508,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,female,H7,fifth decade human stage,European,CL:0000097,mast cell,7,0.4694835680751174
3,84509,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,female,H7,fifth decade human stage,European,CL:0000115,endothelial cell,51,3.420523138832998
4,84510,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,female,H7,fifth decade human stage,European,CL:0000192,smooth muscle cell,41,2.749832327297116
5,84511,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,female,H7,fifth decade human stage,European,CL:0000235,macrophage,51,3.420523138832998
6,84512,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,female,H7,fifth decade human stage,European,CL:0000236,B cell,5,0.335345405767941
7,84513,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,female,H7,fifth decade human stage,European,CL:0000451,dendritic cell,13,0.8718980549966466
8,84514,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,female,H7,fifth decade human stage,European,CL:0000576,monocyte,17,1.1401743796109993
9,84515,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,female,H7,fifth decade human stage,European,CL:0000623,natural killer cell,17,1.1401743796109993
10,84516,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,female,H7,fifth decade human stage,European,CL:0000669,pericyte,128,8.58484238765929
11,84517,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,female,H7,fifth decade human stage,European,CL:0000794,"CD8-positive, alpha-beta cytotoxic T cell",23,1.5425888665325285
12,84518,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,female,H7,fifth decade human stage,European,CL:0000814,mature NK T cell,4,0.2682763246143528
13,84519,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,female,H7,fifth decade human stage,European,CL:0000896,"activated CD4-positive, alpha-beta T cell",3,0.2012072434607646
14,84520,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,female,H7,fifth decade human stage,European,CL:0000906,"activated CD8-positive, alpha-beta T cell",18,1.2072434607645874
15,84521,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,female,H7,fifth decade human stage,European,CL:0000934,"CD4-positive, alpha-beta cytotoxic T cell",6,0.4024144869215292
16,84522,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,female,H7,fifth decade human stage,European,CL:0001054,CD14-positive monocyte,10,0.670690811535882
17,84523,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,female,H7,fifth decade human stage,European,CL:0002129,regular atrial cardiac myocyte,198,13.279678068410464
18,84524,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,female,H7,fifth decade human stage,European,CL:0002144,capillary endothelial cell,82,5.499664654594232
19,84525,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,female,H7,fifth decade human stage,European,CL:0002319,neural cell,82,5.499664654594232
20,84526,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,female,H7,fifth decade human stage,European,CL:0002397,"CD14-positive, CD16-positive monocyte",82,5.499664654594232
21,84527,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,female,H7,fifth decade human stage,European,CL:0002543,vein endothelial cell,58,3.8900067069081152
22,84528,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,female,H7,fifth decade human stage,European,CL:1000309,epicardial adipocyte,145,9.725016767270288
23,84529,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,female,H7,fifth decade human stage,European,CL:1000413,endothelial cell of artery,29,1.9450033534540576
