,index,dataset_name,dataset_id,tissue,tissue_ontology_term_id,sex,donor_id,development_stage,ethnicity,cell_type_ontology_id,cell_type,count,percentage
0,84166,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,female,H6,fifth decade human stage,European,CL:0000003,native cell,150,5.9171597633136095
1,84167,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,female,H6,fifth decade human stage,European,CL:0000057,fibroblast,593,23.39250493096647
2,84168,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,female,H6,fifth decade human stage,European,CL:0000097,mast cell,10,0.39447731755424065
3,84169,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,female,H6,fifth decade human stage,European,CL:0000115,endothelial cell,18,0.7100591715976331
4,84170,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,female,H6,fifth decade human stage,European,CL:0000192,smooth muscle cell,220,8.678500986193294
5,84171,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,female,H6,fifth decade human stage,European,CL:0000235,macrophage,87,3.4319526627218933
6,84172,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,female,H6,fifth decade human stage,European,CL:0000236,B cell,1,0.03944773175542406
7,84173,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,female,H6,fifth decade human stage,European,CL:0000451,dendritic cell,7,0.27613412228796846
8,84174,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,female,H6,fifth decade human stage,European,CL:0000576,monocyte,1,0.03944773175542406
9,84175,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,female,H6,fifth decade human stage,European,CL:0000623,natural killer cell,15,0.591715976331361
10,84176,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,female,H6,fifth decade human stage,European,CL:0000669,pericyte,261,10.29585798816568
11,84177,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,female,H6,fifth decade human stage,European,CL:0000794,"CD8-positive, alpha-beta cytotoxic T cell",4,0.15779092702169625
12,84178,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,female,H6,fifth decade human stage,European,CL:0000814,mature NK T cell,11,0.4339250493096647
13,84179,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,female,H6,fifth decade human stage,European,CL:0000896,"activated CD4-positive, alpha-beta T cell",1,0.03944773175542406
14,84180,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,female,H6,fifth decade human stage,European,CL:0000906,"activated CD8-positive, alpha-beta T cell",12,0.4733727810650888
15,84181,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,female,H6,fifth decade human stage,European,CL:0000934,"CD4-positive, alpha-beta cytotoxic T cell",19,0.7495069033530571
16,84182,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,female,H6,fifth decade human stage,European,CL:0001054,CD14-positive monocyte,2,0.07889546351084813
