,dataset_name,cell_type,cell_type_ontology_id,sex,race,development_stage,count,percentage
0,Tabula Sapiens - All Cells,hepatocyte,CL:0000182,male,Hispanic or Latin American,74-year-old human stage,1089,4.732724902216428
1,Tabula Sapiens - All Cells,smooth muscle cell,CL:0000192,male,Hispanic or Latin American,74-year-old human stage,222,0.9647979139504563
2,Tabula Sapiens - All Cells,macrophage,CL:0000235,male,Hispanic or Latin American,74-year-old human stage,74,0.32159930465015213
3,Tabula Sapiens - All Cells,cardiac muscle cell,CL:0000746,male,Hispanic or Latin American,74-year-old human stage,7205,31.312472837896564
4,Tabula Sapiens - All Cells,fibroblast of cardiac tissue,CL:0002548,male,Hispanic or Latin American,74-year-old human stage,250,1.086484137331595
5,Tabula Sapiens - All Cells,cardiac endothelial cell,CL:0010008,male,Hispanic or Latin American,74-year-old human stage,2665,11.581920903954803
6,Tabula Sapiens - All Cells,hepatocyte,CL:0000182,male,Hispanic or Latin American,74-year-old human stage,787,3.420252064319861
7,Tabula Sapiens - All Cells,smooth muscle cell,CL:0000192,male,Hispanic or Latin American,74-year-old human stage,132,0.5736636245110821
8,Tabula Sapiens - All Cells,macrophage,CL:0000235,male,Hispanic or Latin American,74-year-old human stage,38,0.16514558887440245
9,Tabula Sapiens - All Cells,cardiac muscle cell,CL:0000746,male,Hispanic or Latin American,74-year-old human stage,5327,23.150803998261626
10,Tabula Sapiens - All Cells,fibroblast of cardiac tissue,CL:0002548,male,Hispanic or Latin American,74-year-old human stage,135,0.5867014341590613
11,Tabula Sapiens - All Cells,cardiac endothelial cell,CL:0010008,male,Hispanic or Latin American,74-year-old human stage,1860,8.083441981747066
12,Tabula Sapiens - All Cells,hepatocyte,CL:0000182,male,Hispanic or Latin American,74-year-old human stage,302,1.3124728378965667
13,Tabula Sapiens - All Cells,smooth muscle cell,CL:0000192,male,Hispanic or Latin American,74-year-old human stage,90,0.3911342894393742
14,Tabula Sapiens - All Cells,macrophage,CL:0000235,male,Hispanic or Latin American,74-year-old human stage,36,0.15645371577574968
15,Tabula Sapiens - All Cells,cardiac muscle cell,CL:0000746,male,Hispanic or Latin American,74-year-old human stage,1878,8.161668839634942
16,Tabula Sapiens - All Cells,fibroblast of cardiac tissue,CL:0002548,male,Hispanic or Latin American,74-year-old human stage,115,0.49978270317253365
17,Tabula Sapiens - All Cells,cardiac endothelial cell,CL:0010008,male,Hispanic or Latin American,74-year-old human stage,805,3.498478922207736
