,index,dataset_name,dataset_id,tissue,tissue_ontology_term_id,sex,donor_id,development_stage,ethnicity,cell_type_ontology_id,cell_type,count,percentage
0,83992,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,H2,sixth decade human stage,European,CL:0000003,native cell,200,8.041817450743869
1,83993,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,H2,sixth decade human stage,European,CL:0000057,fibroblast,92,3.6992360273421796
2,83994,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,H2,sixth decade human stage,European,CL:0000097,mast cell,24,0.9650180940892641
3,83995,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,H2,sixth decade human stage,European,CL:0000115,endothelial cell,15,0.6031363088057901
4,83996,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,H2,sixth decade human stage,European,CL:0000192,smooth muscle cell,67,2.6940088459991958
5,83997,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,H2,sixth decade human stage,European,CL:0000235,macrophage,75,3.0156815440289506
6,83998,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,H2,sixth decade human stage,European,CL:0000236,B cell,1,0.04020908725371934
7,83999,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,H2,sixth decade human stage,European,CL:0000451,dendritic cell,7,0.2814636107760354
8,84000,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,H2,sixth decade human stage,European,CL:0000576,monocyte,1,0.04020908725371934
9,84001,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,H2,sixth decade human stage,European,CL:0000623,natural killer cell,1,0.04020908725371934
10,84002,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,H2,sixth decade human stage,European,CL:0000669,pericyte,880,35.38399678327302
11,84003,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,H2,sixth decade human stage,European,CL:0000794,"CD8-positive, alpha-beta cytotoxic T cell",5,0.2010454362685967
12,84004,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,H2,sixth decade human stage,European,CL:0000814,mature NK T cell,1,0.04020908725371934
13,84005,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,H2,sixth decade human stage,European,CL:0000906,"activated CD8-positive, alpha-beta T cell",29,1.166063530357861
14,84006,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,H2,sixth decade human stage,European,CL:0000934,"CD4-positive, alpha-beta cytotoxic T cell",29,1.166063530357861
15,84007,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,H2,sixth decade human stage,European,CL:0001054,CD14-positive monocyte,2,0.08041817450743868
16,84008,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,H2,sixth decade human stage,European,CL:0002131,regular ventricular cardiac myocyte,809,32.52915158825895
17,84009,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,H2,sixth decade human stage,European,CL:0002144,capillary endothelial cell,189,7.599517490952954
18,84010,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,H2,sixth decade human stage,European,CL:0002319,neural cell,13,0.5227181342983513
19,84011,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,H2,sixth decade human stage,European,CL:0002397,"CD14-positive, CD16-positive monocyte",3,0.12062726176115801
20,84012,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,H2,sixth decade human stage,European,CL:0002543,vein endothelial cell,10,0.4020908725371934
21,84013,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,H2,sixth decade human stage,European,CL:1000413,endothelial cell of artery,34,1.3671089666264575
