,index,dataset_name,dataset_id,tissue,tissue_ontology_term_id,sex,donor_id,development_stage,ethnicity,cell_type_ontology_id,cell_type,count,percentage
0,83899,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D2,seventh decade human stage,European,CL:0000003,native cell,387,5.465329755684226
1,83900,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D2,seventh decade human stage,European,CL:0000057,fibroblast,840,11.862731252647931
2,83901,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D2,seventh decade human stage,European,CL:0000115,endothelial cell,59,0.8332156475074142
3,83902,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D2,seventh decade human stage,European,CL:0000192,smooth muscle cell,55,0.7767264510662336
4,83903,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D2,seventh decade human stage,European,CL:0000235,macrophage,72,1.0168055359412513
5,83904,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D2,seventh decade human stage,European,CL:0000451,dendritic cell,5,0.07061149555147578
6,83905,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D2,seventh decade human stage,European,CL:0000576,monocyte,1,0.014122299110295156
7,83906,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D2,seventh decade human stage,European,CL:0000623,natural killer cell,1,0.014122299110295156
8,83907,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D2,seventh decade human stage,European,CL:0000669,pericyte,738,10.422256743397826
9,83908,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D2,seventh decade human stage,European,CL:0000814,mature NK T cell,4,0.056489196441180625
10,83909,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D2,seventh decade human stage,European,CL:0000896,"activated CD4-positive, alpha-beta T cell",1,0.014122299110295156
11,83910,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D2,seventh decade human stage,European,CL:0000906,"activated CD8-positive, alpha-beta T cell",3,0.042366897330885465
12,83911,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D2,seventh decade human stage,European,CL:0000934,"CD4-positive, alpha-beta cytotoxic T cell",5,0.07061149555147578
13,83912,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D2,seventh decade human stage,European,CL:0002131,regular ventricular cardiac myocyte,4575,64.60951842960034
14,83913,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D2,seventh decade human stage,European,CL:0002138,endothelial cell of lymphatic vessel,20,0.2824459822059031
15,83914,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D2,seventh decade human stage,European,CL:0002144,capillary endothelial cell,223,3.14927270159582
16,83915,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D2,seventh decade human stage,European,CL:0002319,neural cell,27,0.3813020759779692
17,83916,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D2,seventh decade human stage,European,CL:0002543,vein endothelial cell,29,0.4095466741985595
18,83917,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D2,seventh decade human stage,European,CL:1000309,epicardial adipocyte,3,0.042366897330885465
19,83918,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D2,seventh decade human stage,European,CL:1000413,endothelial cell of artery,33,0.4660358706397401
