,dataset_name,cell_type,cell_type_ontology_id,sex,race,development_stage,count,percentage
17,All — Cells of the adult human heart,vein endothelial cell,CL:0002543,female,European,eighth decade human stage,22,0.004525501199257818
18,All — Cells of the adult human heart,epicardial adipocyte,CL:1000309,female,European,eighth decade human stage,91,0.018719118596930064
19,All — Cells of the adult human heart,endothelial cell of artery,CL:1000413,female,European,eighth decade human stage,94,0.019336232396828856
20,All — Cells of the adult human heart,native cell,CL:0000003,female,European,fifth decade human stage,369,0.07590499738755159
21,All — Cells of the adult human heart,fibroblast,CL:0000057,female,European,fifth decade human stage,194,0.039906692393455304
22,All — Cells of the adult human heart,mast cell,CL:0000097,female,European,fifth decade human stage,25,0.005142614999156611
23,All — Cells of the adult human heart,endothelial cell,CL:0000115,female,European,fifth decade human stage,20,0.004114091999325289
24,All — Cells of the adult human heart,smooth muscle cell,CL:0000192,female,European,fifth decade human stage,109,0.022421801396322823
25,All — Cells of the adult human heart,macrophage,CL:0000235,female,European,fifth decade human stage,31,0.0063768425989541985
26,All — Cells of the adult human heart,B cell,CL:0000236,female,European,fifth decade human stage,3,0.0006171137998987933
27,All — Cells of the adult human heart,dendritic cell,CL:0000451,female,European,fifth decade human stage,2,0.0004114091999325289
28,All — Cells of the adult human heart,monocyte,CL:0000576,female,European,fifth decade human stage,4,0.0008228183998650578
29,All — Cells of the adult human heart,natural killer cell,CL:0000623,female,European,fifth decade human stage,24,0.004936910399190347
30,All — Cells of the adult human heart,pericyte cell,CL:0000669,female,European,fifth decade human stage,807,0.1660036121727754
31,All — Cells of the adult human heart,"CD8-positive, alpha-beta cytotoxic T cell",CL:0000794,female,European,fifth decade human stage,12,0.0024684551995951733
32,All — Cells of the adult human heart,mature NK T cell,CL:0000814,female,European,fifth decade human stage,10,0.0020570459996626443
33,All — Cells of the adult human heart,"activated CD8-positive, alpha-beta T cell",CL:0000906,female,European,fifth decade human stage,7,0.0014399321997638512
34,All — Cells of the adult human heart,"CD4-positive, alpha-beta cytotoxic T cell",CL:0000934,female,European,fifth decade human stage,5,0.0010285229998313221
35,All — Cells of the adult human heart,regular ventricular cardiac myocyte,CL:0002131,female,European,fifth decade human stage,1648,0.3390011807444038
36,All — Cells of the adult human heart,capillary endothelial cell,CL:0002144,female,European,fifth decade human stage,90,0.0185134139969638
37,All — Cells of the adult human heart,neural cell,CL:0002319,female,European,fifth decade human stage,34,0.0069939563988529905
38,All — Cells of the adult human heart,"CD14-positive, CD16-positive monocyte",CL:0002397,female,European,fifth decade human stage,5,0.0010285229998313221
39,All — Cells of the adult human heart,vein endothelial cell,CL:0002543,female,European,fifth decade human stage,4,0.0008228183998650578
40,All — Cells of the adult human heart,epicardial adipocyte,CL:1000309,female,European,fifth decade human stage,10,0.0020570459996626443
41,All — Cells of the adult human heart,endothelial cell of artery,CL:1000413,female,European,fifth decade human stage,28,0.005759728799055405
42,All — Cells of the adult human heart,native cell,CL:0000003,female,European,human late adulthood stage,209,0.04299226139294927
43,All — Cells of the adult human heart,fibroblast,CL:0000057,female,European,human late adulthood stage,808,0.16620931677274167
44,All — Cells of the adult human heart,endothelial cell,CL:0000115,female,European,human late adulthood stage,37,0.007611070198751784
45,All — Cells of the adult human heart,smooth muscle cell,CL:0000192,female,European,human late adulthood stage,79,0.016250663397334893
46,All — Cells of the adult human heart,macrophage,CL:0000235,female,European,human late adulthood stage,80,0.016456367997301154
47,All — Cells of the adult human heart,B cell,CL:0000236,female,European,human late adulthood stage,1,0.00020570459996626446
48,All — Cells of the adult human heart,monocyte,CL:0000576,female,European,human late adulthood stage,2,0.0004114091999325289
49,All — Cells of the adult human heart,natural killer cell,CL:0000623,female,European,human late adulthood stage,1,0.00020570459996626446
50,All — Cells of the adult human heart,pericyte cell,CL:0000669,female,European,human late adulthood stage,725,0.14913583497554173
51,All — Cells of the adult human heart,"CD8-positive, alpha-beta cytotoxic T cell",CL:0000794,female,European,human late adulthood stage,4,0.0008228183998650578
52,All — Cells of the adult human heart,"activated CD8-positive, alpha-beta T cell",CL:0000906,female,European,human late adulthood stage,2,0.0004114091999325289
53,All — Cells of the adult human heart,"CD4-positive, alpha-beta cytotoxic T cell",CL:0000934,female,European,human late adulthood stage,3,0.0006171137998987933
54,All — Cells of the adult human heart,regular ventricular cardiac myocyte,CL:0002131,female,European,human late adulthood stage,1851,0.38075921453755546
55,All — Cells of the adult human heart,endothelial cell of lymphatic vessel,CL:0002138,female,European,human late adulthood stage,2,0.0004114091999325289
56,All — Cells of the adult human heart,capillary endothelial cell,CL:0002144,female,European,human late adulthood stage,353,0.07261372378809135
57,All — Cells of the adult human heart,neural cell,CL:0002319,female,European,human late adulthood stage,10,0.0020570459996626443
58,All — Cells of the adult human heart,"CD14-positive, CD16-positive monocyte",CL:0002397,female,European,human late adulthood stage,6,0.0012342275997975867
59,All — Cells of the adult human heart,vein endothelial cell,CL:0002543,female,European,human late adulthood stage,57,0.011725162198077075
60,All — Cells of the adult human heart,epicardial adipocyte,CL:1000309,female,European,human late adulthood stage,11,0.002262750599628909
61,All — Cells of the adult human heart,endothelial cell of artery,CL:1000413,female,European,human late adulthood stage,130,0.02674159799561438
62,All — Cells of the adult human heart,native cell,CL:0000003,female,European,human middle aged stage,473,0.09729827578404308
63,All — Cells of the adult human heart,fibroblast,CL:0000057,female,European,human middle aged stage,290,0.05965433399021669
64,All — Cells of the adult human heart,mast cell,CL:0000097,female,European,human middle aged stage,29,0.005965433399021669
65,All — Cells of the adult human heart,endothelial cell,CL:0000115,female,European,human middle aged stage,24,0.004936910399190347
66,All — Cells of the adult human heart,smooth muscle cell,CL:0000192,female,European,human middle aged stage,139,0.028592939395310758
67,All — Cells of the adult human heart,macrophage,CL:0000235,female,European,human middle aged stage,122,0.025095961195884264
68,All — Cells of the adult human heart,B cell,CL:0000236,female,European,human middle aged stage,5,0.0010285229998313221
69,All — Cells of the adult human heart,dendritic cell,CL:0000451,female,European,human middle aged stage,9,0.00185134139969638
70,All — Cells of the adult human heart,monocyte,CL:0000576,female,European,human middle aged stage,1,0.00020570459996626446
71,All — Cells of the adult human heart,natural killer cell,CL:0000623,female,European,human middle aged stage,19,0.003908387399359024
72,All — Cells of the adult human heart,pericyte cell,CL:0000669,female,European,human middle aged stage,1310,0.2694730259558064
73,All — Cells of the adult human heart,"CD8-positive, alpha-beta cytotoxic T cell",CL:0000794,female,European,human middle aged stage,14,0.0028798643995277024
74,All — Cells of the adult human heart,mature NK T cell,CL:0000814,female,European,human middle aged stage,8,0.0016456367997301157
75,All — Cells of the adult human heart,"activated CD8-positive, alpha-beta T cell",CL:0000906,female,European,human middle aged stage,18,0.00370268279939276
76,All — Cells of the adult human heart,"CD4-positive, alpha-beta cytotoxic T cell",CL:0000934,female,European,human middle aged stage,8,0.0016456367997301157
77,All — Cells of the adult human heart,CD14-positive monocyte,CL:0001054,female,European,human middle aged stage,1,0.00020570459996626446
78,All — Cells of the adult human heart,regular ventricular cardiac myocyte,CL:0002131,female,European,human middle aged stage,730,0.15016435797537306
79,All — Cells of the adult human heart,endothelial cell of lymphatic vessel,CL:0002138,female,European,human middle aged stage,4,0.0008228183998650578
80,All — Cells of the adult human heart,capillary endothelial cell,CL:0002144,female,European,human middle aged stage,109,0.022421801396322823
81,All — Cells of the adult human heart,neural cell,CL:0002319,female,European,human middle aged stage,24,0.004936910399190347
82,All — Cells of the adult human heart,"CD14-positive, CD16-positive monocyte",CL:0002397,female,European,human middle aged stage,2,0.0004114091999325289
83,All — Cells of the adult human heart,vein endothelial cell,CL:0002543,female,European,human middle aged stage,16,0.0032912735994602314
84,All — Cells of the adult human heart,epicardial adipocyte,CL:1000309,female,European,human middle aged stage,111,0.022833210596255354
85,All — Cells of the adult human heart,endothelial cell of artery,CL:1000413,female,European,human middle aged stage,21,0.004319796599291554
86,All — Cells of the adult human heart,native cell,CL:0000003,female,European,seventh decade human stage,824,0.1695005903722019
87,All — Cells of the adult human heart,fibroblast,CL:0000057,female,European,seventh decade human stage,1536,0.3159622655481822
88,All — Cells of the adult human heart,mast cell,CL:0000097,female,European,seventh decade human stage,16,0.0032912735994602314
89,All — Cells of the adult human heart,endothelial cell,CL:0000115,female,European,seventh decade human stage,1493,0.3071169677496328
90,All — Cells of the adult human heart,smooth muscle cell,CL:0000192,female,European,seventh decade human stage,801,0.16476938457297782
91,All — Cells of the adult human heart,macrophage,CL:0000235,female,European,seventh decade human stage,984,0.20241332636680423
92,All — Cells of the adult human heart,B cell,CL:0000236,female,European,seventh decade human stage,35,0.007199660998819256
93,All — Cells of the adult human heart,dendritic cell,CL:0000451,female,European,seventh decade human stage,19,0.003908387399359024
94,All — Cells of the adult human heart,monocyte,CL:0000576,female,European,seventh decade human stage,121,0.024890256595918
95,All — Cells of the adult human heart,natural killer cell,CL:0000623,female,European,seventh decade human stage,174,0.035792600394130014
96,All — Cells of the adult human heart,pericyte cell,CL:0000669,female,European,seventh decade human stage,3066,0.6306903034965667
97,All — Cells of the adult human heart,"CD8-positive, alpha-beta cytotoxic T cell",CL:0000794,female,European,seventh decade human stage,34,0.0069939563988529905
98,All — Cells of the adult human heart,mature NK T cell,CL:0000814,female,European,seventh decade human stage,59,0.012136571398009601
99,All — Cells of the adult human heart,"activated CD4-positive, alpha-beta T cell",CL:0000896,female,European,seventh decade human stage,76,0.015633549597436097
100,All — Cells of the adult human heart,"activated CD8-positive, alpha-beta T cell",CL:0000906,female,European,seventh decade human stage,73,0.015016435797537305
101,All — Cells of the adult human heart,"CD4-positive, alpha-beta cytotoxic T cell",CL:0000934,female,European,seventh decade human stage,141,0.029004348595243288
102,All — Cells of the adult human heart,CD14-positive monocyte,CL:0001054,female,European,seventh decade human stage,123,0.02530166579585053
103,All — Cells of the adult human heart,regular ventricular cardiac myocyte,CL:0002131,female,European,seventh decade human stage,1223,0.2515767257587414
104,All — Cells of the adult human heart,endothelial cell of lymphatic vessel,CL:0002138,female,European,seventh decade human stage,86,0.017690595597098742
105,All — Cells of the adult human heart,capillary endothelial cell,CL:0002144,female,European,seventh decade human stage,5469,1.1249984572155003
106,All — Cells of the adult human heart,neural cell,CL:0002319,female,European,seventh decade human stage,42,0.008639593198583108
107,All — Cells of the adult human heart,"CD14-positive, CD16-positive monocyte",CL:0002397,female,European,seventh decade human stage,132,0.027153007195546905
108,All — Cells of the adult human heart,vein endothelial cell,CL:0002543,female,European,seventh decade human stage,764,0.15715831437422603
109,All — Cells of the adult human heart,epicardial adipocyte,CL:1000309,female,European,seventh decade human stage,199,0.04093521539328663
110,All — Cells of the adult human heart,endothelial cell of artery,CL:1000413,female,European,seventh decade human stage,1039,0.21372707936494875
111,All — Cells of the adult human heart,native cell,CL:0000003,female,European,sixth decade human stage,866,0.178140183570785
112,All — Cells of the adult human heart,fibroblast,CL:0000057,female,European,sixth decade human stage,1403,0.288603553752669
113,All — Cells of the adult human heart,mast cell,CL:0000097,female,European,sixth decade human stage,74,0.015222140397503569
114,All — Cells of the adult human heart,endothelial cell,CL:0000115,female,European,sixth decade human stage,152,0.031267099194872194
115,All — Cells of the adult human heart,smooth muscle cell,CL:0000192,female,European,sixth decade human stage,331,0.06808822258883353
116,All — Cells of the adult human heart,macrophage,CL:0000235,female,European,sixth decade human stage,166,0.0341469635943999
117,All — Cells of the adult human heart,B cell,CL:0000236,female,European,sixth decade human stage,1,0.00020570459996626446
118,All — Cells of the adult human heart,dendritic cell,CL:0000451,female,European,sixth decade human stage,8,0.0016456367997301157
119,All — Cells of the adult human heart,monocyte,CL:0000576,female,European,sixth decade human stage,6,0.0012342275997975867
120,All — Cells of the adult human heart,natural killer cell,CL:0000623,female,European,sixth decade human stage,10,0.0020570459996626443
121,All — Cells of the adult human heart,pericyte cell,CL:0000669,female,European,sixth decade human stage,2105,0.43300818292898663
122,All — Cells of the adult human heart,"CD8-positive, alpha-beta cytotoxic T cell",CL:0000794,female,European,sixth decade human stage,7,0.0014399321997638512
123,All — Cells of the adult human heart,mature NK T cell,CL:0000814,female,European,sixth decade human stage,8,0.0016456367997301157
124,All — Cells of the adult human heart,"activated CD4-positive, alpha-beta T cell",CL:0000896,female,European,sixth decade human stage,2,0.0004114091999325289
125,All — Cells of the adult human heart,"activated CD8-positive, alpha-beta T cell",CL:0000906,female,European,sixth decade human stage,23,0.004731205799224082
126,All — Cells of the adult human heart,"CD4-positive, alpha-beta cytotoxic T cell",CL:0000934,female,European,sixth decade human stage,28,0.005759728799055405
127,All — Cells of the adult human heart,regular ventricular cardiac myocyte,CL:0002131,female,European,sixth decade human stage,5743,1.1813615176062566
128,All — Cells of the adult human heart,endothelial cell of lymphatic vessel,CL:0002138,female,European,sixth decade human stage,15,0.0030855689994939667
129,All — Cells of the adult human heart,capillary endothelial cell,CL:0002144,female,European,sixth decade human stage,721,0.14831301657567666
130,All — Cells of the adult human heart,neural cell,CL:0002319,female,European,sixth decade human stage,94,0.019336232396828856
131,All — Cells of the adult human heart,"CD14-positive, CD16-positive monocyte",CL:0002397,female,European,sixth decade human stage,5,0.0010285229998313221
132,All — Cells of the adult human heart,vein endothelial cell,CL:0002543,female,European,sixth decade human stage,174,0.035792600394130014
133,All — Cells of the adult human heart,epicardial adipocyte,CL:1000309,female,European,sixth decade human stage,101,0.02077616459659271
134,All — Cells of the adult human heart,endothelial cell of artery,CL:1000413,female,European,sixth decade human stage,212,0.04360937519284806
135,All — Cells of the adult human heart,native cell,CL:0000003,male,European,human late adulthood stage,1235,0.2540451809583366
136,All — Cells of the adult human heart,fibroblast,CL:0000057,male,European,human late adulthood stage,499,0.10264659538316595
137,All — Cells of the adult human heart,mesothelial cell,CL:0000077,male,European,human late adulthood stage,2,0.0004114091999325289
138,All — Cells of the adult human heart,mast cell,CL:0000097,male,European,human late adulthood stage,1,0.00020570459996626446
139,All — Cells of the adult human heart,endothelial cell,CL:0000115,male,European,human late adulthood stage,495,0.10182377698330089
140,All — Cells of the adult human heart,smooth muscle cell,CL:0000192,male,European,human late adulthood stage,934,0.19212809636849099
141,All — Cells of the adult human heart,macrophage,CL:0000235,male,European,human late adulthood stage,622,0.1279482611790165
142,All — Cells of the adult human heart,B cell,CL:0000236,male,European,human late adulthood stage,52,0.01069663919824575
143,All — Cells of the adult human heart,dendritic cell,CL:0000451,male,European,human late adulthood stage,7,0.0014399321997638512
144,All — Cells of the adult human heart,monocyte,CL:0000576,male,European,human late adulthood stage,86,0.017690595597098742
145,All — Cells of the adult human heart,natural killer cell,CL:0000623,male,European,human late adulthood stage,152,0.031267099194872194
146,All — Cells of the adult human heart,pericyte cell,CL:0000669,male,European,human late adulthood stage,1639,0.33714983934470744
147,All — Cells of the adult human heart,"CD8-positive, alpha-beta cytotoxic T cell",CL:0000794,male,European,human late adulthood stage,60,0.012342275997975867
148,All — Cells of the adult human heart,mature NK T cell,CL:0000814,male,European,human late adulthood stage,118,0.024273142796019203
149,All — Cells of the adult human heart,"activated CD4-positive, alpha-beta T cell",CL:0000896,male,European,human late adulthood stage,70,0.014399321997638511
150,All — Cells of the adult human heart,"activated CD8-positive, alpha-beta T cell",CL:0000906,male,European,human late adulthood stage,100,0.020570459996626444
151,All — Cells of the adult human heart,"CD4-positive, alpha-beta cytotoxic T cell",CL:0000934,male,European,human late adulthood stage,339,0.06973385938856365
152,All — Cells of the adult human heart,CD14-positive monocyte,CL:0001054,male,European,human late adulthood stage,51,0.010490934598279487
153,All — Cells of the adult human heart,regular ventricular cardiac myocyte,CL:0002131,male,European,human late adulthood stage,1616,0.33241863354548334
154,All — Cells of the adult human heart,endothelial cell of lymphatic vessel,CL:0002138,male,European,human late adulthood stage,53,0.010902343798212016
155,All — Cells of the adult human heart,capillary endothelial cell,CL:0002144,male,European,human late adulthood stage,7652,1.5740515989418553
156,All — Cells of the adult human heart,neural cell,CL:0002319,male,European,human late adulthood stage,34,0.0069939563988529905
157,All — Cells of the adult human heart,"CD14-positive, CD16-positive monocyte",CL:0002397,male,European,human late adulthood stage,65,0.01337079899780719
158,All — Cells of the adult human heart,vein endothelial cell,CL:0002543,male,European,human late adulthood stage,472,0.09709257118407681
159,All — Cells of the adult human heart,epicardial adipocyte,CL:1000309,male,European,human late adulthood stage,39,0.008022479398684314
160,All — Cells of the adult human heart,endothelial cell of artery,CL:1000413,male,European,human late adulthood stage,3217,0.6617516980914727
161,All — Cells of the adult human heart,native cell,CL:0000003,male,European,human middle aged stage,649,0.13350228537810563
162,All — Cells of the adult human heart,fibroblast,CL:0000057,male,European,human middle aged stage,665,0.13679355897756584
163,All — Cells of the adult human heart,mast cell,CL:0000097,male,European,human middle aged stage,38,0.007816774798718049
164,All — Cells of the adult human heart,endothelial cell,CL:0000115,male,European,human middle aged stage,67,0.013782208197739718
165,All — Cells of the adult human heart,smooth muscle cell,CL:0000192,male,European,human middle aged stage,544,0.11190330238164785
166,All — Cells of the adult human heart,macrophage,CL:0000235,male,European,human middle aged stage,407,0.08372177218626962
167,All — Cells of the adult human heart,B cell,CL:0000236,male,European,human middle aged stage,20,0.004114091999325289
168,All — Cells of the adult human heart,dendritic cell,CL:0000451,male,European,human middle aged stage,9,0.00185134139969638
169,All — Cells of the adult human heart,monocyte,CL:0000576,male,European,human middle aged stage,10,0.0020570459996626443
170,All — Cells of the adult human heart,natural killer cell,CL:0000623,male,European,human middle aged stage,24,0.004936910399190347
171,All — Cells of the adult human heart,pericyte cell,CL:0000669,male,European,human middle aged stage,2640,0.5430601439109382
172,All — Cells of the adult human heart,"CD8-positive, alpha-beta cytotoxic T cell",CL:0000794,male,European,human middle aged stage,30,0.006171137998987933
173,All — Cells of the adult human heart,mature NK T cell,CL:0000814,male,European,human middle aged stage,5,0.0010285229998313221
174,All — Cells of the adult human heart,"activated CD4-positive, alpha-beta T cell",CL:0000896,male,European,human middle aged stage,18,0.00370268279939276
175,All — Cells of the adult human heart,"activated CD8-positive, alpha-beta T cell",CL:0000906,male,European,human middle aged stage,29,0.005965433399021669
176,All — Cells of the adult human heart,"CD4-positive, alpha-beta cytotoxic T cell",CL:0000934,male,European,human middle aged stage,33,0.006788251798886726
177,All — Cells of the adult human heart,CD14-positive monocyte,CL:0001054,male,European,human middle aged stage,30,0.006171137998987933
178,All — Cells of the adult human heart,regular ventricular cardiac myocyte,CL:0002131,male,European,human middle aged stage,3319,0.6827335672880317
179,All — Cells of the adult human heart,endothelial cell of lymphatic vessel,CL:0002138,male,European,human middle aged stage,3,0.0006171137998987933
180,All — Cells of the adult human heart,capillary endothelial cell,CL:0002144,male,European,human middle aged stage,375,0.07713922498734917
181,All — Cells of the adult human heart,neural cell,CL:0002319,male,European,human middle aged stage,63,0.01295938979787466
182,All — Cells of the adult human heart,"CD14-positive, CD16-positive monocyte",CL:0002397,male,European,human middle aged stage,46,0.009462411598448165
183,All — Cells of the adult human heart,vein endothelial cell,CL:0002543,male,European,human middle aged stage,48,0.009873820798380693
184,All — Cells of the adult human heart,epicardial adipocyte,CL:1000309,male,European,human middle aged stage,30,0.006171137998987933
185,All — Cells of the adult human heart,endothelial cell of artery,CL:1000413,male,European,human middle aged stage,114,0.02345032439615415
186,All — Cells of the adult human heart,native cell,CL:0000003,male,European,seventh decade human stage,923,0.18986534576886208
187,All — Cells of the adult human heart,fibroblast,CL:0000057,male,European,seventh decade human stage,3168,0.6516721726931258
188,All — Cells of the adult human heart,mesothelial cell,CL:0000077,male,European,seventh decade human stage,1,0.00020570459996626446
189,All — Cells of the adult human heart,mast cell,CL:0000097,male,European,seventh decade human stage,24,0.004936910399190347
190,All — Cells of the adult human heart,endothelial cell,CL:0000115,male,European,seventh decade human stage,263,0.05410030979112755
191,All — Cells of the adult human heart,smooth muscle cell,CL:0000192,male,European,seventh decade human stage,330,0.06788251798886727
192,All — Cells of the adult human heart,macrophage,CL:0000235,male,European,seventh decade human stage,714,0.14687308437591282
193,All — Cells of the adult human heart,B cell,CL:0000236,male,European,seventh decade human stage,32,0.006582547198920463
194,All — Cells of the adult human heart,dendritic cell,CL:0000451,male,European,seventh decade human stage,79,0.016250663397334893
195,All — Cells of the adult human heart,monocyte,CL:0000576,male,European,seventh decade human stage,46,0.009462411598448165
196,All — Cells of the adult human heart,natural killer cell,CL:0000623,male,European,seventh decade human stage,442,0.09092143318508888
197,All — Cells of the adult human heart,pericyte cell,CL:0000669,male,European,seventh decade human stage,1927,0.3963927641349916
198,All — Cells of the adult human heart,"CD8-positive, alpha-beta cytotoxic T cell",CL:0000794,male,European,seventh decade human stage,242,0.049780513191836
199,All — Cells of the adult human heart,mature NK T cell,CL:0000814,male,European,seventh decade human stage,132,0.027153007195546905
200,All — Cells of the adult human heart,"activated CD4-positive, alpha-beta T cell",CL:0000896,male,European,seventh decade human stage,71,0.014605026597604775
201,All — Cells of the adult human heart,"activated CD8-positive, alpha-beta T cell",CL:0000906,male,European,seventh decade human stage,177,0.0364097141940288
202,All — Cells of the adult human heart,"CD4-positive, alpha-beta cytotoxic T cell",CL:0000934,male,European,seventh decade human stage,109,0.022421801396322823
203,All — Cells of the adult human heart,CD14-positive monocyte,CL:0001054,male,European,seventh decade human stage,111,0.022833210596255354
204,All — Cells of the adult human heart,regular ventricular cardiac myocyte,CL:0002131,male,European,seventh decade human stage,4081,0.8394804724623253
205,All — Cells of the adult human heart,endothelial cell of lymphatic vessel,CL:0002138,male,European,seventh decade human stage,80,0.016456367997301154
206,All — Cells of the adult human heart,capillary endothelial cell,CL:0002144,male,European,seventh decade human stage,1569,0.3227505173470689
207,All — Cells of the adult human heart,neural cell,CL:0002319,male,European,seventh decade human stage,80,0.016456367997301154
208,All — Cells of the adult human heart,"CD14-positive, CD16-positive monocyte",CL:0002397,male,European,seventh decade human stage,322,0.06623688118913715
209,All — Cells of the adult human heart,vein endothelial cell,CL:0002543,male,European,seventh decade human stage,211,0.0434036705928818
210,All — Cells of the adult human heart,epicardial adipocyte,CL:1000309,male,European,seventh decade human stage,146,0.03003287159507461
211,All — Cells of the adult human heart,endothelial cell of artery,CL:1000413,male,European,seventh decade human stage,703,0.1446103337762839
212,All — Cells of the adult human heart,native cell,CL:0000003,male,European,sixth decade human stage,807,0.1660036121727754
213,All — Cells of the adult human heart,fibroblast,CL:0000057,male,European,sixth decade human stage,459,0.09441841138451539
214,All — Cells of the adult human heart,mast cell,CL:0000097,male,European,sixth decade human stage,112,0.02303891519622162
215,All — Cells of the adult human heart,endothelial cell,CL:0000115,male,European,sixth decade human stage,55,0.011313752998144544
216,All — Cells of the adult human heart,smooth muscle cell,CL:0000192,male,European,sixth decade human stage,169,0.034764077394298695
217,All — Cells of the adult human heart,macrophage,CL:0000235,male,European,sixth decade human stage,131,0.02694730259558064
218,All — Cells of the adult human heart,B cell,CL:0000236,male,European,sixth decade human stage,5,0.0010285229998313221
219,All — Cells of the adult human heart,dendritic cell,CL:0000451,male,European,sixth decade human stage,15,0.0030855689994939667
220,All — Cells of the adult human heart,monocyte,CL:0000576,male,European,sixth decade human stage,3,0.0006171137998987933
221,All — Cells of the adult human heart,natural killer cell,CL:0000623,male,European,sixth decade human stage,7,0.0014399321997638512
222,All — Cells of the adult human heart,pericyte cell,CL:0000669,male,European,sixth decade human stage,1579,0.32480756334673155
223,All — Cells of the adult human heart,"CD8-positive, alpha-beta cytotoxic T cell",CL:0000794,male,European,sixth decade human stage,16,0.0032912735994602314
224,All — Cells of the adult human heart,mature NK T cell,CL:0000814,male,European,sixth decade human stage,3,0.0006171137998987933
225,All — Cells of the adult human heart,"activated CD4-positive, alpha-beta T cell",CL:0000896,male,European,sixth decade human stage,4,0.0008228183998650578
226,All — Cells of the adult human heart,"activated CD8-positive, alpha-beta T cell",CL:0000906,male,European,sixth decade human stage,69,0.014193617397672246
227,All — Cells of the adult human heart,"CD4-positive, alpha-beta cytotoxic T cell",CL:0000934,male,European,sixth decade human stage,30,0.006171137998987933
228,All — Cells of the adult human heart,CD14-positive monocyte,CL:0001054,male,European,sixth decade human stage,1,0.00020570459996626446
229,All — Cells of the adult human heart,regular ventricular cardiac myocyte,CL:0002131,male,European,sixth decade human stage,1779,0.3659484833399845
230,All — Cells of the adult human heart,endothelial cell of lymphatic vessel,CL:0002138,male,European,sixth decade human stage,1,0.00020570459996626446
231,All — Cells of the adult human heart,capillary endothelial cell,CL:0002144,male,European,sixth decade human stage,452,0.09297847918475154
232,All — Cells of the adult human heart,neural cell,CL:0002319,male,European,sixth decade human stage,32,0.006582547198920463
233,All — Cells of the adult human heart,"CD14-positive, CD16-positive monocyte",CL:0002397,male,European,sixth decade human stage,7,0.0014399321997638512
234,All — Cells of the adult human heart,vein endothelial cell,CL:0002543,male,European,sixth decade human stage,54,0.01110804839817828
235,All — Cells of the adult human heart,epicardial adipocyte,CL:1000309,male,European,sixth decade human stage,138,0.028387234795344492
236,All — Cells of the adult human heart,endothelial cell of artery,CL:1000413,male,European,sixth decade human stage,77,0.015839254197402362
237,All — Cells of the adult human heart,native cell,CL:0000003,female,European,eighth decade human stage,277,0.05698017419065526
238,All — Cells of the adult human heart,fibroblast,CL:0000057,female,European,eighth decade human stage,614,0.12630262437928638
239,All — Cells of the adult human heart,mesothelial cell,CL:0000077,female,European,eighth decade human stage,14,0.0028798643995277024
240,All — Cells of the adult human heart,mast cell,CL:0000097,female,European,eighth decade human stage,5,0.0010285229998313221
241,All — Cells of the adult human heart,endothelial cell,CL:0000115,female,European,eighth decade human stage,37,0.007611070198751784
242,All — Cells of the adult human heart,smooth muscle cell,CL:0000192,female,European,eighth decade human stage,59,0.012136571398009601
243,All — Cells of the adult human heart,macrophage,CL:0000235,female,European,eighth decade human stage,118,0.024273142796019203
244,All — Cells of the adult human heart,B cell,CL:0000236,female,European,eighth decade human stage,1,0.00020570459996626446
245,All — Cells of the adult human heart,dendritic cell,CL:0000451,female,European,eighth decade human stage,2,0.0004114091999325289
